joyvel,joyang,CandVel,CandAng,dist,velnormdist,angnormdist,vel_h_cost,ang_h_cost,cost
0,0,0.054344,-0.30001,1.565,1,0.642912,0.00543004,9.66884e-06,0,
0,0,0.054344,-0.22501,1.53475,1,0.643882,0.00543004,9.66884e-06,0,
0,0,0.054344,-0.15001,1.51262,1,0.645823,0.00543004,9.66884e-06,0,
0,0,0.054344,-0.0750097,1.49906,1,0.651645,0.00543004,9.66884e-06,0,
0,0,0.054344,-9.66884e-06,1.49437,1,1,0.00543004,9.66884e-06,0,
0,0,0.054344,0.0749903,1.49864,1,0.628352,0.00543004,9.66884e-06,0,
0,0,0.054344,0.14999,1.51178,1,0.634176,0.00543004,9.66884e-06,0,
0,0,0.054344,0.22499,1.53352,1,0.636117,0.00543004,9.66884e-06,0,
0,0,0.054344,0.29999,1.56338,1,0.637088,0.00543004,9.66884e-06,0,
0,0,0.104344,-0.30001,1.35314,1,0.642912,0.00543004,9.66884e-06,0,
0,0,0.104344,-0.22501,1.31112,1,0.643882,0.00543004,9.66884e-06,0,
0,0,0.104344,-0.15001,1.2801,1,0.645823,0.00543004,9.66884e-06,0,
0,0,0.104344,-0.0750097,1.26098,1,0.651645,0.00543004,9.66884e-06,0,
0,0,0.104344,-9.66884e-06,1.25437,1,1,0.00543004,9.66884e-06,0,
0,0,0.104344,0.0749903,1.26048,1,0.628352,0.00543004,9.66884e-06,0,
0,0,0.104344,0.14999,1.27911,1,0.634176,0.00543004,9.66884e-06,0,
0,0,0.104344,0.22499,1.30967,1,0.636117,0.00543004,9.66884e-06,0,
0,0,0.104344,0.29999,1.35127,1,0.637088,0.00543004,9.66884e-06,0,
0,0,0.154344,-0.30001,1.14427,1,0.642912,0.00543004,9.66884e-06,0,
0,0,0.154344,-0.22501,1.08951,1,0.643882,0.00543004,9.66884e-06,0,
0,0,0.154344,-0.15001,1.04861,1,0.645823,0.00543004,9.66884e-06,0,
0,0,0.154344,-0.0750097,1.02319,1,0.651645,0.00543004,9.66884e-06,0,
0,0,0.154344,-9.66884e-06,1.01437,1,1,0.00543004,9.66884e-06,0,
0,0,0.154344,0.0749903,1.02257,1,0.628352,0.00543004,9.66884e-06,0,
0,0,0.154344,0.14999,1.0474,1,0.634176,0.00543004,9.66884e-06,0,
0,0,0.154344,0.22499,1.08776,1,0.636117,0.00543004,9.66884e-06,0,
0,0,0.154344,0.29999,1.14205,1,0.637088,0.00543004,9.66884e-06,0,
0,0,0.00594852,-4.35158e-05,1.72666,1,1,0.00743565,4.35158e-05,0,
0,0,0,0,1.75522,1,1,0.00743565,4.35158e-05,0,
0,0,0.00594852,-0.300044,1.75072,1,0.216245,0.00743565,4.35158e-05,0,
0,0,0.00594852,-0.225044,1.74724,1,0.350548,0.00743565,4.35158e-05,0,
0,0,0.00594852,-0.150044,1.73828,1,0.645822,0.00743565,4.35158e-05,0,
0,0,0.00594852,-0.0750435,1.72967,1,0.65164,0.00743565,4.35158e-05,0,
0,0,0.00594852,-4.35158e-05,1.72666,1,1,0.00743565,4.35158e-05,0,
0,0,0.00594852,0.0749565,1.7293,1,0.628346,0.00743565,4.35158e-05,0,
0,0,0.00594852,0.149956,1.73709,1,0.610874,0.00743565,4.35158e-05,0,
0,0,0.00594852,0.224956,1.74631,1,0.380585,0.00743565,4.35158e-05,0,
0,0,0.00594852,0.299956,1.75022,1,0.225439,0.00743565,4.35158e-05,0,
0,0,0.0559485,-0.300044,1.55818,1,0.642911,0.00743565,4.35158e-05,0,
0,0,0.0559485,-0.225044,1.52757,1,0.643882,0.00743565,4.35158e-05,0,
0,0,0.0559485,-0.150044,1.50515,1,0.645822,0.00743565,4.35158e-05,0,
0,0,0.0559485,-0.0750435,1.49142,1,0.65164,0.00743565,4.35158e-05,0,
0,0,0.0559485,-4.35158e-05,1.48666,1,1,0.00743565,4.35158e-05,0,
0,0,0.0559485,0.0749565,1.49099,1,0.628346,0.00743565,4.35158e-05,0,
0,0,0.0559485,0.149956,1.50363,1,0.610874,0.00743565,4.35158e-05,0,
0,0,0.0559485,0.224956,1.52482,1,0.620585,0.00743565,4.35158e-05,0,
0,0,0.0559485,0.299956,1.55428,1,0.625439,0.00743565,4.35158e-05,0,
0,0,0.105949,-0.300044,1.3464,1,0.642911,0.00743565,4.35158e-05,0,
0,0,0.105949,-0.225044,1.30399,1,0.643882,0.00743565,4.35158e-05,0,
0,0,0.105949,-0.150044,1.27266,1,0.645822,0.00743565,4.35158e-05,0,
0,0,0.105949,-0.0750435,1.25335,1,0.65164,0.00743565,4.35158e-05,0,
0,0,0.105949,-4.35158e-05,1.24666,1,1,0.00743565,4.35158e-05,0,
0,0,0.105949,0.0749565,1.25283,1,0.628346,0.00743565,4.35158e-05,0,
0,0,0.105949,0.149956,1.27068,1,0.610874,0.00743565,4.35158e-05,0,
0,0,0.105949,0.224956,1.3006,1,0.620585,0.00743565,4.35158e-05,0,
0,0,0.105949,0.299956,1.34172,1,0.625439,0.00743565,4.35158e-05,0,
0,0,0.155949,-0.300044,1.13766,1,0.642911,0.00743565,4.35158e-05,0,
0,0,0.155949,-0.225044,1.08247,1,0.643882,0.00743565,4.35158e-05,0,
0,0,0.155949,-0.150044,1.04122,1,0.645822,0.00743565,4.35158e-05,0,
0,0,0.155949,-0.0750435,1.01557,1,0.65164,0.00743565,4.35158e-05,0,
0,0,0.155949,-4.35158e-05,1.00667,1,1,0.00743565,4.35158e-05,0,
0,0,0.155949,0.0749565,1.01474,1,0.581732,0.00743565,4.35158e-05,0,
0,0,0.155949,0.149956,1.03859,1,0.610874,0.00743565,4.35158e-05,0,
0,0,0.155949,0.224956,1.07819,1,0.620585,0.00743565,4.35158e-05,0,
0,0,0.155949,0.299956,1.13193,1,0.625439,0.00743565,4.35158e-05,0,
0,0,0.0075144,-0.000589081,1.71915,1,1,0.009393,0.000589081,0,
0,0,0,0,1.75522,1,1,0.009393,0.000589081,0,
0,0,0.0075144,-0.300589,1.74808,1,0.269573,0.009393,0.000589081,0,
0,0,0.0075144,-0.225589,1.74272,1,0.430539,0.009393,0.000589081,0,
0,0,0.0075144,-0.150589,1.73106,1,0.645801,0.009393,0.000589081,0,
0,0,0.0075144,-0.0755891,1.72225,1,0.651556,0.009393,0.000589081,0,
0,0,0.0075144,-0.000589081,1.71915,1,1,0.009393,0.000589081,0,
0,0,0.0075144,0.0744109,1.72179,1,0.628261,0.009393,0.000589081,0,
0,0,0.0075144,0.149411,1.7297,1,0.610768,0.009393,0.000589081,0,
0,0,0.0075144,0.224411,1.74123,1,0.460537,0.009393,0.000589081,0,
0,0,0.0075144,0.299411,1.74718,1,0.278746,0.009393,0.000589081,0,
0,0,0.0575144,-0.300589,1.55177,1,0.642906,0.009393,0.000589081,0,
0,0,0.0575144,-0.225589,1.52074,1,0.643872,0.009393,0.000589081,0,
0,0,0.0575144,-0.150589,1.498,1,0.645801,0.009393,0.000589081,0,
0,0,0.0575144,-0.0755891,1.48403,1,0.651556,0.009393,0.000589081,0,
0,0,0.0575144,-0.000589081,1.47915,1,1,0.009393,0.000589081,0,
0,0,0.0575144,0.0744109,1.48346,1,0.628261,0.009393,0.000589081,0,
0,0,0.0575144,0.149411,1.4962,1,0.610768,0.009393,0.000589081,0,
0,0,0.0575144,0.224411,1.51759,1,0.620537,0.009393,0.000589081,0,
0,0,0.0575144,0.299411,1.54734,1,0.625413,0.009393,0.000589081,0,
0,0,0.107514,-0.300589,1.34016,1,0.642906,0.009393,0.000589081,0,
0,0,0.107514,-0.225589,1.29729,1,0.643872,0.009393,0.000589081,0,
0,0,0.107514,-0.150589,1.26558,1,0.645801,0.009393,0.000589081,0,
0,0,0.107514,-0.0755891,1.24599,1,0.651556,0.009393,0.000589081,0,
0,0,0.107514,-0.000589081,1.23915,1,1,0.009393,0.000589081,0,
0,0,0.107514,0.0744109,1.24528,1,0.628261,0.009393,0.000589081,0,
0,0,0.107514,0.149411,1.26322,1,0.610768,0.009393,0.000589081,0,
0,0,0.107514,0.224411,1.29334,1,0.620537,0.009393,0.000589081,0,
0,0,0.107514,0.299411,1.33476,1,0.625413,0.009393,0.000589081,0,
