dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,0.85

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
0.446,-0.000241062,-5.02167e-08,0,1,0,1,0,0,0,0,0,0,0
0.47,-0.000241062,-5.02167e-08,0,1,0,1,0,0,0,0,0,0,0
0.681,-0.000241103,-5.12264e-08,0,1,0,1,0,0,0,0,0,0,0
0.88,-0.000238846,-5.3216e-08,0,1,0,1,0.796465,2.03634e-05,0.796485,0.162828,-1.04167e-05,0.8,0
1.104,0.00611525,-3.07964e-09,0,1,0,1,0.623624,2.86652e-06,0.623627,0.301101,2.71155e-06,0.8,0
1.306,0.0440633,-1.00218e-06,0,1,0,1,0.418551,0.000534088,0.419085,0.465159,-0.000780485,0.8,0
1.507,0.109934,2.94502e-05,0,1,0,1,0.254177,0.00482078,0.258998,0.596658,-0.00903705,0.8,0
1.694,0.205326,-0.00113733,0,1,0,1,0.0901998,0.00238693,0.0925867,0.72784,-0.00545801,0.8,0
1.889,0.307421,-0.00282797,0,1,0,1,0.0216018,0.0105672,0.032169,0.782719,0.025994,0.8,0
2.08,0.453838,-0.00569223,0,1,0,1,0.021336,0.00806046,0.0293964,0.782931,0.0198302,0.8,0
2.279,0.610188,-0.00839774,0,1,0,1,0.0247531,0.0110567,0.0358098,0.780198,-0.0271115,0.8,0
2.479,0.766586,-0.0108229,0,1,0,1,0.0291532,0.0103142,0.0394674,0.776677,-0.0251756,0.8,0
2.689,0.922195,-0.0138632,0,1,0,1,0.0283107,0.00941043,0.0377211,0.777351,-0.0229881,0.8,0
2.882,1.10361,-0.0181903,0,1,0,1,0.0289825,0.00419806,0.0331806,0.776814,0.0102457,0.8,0
3.079,1.259,-0.0221475,0,1,0,1,0.02999,0.00385273,0.0338427,0.776008,0.00939303,0.8,0
3.285,1.41424,-0.0258571,0,1,0,1,0.0303069,0.00364639,0.0339533,0.775754,0.00888702,0.8,0
3.485,1.56935,-0.0292913,0,1,0,1,0.0273764,0.00306048,0.0304368,0.778099,0.00748147,0.8,0
3.684,1.72479,-0.0324759,0,1,0,1,0.0280541,0.00290909,0.0309632,0.777557,0.00710642,0.8,0
3.886,1.88034,-0.0354452,0,1,0,1,0.0279425,0.00275951,0.030702,0.777646,0.00674178,0.8,0
4.083,2.0358,-0.0382066,0,1,0,1,0.0254174,0.00253595,0.0279533,0.779666,0.00621166,0.8,0
4.284,2.1916,-0.0407786,0,1,0,1,0.0239736,0.00239731,0.0263709,0.780821,0.00588077,0.8,0
4.488,2.34769,-0.0431746,0,1,0,1,0.0239389,0.00228451,0.0262235,0.780849,0.00560424,0.8,0
4.688,2.50381,-0.0453997,0,1,0,1,0.0254038,0.097119,0.122523,0.779677,0.245553,0.8,0
4.895,2.65982,-0.0459344,0,1,0,1,0.0261313,0.135337,0.161468,0.779095,0.352767,0.8,0
5.088,2.78906,-0.0411234,0,1,0,1,0.0229864,0.159852,0.182839,0.781611,0.429222,0.8,0
5.287,2.97076,-0.022553,0,1,0,1,0.0202042,0.154268,0.174472,0.783837,0.412714,0.8,0
5.489,3.12482,0.00608045,0,1,0,1,0.0207033,0.165659,0.186362,0.783437,0.449017,0.8,0
5.687,3.27631,0.0464983,0,1,0,1,0.0215067,0.170874,0.192381,0.782795,0.46585,0.8,0
5.885,3.42357,0.0989956,0,1,0,1,0.0234363,0.177501,0.200938,0.781251,0.487237,0.8,0
6.09,3.56573,0.163839,0,1,0,1,0.024407,0.162077,0.186484,0.780474,0.435726,0.8,0
6.289,3.70172,0.240708,0,1,0,1,0.0221877,0.170925,0.193112,0.78225,0.465693,0.8,0
6.494,3.83104,0.328134,0,1,0,1,0.0202968,0.172113,0.19241,0.783763,0.470567,0.8,0
6.691,3.95319,0.426401,0,1,0,1,0.0176336,0.169043,0.186677,0.785893,0.461593,0.8,0
6.889,4.06667,0.534792,0,1,0,1,0.0120389,0.173105,0.185144,0.790369,0.477889,0.8,0
7.083,4.15386,0.63228,0,1,0,1,0.0130834,0.162844,0.175927,0.789533,0.44328,0.8,0
7.293,4.24953,0.757889,0,1,0,1,0.00964029,0.158442,0.168083,0.792288,0.430528,0.8,0
7.486,4.3348,0.891111,0,1,0,1,0.0105397,0.150467,0.161007,0.791568,0.404789,0.8,0
7.688,4.40958,1.03092,0,1,0,1,0.0114065,0.14356,0.154966,0.790875,0.383018,0.8,0
7.886,4.48353,1.20053,0,1,0,1,0.00543644,0.165924,0.171361,0.795651,0.498359,0.8,1.5
8.084,4.53502,1.35055,0,1,0,1,0.578205,0.247626,0.825831,0.594112,0.505904,0.131548,1.5
8.312,4.57145,1.4927,0,1,0,1,0.55591,0.294712,0.850622,0.444728,0.574135,-0,1.5
8.529,4.59184,1.60586,0,1,0,1,0.269298,0.139126,0.408423,0.312266,0.569515,0.0968278,1.5
8.747,4.60138,1.69447,0,1,0,1,0.284452,0.140899,0.425351,0.555117,0.419577,0.782678,1.5
8.942,4.60317,1.7616,0,1,0,1,0.234331,0.0316996,0.26603,0.612535,0.0612032,0.8,-0
9.124,4.59835,1.86629,0,1,0,1,0.032378,0.000943561,0.0333215,0.774098,-0.00229465,0.8,-0
9.328,4.58839,1.9904,0,1,0,1,0.000742254,0.00531424,0.00605649,0.799406,0.0133475,0.8,-0
9.498,4.57362,2.11434,0,1,0,1,0.00166593,0.00445741,0.00612334,0.801333,0.0112221,0.8,-0
9.694,4.54927,2.29996,0,1,0,1,0.002015,0.00433012,0.00634512,0.801612,0.0109054,0.8,-0
9.905,4.52818,2.45865,0,1,0,1,9.28514e-05,0.00215566,0.00224851,0.799926,0.00541733,0.8,-0
10.102,4.50677,2.61731,0,1,0,1,0.00259626,3.7223e-06,0.00259998,0.797923,-9.33088e-06,0.8,-0
10.315,4.48529,2.77579,0,1,0,1,0.00462405,0.000702904,0.00532695,0.796301,-0.00175842,0.8,-0
10.501,4.46388,2.93374,0,1,0,1,0.0056291,0.00116114,0.00679024,0.795497,-0.00290185,0.8,-0
10.706,4.44258,3.09143,0,1,0,1,0.744041,0.00104831,0.745089,0.595233,-0.00329336,-0,-0
10.916,4.42164,3.23919,0,1,0,1,0.571967,0.00101388,0.572981,0.457574,-0.0031852,-0,-0
11.124,4.40405,3.33792,0,1,0,1,0.327855,0.0636321,0.391487,0.537716,0.108948,0.8,-0
11.334,4.38314,3.43622,0,1,0,1,0.0790924,0.259904,0.338997,0.736726,-0.199401,0.8,-1.5
11.523,4.3578,3.54405,0,1,0,1,0.032757,0.276951,0.309708,0.773794,-0.165554,0.8,-1.5
11.704,4.32373,3.67969,0,1,0,1,0.0333131,0.237057,0.27037,0.77335,-0.270177,0.8,-1.5
11.908,4.28833,3.82992,0,1,0,1,0.0050893,0.23669,0.241779,0.657047,-0.287201,0.661118,-1.5
12.115,4.25627,3.99915,0,1,0,1,0.569634,0.374279,0.943913,0.455707,-0.324167,-0,-1.5
12.34,4.23789,4.1246,0,1,0,1,0.473892,0.354714,0.828606,0.379114,-0.385634,-0,-1.5
12.539,4.2264,4.21964,0,1,0,1,0.265108,0.341943,0.607051,0.212086,-0.425754,-0,-1.5
12.745,4.22089,4.2931,0,1,0,1,0.134388,0.358323,0.492711,0.107511,-0.374296,-0,-1.5
12.952,4.21956,4.33793,0,1,0,1,0.026783,0.34159,0.368373,0.0214264,-0.426864,-0,-1.5
13.131,4.21986,4.35937,0,1,0,1,0.0228972,0.315662,0.33856,0.0183178,-0.508317,-0,-1.5
