dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1.875

timestep,Now vel,now ang,joy vel,joy ang,num cand,ave d_U,pub d_U,velscore,angcore,cost,distance
0,
2.48,0.000436657,3.97996e-07,0,0,62,1.76881,
2.5,0.000436657,3.97996e-07,0,0,62,1.78389,
3.003,0.0021135,-2.60547e-05,0,0,62,1.78256,
3.504,-0.000415381,8.43463e-06,0,0,52,1.77037,
4.005,4.00541e-05,-1.53955e-06,0,0,62,1.79296,
4.505,1.49791e-05,-6.63181e-07,0,0,62,1.7676,
5.006,-0.000489177,1.06932e-05,0,0,52,1.78704,
5.507,0.000340304,-7.05133e-06,0,0,62,1.79975,
6.007,-0.000951697,1.38014e-05,0,0,52,1.76814,
6.508,3.70953e-05,-1.63097e-06,0,0,52,1.78319,
7.009,0.000440118,4.22251e-07,0,0,62,1.7766,
7.51,0.00211738,-2.61388e-05,0,0,62,1.76326,
8.011,-0.00221279,1.7348e-05,0,0,52,1.78451,
8.512,0.00330886,-9.30271e-06,0,0,52,1.77626,
9.012,4.0531e-05,-1.49352e-06,0,0,52,1.75874,
9.514,-0.000482107,1.0708e-05,0,0,52,1.78419,
10.014,0.000338693,-7.08654e-06,0,0,62,1.77831,
10.515,-0.00036726,1.27009e-05,0,0,52,1.76815,
11.015,3.8065e-05,-1.51714e-06,0,0,52,1.77675,
11.515,0.000443526,4.44702e-07,0,0,62,1.76312,
12.017,0.00212118,-2.62217e-05,0,0,62,1.78417,
12.518,-0.000412979,8.49359e-06,0,0,42,1.78702,
13.019,3.91935e-05,-1.53641e-06,0,0,62,1.79476,
13.52,1.44413e-05,-6.60547e-07,0,0,62,1.77521,
14.021,-0.000475219,1.07225e-05,0,0,52,1.7668,
14.521,-0.00303122,8.74116e-06,0,0,52,1.76635,
15.021,-0.000944011,1.38482e-05,0,0,42,1.76262,
15.522,3.75968e-05,-1.52146e-06,0,0,62,1.7751,
16.023,0.000446875,4.66587e-07,0,0,62,1.78484,
16.523,0.00212489,-2.63029e-05,0,0,62,1.76683,
17.025,-0.00221914,1.73794e-05,0,0,52,1.76756,
17.526,3.87792e-05,-1.5346e-06,0,0,52,1.77589,
18.026,1.41823e-05,-6.59033e-07,0,0,62,1.78646,
18.527,-0.0010656,-6.55708e-07,0,0,52,1.77702,
19.028,0.000335609,-7.15471e-06,0,0,62,1.77697,
19.527,-0.000940313,1.3871e-05,0,0,52,1.78781,
20.028,3.71401e-05,-1.52558e-06,0,0,62,1.78825,
20.529,2.9588e-05,-1.68621e-06,0,0,62,1.76949,
21.03,0.00212853,-2.63823e-05,0,0,62,1.77905,
21.531,-0.00222221,1.73943e-05,0,0,42,1.76997,
22.031,0.00330733,-9.56588e-06,0,0,62,1.76038,
22.533,3.91681e-05,-1.49657e-06,0,0,62,1.77087,
23.035,-0.000461972,1.07506e-05,0,0,52,1.7719,
