dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,2

timestep,pos.x,pos.y,adm,safe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
5.058,2.51947,-0.00721853,0,1,0.00491738,0.105495,0.110412,0.796066,0.273937,0.8,0
5.26,2.67546,-0.00778748,0,1,0.0118051,0.148174,0.159979,0.790556,0.397113,0.8,0
5.46,2.83335,-0.00047129,0,1,0.011845,0.159857,0.171702,0.790524,0.434133,0.8,0
5.66,2.9644,0.0144226,0,1,0.0151073,0.166715,0.181822,0.787914,0.455062,0.8,0
5.861,3.14485,0.0496212,0,1,0.0179867,0.17399,0.191977,0.785611,0.478001,0.8,0
6.06,3.29597,0.0935825,0,1,0.0217224,0.16771,0.189432,0.782622,0.455274,0.8,0
6.261,3.44195,0.150035,0,1,0.0200327,0.168657,0.188689,0.783974,0.459186,0.8,0
6.466,3.58308,0.218361,0,1,0.0208623,0.177244,0.198106,0.78331,0.487642,0.8,0
6.667,3.71801,0.298286,0,1,0.017894,0.170999,0.188893,0.785685,0.467986,0.8,0
6.866,3.8454,0.389687,0,1,0.0168687,0.160025,0.176894,0.786505,0.432466,0.8,0
7.067,3.96521,0.4917,0,1,0.0180807,0.166383,0.184464,0.785535,0.452596,0.8,0
7.267,4.07632,0.602612,0,1,0.0205587,0.167851,0.18841,0.783553,0.45628,0.8,0
7.468,4.17757,0.72232,0,1,0.0236956,0.162263,0.185958,0.781044,0.436641,0.8,0
7.668,4.26842,0.849902,0,1,0.0280611,0.154414,0.182475,0.777551,0.409862,0.8,0
7.869,4.33595,0.961065,0,1,0.0295122,0.149811,0.179323,0.77639,0.395009,0.8,0
8.069,4.40742,1.09926,0,1,0.0293723,0.137258,0.16663,0.776502,0.357257,0.8,0
8.27,4.46879,1.24198,0,1,0.0199308,0.125193,0.145123,0.784055,0.325322,0.8,0
8.469,4.5213,1.38898,0,1,0.0244066,0.117594,0.142,0.780475,0.302207,0.8,0
8.671,4.57146,1.56415,0,1,0.026478,0.109116,0.135594,0.778818,0.27795,0.8,0
8.871,4.60545,1.71608,0,1,0.0258695,0.0755614,0.101431,0.779304,0.188549,0.8,0
9.072,4.63259,1.86944,0,1,0.0273092,0.0722553,0.0995645,0.778153,0.179736,0.8,0
9.272,4.65461,2.02353,0,1,0.0232939,0.190113,0.213406,0.781365,0.410352,0.8,1.5
9.472,4.671,2.17785,0,1,0.0234464,0.20299,0.226437,0.781243,0.370781,0.8,1.5
9.673,4.67736,2.33394,0,1,0.0127499,0.211424,0.224174,0.740785,0.360906,0.730585,1.5
9.872,4.67514,2.46,0,1,0.00376839,0.232499,0.236267,0.742286,0.298607,0.739271,1.5
10.073,4.6643,2.608,0,1,0.0212294,0.258937,0.280166,0.783016,0.214486,0.8,1.5
10.274,4.64065,2.78248,0,1,0.0191528,0.00386721,0.02302,0.784678,0.00953367,0.8,-0
10.477,4.61364,2.93674,0,1,0.0148342,0.00263427,0.0174685,0.788133,-0.00652257,0.8,-0
10.674,4.58575,3.09173,0,1,0.0172815,0.293168,0.31045,0.786175,-0.12673,0.8,-1.5
10.874,4.55852,3.24663,0,1,0.0151993,0.275826,0.291025,0.787841,-0.171473,0.8,-1.5
11.074,4.53476,3.40207,0,1,0.0175928,0.286968,0.304561,0.785926,-0.142448,0.8,-1.5
11.275,4.5187,3.53252,0.341762,0.658238,0.730006,0.338579,1.04515,0.584005,-0.436323,-0,-1.5
11.478,4.50355,3.68272,0.291959,0.708041,0.596679,0.338791,0.95431,0.477343,-0.435656,-0,-1.5
11.679,4.49405,3.81513,0,1,0.349215,0.250062,0.599277,0.279372,-0.714407,-0,-1.5
11.879,4.4924,3.90621,0,1,0.204218,0.305865,0.510083,0.163374,-0.539096,-0,-1.5
12.079,4.49378,3.96194,0,1,0.0159295,0.335437,0.351367,0.0127436,-0.446193,-0,-1.5
12.28,4.49608,3.98994,0,1,0.0454741,0.332009,0.377484,0.0363793,-0.456962,-0,-1.5
12.48,4.49715,3.99764,0,1,0.0454851,0.243382,0.288867,0.0363881,-0.735394,-0,-1.5
12.68,4.49903,4.00578,0,1,0.0463294,0.15429,0.200619,0.0370635,-1.01528,-0,-1.5
12.88,4.50125,4.01183,0,1,0.000467516,0.17516,0.175628,0.000374012,-0.949718,-0,-1.5
13.081,4.50169,4.01223,0.178205,0.821795,0.801519,0.0906871,0.911415,0.158785,-0.611051,0.8,-1.33722
13.281,4.5108,4.02281,0,1,0.553844,0.214324,0.768168,0.356925,-0.284708,0.8,-0
13.482,4.53923,4.0504,0,1,0.409936,0.22854,0.638476,0.472051,-0.412338,0.8,-0
13.683,4.58526,4.08644,0,1,0.2388,0.194988,0.433788,0.60896,-0.427951,0.8,-0
13.883,4.68204,4.14658,0.384932,0.615068,0.0739204,0.168238,0.533876,0.740864,-0.43263,0.8,-0
14.083,4.7966,4.20066,0,1,0.00410264,0.141699,0.145801,0.796718,-0.380113,0.8,-0
14.284,4.94051,4.25086,0,1,0.0493549,0.0314343,0.0807892,0.760516,-0.075349,0.8,-0
14.483,5.09014,4.29246,0,1,0.046567,0.0286614,0.0752284,0.762746,-0.0688658,0.8,-0
14.683,5.23756,4.33062,0,1,0.000492754,0.0283533,0.028846,0.799606,-0.0714135,0.8,-0
14.884,5.39028,4.36685,0,1,0.00366522,0.0336671,0.0373323,0.797068,-0.0846203,0.8,-0
15.085,5.54645,4.39983,0,1,0.00613974,0.0323805,0.0385203,0.795088,-0.0811617,0.8,-0
15.285,5.70263,4.43019,0,1,0.00183672,0.0424373,0.044274,0.801469,-0.10749,0.8,-0
15.486,5.86004,4.45795,0,1,0.00293317,0.0226466,0.0255797,0.797653,-0.056846,0.8,-0
15.687,5.99189,4.47885,0,1,0.00150169,0.022505,0.0240067,0.798799,-0.0565706,0.8,-0
15.888,6.17566,4.50578,0,1,0.00128114,0.0268091,0.0280903,0.801025,-0.067625,0.8,-0
16.088,6.33427,4.52703,0,1,0.000424856,0.0265268,0.0269517,0.79966,-0.0667955,0.8,-0
16.289,6.49326,4.5464,0,1,0.0021231,0.0263204,0.0284435,0.798302,-0.0661607,0.8,-0
16.489,6.6519,4.56366,0,1,0.00128385,0.0227097,0.0239935,0.798973,-0.0570993,0.8,-0
16.69,6.81083,4.57896,0,1,0.00580584,0.0105991,0.0164049,0.795355,-0.0264935,0.8,-0
16.89,6.96956,4.59261,0,1,0.00445368,0.00979062,0.0142443,0.796437,-0.0245046,0.8,-0
17.09,7.1017,4.60317,0,1,0.00671152,0.018117,0.0248286,0.794631,-0.0452764,0.8,-0
17.29,7.2604,4.61493,0,1,0.00884654,0.0290101,0.0378566,0.792923,-0.0724661,0.8,-0
17.491,7.41885,4.62526,0,1,0.00914319,0.0275593,0.0367025,0.792685,-0.0688027,0.8,-0
17.692,7.57712,4.63356,0,1,0.00591221,0.00521082,0.011123,0.79527,-0.0130199,0.8,-0
17.892,7.76193,4.64116,0,1,0.00661016,0.0105393,0.0171494,0.794712,-0.0263226,0.8,-0
18.095,7.92085,4.64717,0,1,0.00494269,0.00995172,0.0148944,0.796046,-0.0248959,0.8,-0
18.295,8.07962,4.65259,0,1,0.00297347,0.00798461,0.0109581,0.797621,-0.020012,0.8,-0
18.495,8.2389,4.65745,0,1,0.00549461,0.00807176,0.0135664,0.795604,-0.0201794,0.8,-0
18.696,8.39816,4.66171,0,1,0.00339226,0.00783459,0.0112268,0.797286,-0.0196276,0.8,-0
18.896,8.55747,4.66537,0,1,0.0018724,0.00706546,0.00893786,0.798502,-0.0177271,0.8,-0
19.096,8.71701,4.66845,0,1,0.000858485,0.00745246,0.00831095,0.799313,-0.0187174,0.8,-0
19.297,8.85049,4.67062,0,1,0.00380039,0.00717579,0.0109762,0.79696,-0.0179692,0.8,-0
19.498,9.01013,4.6727,0,1,0.00467246,0.00712074,0.0117932,0.796262,-0.0178157,0.8,-0
19.698,9.16942,4.67424,0,1,0.00526263,0.00619912,0.0114618,0.79579,-0.0155001,0.8,-0
19.899,9.32867,4.67525,0,1,0.00785073,0.126378,0.134229,0.793719,-0.315309,0.8,-0.783795
20.1,9.48749,4.67518,0,1,0.0076279,0.215038,0.222665,0.793898,-0.340606,0.8,-1.5
20.299,9.67203,4.66531,0,1,0.0138035,0.221866,0.23567,0.788957,-0.318625,0.8,-1.5
20.499,9.8291,4.64641,0,1,0.0146279,0.0223912,0.0370191,0.788298,-0.0555437,0.8,-0
20.7,9.98559,4.61987,0,1,0.0167914,0.00507505,0.0218665,0.786567,0.0125419,0.8,-0
20.901,10.1405,4.59206,0,1,0.0198669,0.000601067,0.020468,0.784106,0.00148064,0.8,-0
21.101,10.2951,4.56452,0,1,0.021632,0.00634298,0.027975,0.782694,0.0155989,0.8,-0
21.301,10.4492,4.53739,0,1,0.0196986,0.237445,0.257144,0.784241,-0.272907,0.8,-1.5
21.502,10.5788,4.51372,0,1,0.014703,0.144666,0.159369,0.788238,-0.570329,0.8,-1.5
21.703,10.732,4.4774,0,1,0.0138943,0.0983319,0.112226,0.788885,-0.767901,0.8,-1.5
21.903,10.8819,4.42523,0,1,0.00917531,0.0923938,0.101569,0.79266,-0.756583,0.8,-1.40237
22.103,11.0228,4.35445,0,1,0.0117062,0.0725866,0.0842928,0.790635,-0.854745,0.8,-1.40237
22.304,11.1536,4.26492,0,1,0.0113012,0.180653,0.191955,0.790959,-0.504239,0.8,-0
22.504,11.2876,4.13924,0,1,0.0146568,0.104186,0.118843,0.788275,-0.267636,0.8,-0
22.705,11.3912,4.02015,0,1,0.0124553,0.00468133,0.0171366,0.790036,-0.0116198,0.8,-0
22.905,11.4898,3.89598,0,1,0.00874975,0.00251028,0.01126,0.793,-0.00625394,0.8,-0
23.105,11.5874,3.77131,0,1,0.00429207,0.00375033,0.00804241,0.796566,-0.00938559,0.8,-0
23.305,11.6854,3.64565,0,1,0.00261111,0.0038054,0.00641651,0.797911,-0.0095395,0.8,-0
23.506,11.7832,3.52015,0,1,0.00056486,0.00343795,0.00400281,0.799548,-0.00863598,0.8,-0
23.707,11.8814,3.39413,0,1,0.00219975,0.00481748,0.00701723,0.79824,-0.0120819,0.8,-0
23.908,11.9794,3.26784,0,1,0.00458379,0.0044832,0.00906698,0.796333,-0.0112166,0.8,-0
24.108,12.0769,3.14163,0,1,0.00351978,0.0016397,0.00515948,0.797184,-0.00410654,0.8,-0
24.308,12.174,3.0157,0,1,0.0040355,0.0117071,0.0157426,0.796772,-0.0293176,0.8,-0
24.508,12.2553,2.91025,0,1,0.00641623,0.0112459,0.0176621,0.794867,-0.0280943,0.8,-0
24.709,12.3519,2.78414,0,1,0.00524172,0.00804142,0.0132831,0.795807,-0.0201086,0.8,-0
24.91,12.4481,2.65751,0,1,0.00373402,0.0106053,0.0143393,0.797013,-0.0265643,0.8,-0
25.109,12.5439,2.53,0,1,0.0019075,0.0104017,0.0123092,0.798474,-0.0261017,0.8,-0
25.311,12.6548,2.3813,0,1,0.00464115,0.00939338,0.0140345,0.796287,-0.0235054,0.8,-0
25.511,12.7495,2.25347,0,1,0.00197031,0.0163225,0.0182928,0.798424,0.040978,0.8,-0
25.712,12.8444,2.12526,0,1,0.00352593,0.0273379,0.0308638,0.797179,-0.249399,0.8,-0.327993
25.913,12.9392,1.99654,0,1,0.0509608,0.00949706,0.0604579,0.759231,-0.270022,0.8,-0.311706
26.112,13.0256,1.86827,0,1,0.105678,0.00632218,0.112,0.715457,-0.248167,0.8,-0.295418
26.314,13.0897,1.76328,0,1,0.10329,0.204371,0.307661,0.717368,-0.536403,0.8,-0
26.514,13.1587,1.63757,0,1,0.0358003,0.229839,0.265639,0.77136,-0.679351,0.8,-0
26.715,13.2183,1.50204,0,1,0.0393389,0.236849,0.276188,0.768529,-0.70751,0.8,-0
26.915,13.2636,1.35444,0,1,0.0330813,0.346407,0.379489,0.773535,-0.724257,0.8,0.279179
27.116,13.2925,1.17746,0,1,0.028379,0.581177,0.609556,0.777297,-0.716877,0.8,1.5
27.316,13.2965,1.02206,0,1,0.00207084,0.60983,0.611901,0.697521,-0.689208,0.695864,1.5
27.516,13.2824,0.876633,0,1,0.627831,0.159396,0.787228,0.502265,-0.500759,-0,-0
27.716,13.2545,0.748928,0.25647,0.74353,1.47688,0.174705,1.48448,0.381506,-0.233301,-0.8,0
27.917,13.2258,0.65947,0.240498,0.759502,1.41934,0.174317,1.45088,0.335468,-0.204587,-0.8,0
28.117,13.2034,0.60529,0,1,1.10546,0.0801679,1.18562,0.0843653,0.0217088,-0.8,0
28.318,13.1982,0.593185,0,1,1.00516,0.495608,1.50077,0.00412868,-0.29919,-0.8,0
28.518,13.2089,0.611697,0,1,0.699732,1.35579,2.05552,-0.240214,-0.493415,-0.8,0
28.718,13.2392,0.657854,0,1,0.506358,1.27744,1.7838,-0.394913,-0.469618,-0.8,0
28.919,13.3147,0.752857,0,1,0.240613,1.23621,1.47683,-0.60751,-0.557042,-0.8,0
29.12,13.4176,0.859991,0,1,0,0,0,0,0,-0,-0
29.32,13.5188,0.959661,0,1,0.741716,0.633201,1.37492,-0.593373,-0.489258,-0,1.5
29.52,13.6097,1.03452,0,1,0.743094,0.625016,1.36811,-0.594475,-0.463546,-0,1.5
29.721,13.7077,1.10181,0,1,0.741636,0.617874,1.35951,-0.593309,-0.441108,-0,1.5
29.921,13.8108,1.16061,0,1,0.739321,0.604569,1.34389,-0.591457,-0.39931,-0,1.5
30.122,13.9,1.20332,0,1,0.744574,0.581167,1.32574,-0.595659,-0.32579,-0,1.5
30.322,14.0101,1.24787,0,1,0,0.477465,0.477465,0,0,-0,1.5
30.522,14.1329,1.2885,0,1,0,0.477465,0.477465,0,0,-0,1.5
30.722,14.1999,1.30518,0,1,0.312934,0.139274,0.452208,-0.250347,-0.437543,-0,-0
30.923,14.2477,1.31245,0,1,0.311738,0.124906,0.436644,-0.249391,-0.392402,-0,-0
31.123,14.2975,1.31628,0,1,1.31318,1.31112,2.62431,-0.250547,-0.37148,0.8,-0
31.323,14.3476,1.31652,0,1,1.31326,1.30346,2.61672,-0.250608,-0.352945,0.8,-0
31.524,14.3974,1.31343,0,1,1.31461,1.2863,2.60091,-0.251688,-0.316808,0.8,-0
31.725,14.4389,1.30843,0,1,0,0,0,0,0,-0,-0
31.925,14.4773,1.30179,0,1,0.00497541,0.0532065,0.0581819,0.00398033,-0.167153,-0,-0
32.124,14.4828,1.30045,0,1,0,0,0,0,0,-0,-0
32.325,14.4841,1.30005,0,1,0.00026262,0.283435,0.283698,0.000210096,0.300345,-0,1.19078
32.526,14.4859,1.29948,0,1,0.0484156,0.294422,0.342837,0.0387325,0.575047,-0,1.5
32.727,14.481,1.30059,0,1,0.0491508,0.223988,0.273139,0.0393207,0.796321,-0,1.5
32.926,14.4752,1.30134,0,1,0.00027643,0.162623,0.1629,0.000221144,0.989104,-0,1.5
33.127,14.4765,1.3014,0,1,0.00212953,0.108299,0.110429,0.00170362,1.15977,-0,1.5
33.327,14.4776,1.30152,0,1,0.00184324,0.0463592,0.0482024,0.00147459,1.35436,-0,1.5
33.528,14.4835,1.3039,0,1,0.0108457,0.176929,0.187775,0.00867654,0.944162,-0,1.5
33.729,14.4905,1.30742,0,1,0.00457612,0.155754,0.16033,0.0036609,0.489316,-0,-0
33.929,14.4921,1.30848,0,1,0.00102991,0.0522335,0.0532634,0.000823929,0.164096,-0,-0
34.128,14.4924,1.30868,0,1,0.00389489,0.328851,0.332746,0.00311591,0.466883,-0,1.5
34.329,14.4926,1.30873,0,1,0.00727643,0.244405,0.251682,0.00582114,0.732178,-0,1.5
34.531,14.4927,1.30871,0,1,0.00615017,0.181316,0.187466,0.00492014,0.930378,-0,1.5
34.731,14.4923,1.30791,0,1,0.035444,0.133265,0.168709,0.0283552,0.418663,-0,-0
34.931,14.4909,1.30529,0,1,0.0151606,0.0498026,0.0649631,0.0121284,0.156459,-0,-0
35.131,14.4891,1.30124,0,1,0.785182,0.0399114,0.825093,0.171855,0.0216617,0.8,-0
35.332,14.4842,1.28852,0,1,0.661828,0.0185498,0.680378,0.270538,-0.0157837,0.8,-0
35.532,14.4708,1.25081,0,1,0.423023,0.168127,0.59115,0.461582,0.269326,0.8,-0
35.733,14.4515,1.19281,0.335353,0.664647,0.297116,0.0283965,0.551704,0.562307,0.0502971,0.8,-0
35.933,14.4219,1.09962,0.423243,0.576757,0.149112,0.024094,0.523141,0.68071,0.051624,0.8,-0
36.133,14.3881,0.984197,0.486717,0.513283,0.0524264,0.0600372,0.544443,0.758059,0.144699,0.8,-0
36.333,14.3507,0.845383,0.521171,0.478829,0.0493316,0.0618767,0.574421,0.760535,0.149732,0.8,-0
36.534,14.3145,0.697829,0.418327,0.581673,0.300009,0.0398412,0.616009,0.559993,0.0704597,0.8,-0
36.735,14.2844,0.561166,0.613161,0.386839,0.0600839,0.0597399,0.659514,0.751933,0.142802,0.8,-0
36.934,14.2595,0.440509,0.621265,0.378735,0.131566,0.107825,0.711931,0.694747,0.244776,0.8,-0
37.135,14.2328,0.299707,1,0,0.133733,0.0985011,1,0.693014,0.221572,0.8,-0
37.335,14.2094,0.168488,1,0,0.863144,0.0529186,1,0.690515,0.166249,-0,-0
37.535,14.1921,0.0557959,1,0,0.860704,0.0503927,1,0.688563,0.158313,-0,-0
37.736,14.1588,-0.0123953,0.806343,0.193657,0.162547,0.439268,0.922889,0.130038,-1.38,-0,-0
37.936,14.1043,-0.01127,0.435845,0.564155,0.0474903,0.00322718,0.464458,0.0379922,0.0101385,-0,-0
38.136,14.1051,-0.0253971,0.396254,0.603746,0.0392543,0.095336,0.477512,0.0314034,-0.299507,-0,-0
38.338,14.0853,-0.042478,0.256799,0.743201,0.0164864,0.00202792,0.270559,0.0131891,0.0063709,-0,-0
38.539,14.0795,-0.0477886,0.381426,0.618574,0.0363715,0.0400667,0.428709,0.0290972,-0.125873,-0,-0
38.737,14.0755,-0.0510366,0.295064,0.704936,0.0217656,0.00992872,0.317406,0.0174125,-0.031192,-0,-0
38.938,14.0723,-0.0536369,0.290545,0.709455,0.0211041,0.00810516,0.311267,0.0168833,-0.0254631,-0,-0
39.138,14.0696,-0.055761,0.254224,0.745776,0.0161575,0.00929364,0.273205,0.012926,-0.0291968,-0,-0
39.339,14.0673,-0.0575004,0.256952,0.743048,0.0165061,0.00954527,0.27631,0.0132049,-0.0299873,-0,-0
39.539,14.0652,-0.0590835,0.285417,0.714583,0.0203657,0.00445995,0.303157,0.0162925,0.0140113,-0,-0
39.739,14.0633,-0.060576,0.291755,0.708245,0.0212803,0.00395909,0.309631,0.0170242,0.0124379,-0,-0
