dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,8

joyvel,joyang,CandVel,CandAng,adm,safe,vel_h_cost,ang_h_cost,cost
0,0,0.135938,0.0850807,0.660418,0.339582,0.169922,0.0567205,0.737382
0,0,0,0,0,1,0,0,0
0,0,0.0359376,-0.664919,0.957487,0.0425128,0.044922,0.44328,0.978242
0,0,0.0359376,-0.514919,0.946703,0.0532967,0.044922,0.34328,0.967393
0,0,0.0359376,-0.364919,0.924818,0.0751816,0.044922,0.24328,0.946486
0,0,0.0359376,-0.214919,0.872492,0.127508,0.044922,0.14328,0.896489
0,0,0.0359376,-0.0649193,0.585012,0.414988,0.044922,0.0432795,0.621615
0,0,0.0359376,0.0850807,0.680882,0.319118,0.044922,0.0567205,0.713318
0,0,0.0359376,0.235081,0.883394,0.116606,0.044922,0.15672,0.906907
0,0,0.0359376,0.385081,0.92875,0.0712498,0.044922,0.25672,0.950242
0,0,0.0359376,0.535081,0.94871,0.0512897,0.044922,0.35672,0.96931
0,0,0.0359376,0.685081,0.959936,0.0400641,0.044922,0.45672,0.980034
0,0,0.135938,-0.664919,1,0,0.169922,0.44328,1
0,0,0.135938,-0.514919,1,0,0.169922,0.34328,1
0,0,0.135938,-0.364919,1,0,0.169922,0.24328,1
0,0,0.135938,-0.214919,1,0,0.169922,0.14328,1
0,0,0.135938,-0.0649193,1,0,0.169922,0.0432795,1
0,0,0.135938,0.0850807,1,0,0.169922,0.0567205,1
0,0,0.135938,0.235081,1,0,0.169922,0.15672,1
0,0,0.135938,0.385081,1,0,0.169922,0.25672,1
0,0,0.135938,0.535081,1,0,0.169922,0.35672,1
0,0,0.135938,0.685081,1,0,0.169922,0.45672,1
0,0,0.235938,-0.664919,0.999353,0.000647211,0.294922,0.44328,0.999831
0,0,0.235938,-0.514919,0.999169,0.000831461,0.294922,0.34328,0.999699
0,0,0.235938,-0.364919,0.998841,0.00115864,0.294922,0.24328,0.999465
0,0,0.235938,-0.214919,0.998119,0.00188131,0.294922,0.14328,0.998943
