dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,2

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
0.403,-0.000185962,-5.12478e-07,0,1,0,1,0,0,0,0,0
0.425,-0.000185535,-5.14658e-07,0,1,0,1,0,0,0,0,0
0.641,-0.000183644,-5.14406e-07,0,1,0,1,0,0,0,0,0
0.844,-0.000185298,-5.16509e-07,0,1,0,1,0.420028,9.17602e-07,0.420029,0.160154,-1.3764e-06
1.043,0.00617109,-1.58264e-07,0,1,0,1,0.623622,2.066e-06,0.623624,0.301102,3.09899e-06
1.265,0.0436812,-7.29442e-07,0,1,0,1,0.421727,0.00123384,0.422961,0.462618,-0.00185076
1.454,0.109195,6.78429e-06,0,1,0,1,0.403898,0.000969771,0.404867,0.476882,-0.00145466
1.649,0.215537,0.000659289,0,1,0,1,0.404363,0.000334262,0.404697,0.47651,-0.000501393
1.853,0.295106,0.00124384,0,1,0,1,0.35602,0.000297066,0.356317,0.515184,-0.000445598
2.052,0.374905,0.00182709,0,1,0,1,0.404787,0.00525479,0.410042,0.47617,-0.00788219
2.253,0.475684,0.00261069,0,1,0,1,0.404667,0.00498986,0.409657,0.476266,-0.00748479
2.456,0.587004,0.00336911,0,1,0,1,0.456762,0.0344255,0.491187,0.434591,0.0516383
2.66,0.678611,0.00393211,0,1,0,1,0.407045,0.00656813,0.413613,0.474364,-0.00985219
2.849,0.769459,0.00504572,0,1,0,1,0.408379,0.0062825,0.414662,0.473296,-0.00942376
3.063,0.864091,0.00628121,0,1,0,1,0.403318,0.0109804,0.414298,0.477346,-0.0164706
3.26,0.959257,0.00744801,0,1,0,1,0.405193,0.010736,0.415929,0.475845,-0.016104
3.461,1.07018,0.00845575,0,1,0,1,0.455316,0.00944811,0.464765,0.435747,-0.0141722
3.661,1.14618,0.00897119,0,1,0,1,0.353689,0.00632225,0.360011,0.517049,-0.00948338
3.859,1.22208,0.0093637,0,1,0,1,0.464408,0.00311259,0.46752,0.428474,-0.00466889
4.068,1.33743,0.00995816,0,1,0,1,0.359667,0.0147765,0.374443,0.512267,-0.0221647
4.264,1.42918,0.0107474,0,1,0,1,0.456152,0.0136831,0.469835,0.435079,-0.0205246
4.472,1.52593,0.011307,0,1,0,1,0.461039,0.0149247,0.475964,0.431169,0.0223871
4.667,1.61286,0.0118038,0,1,0,1,0.461262,0.0221328,0.483395,0.43099,-0.0331992
4.87,1.69906,0.0124754,0,1,0,1,0.464906,0.0194234,0.484329,0.428075,0.029135
5.068,1.79915,0.0129395,0,1,0,1,0.360376,0.000675382,0.361052,0.511699,-0.00101307
5.261,1.89448,0.0136687,0,1,0,1,0.46009,0.000734626,0.460825,0.431928,-0.00110194
5.47,1.98806,0.0143486,0,1,0,1,0.463398,0.00641196,0.46981,0.429281,0.00961794
5.669,2.0744,0.0148332,0,1,0,1,0.412641,0.0249311,0.437572,0.469887,-0.0373967
5.866,2.14985,0.0152985,0,1,0,1,0.411023,0.0237041,0.434727,0.471182,-0.0355561
6.059,2.22786,0.0154224,0,1,0,1,0.31125,0.0167208,0.32797,0.551,0.0250813
6.263,2.34368,0.0148625,0,1,0,1,0.111145,0.0162472,0.127392,0.711084,0.0243708
6.455,2.46036,0.0144156,0,1,0,1,0.120555,0.0022559,0.12281,0.703556,0.00338385
6.649,2.59995,0.0139861,0,1,0,1,0.17134,0.00261656,0.173957,0.662928,0.00392484
6.862,2.73561,0.0137788,0,1,0,1,0.221063,0.014292,0.235355,0.623149,0.0214381
7.065,2.86458,0.0138717,0,1,0,1,0.269434,0.0134758,0.282909,0.584453,0.0202137
7.267,2.98665,0.0144314,0,1,0,1,0.315588,0.0186021,0.33419,0.54753,-0.0279031
7.467,3.10047,0.0155276,0,1,0,1,0.367577,0.0176938,0.385271,0.505938,-0.0265408
7.665,3.22324,0.0162486,0,1,0,1,0.41223,0.833219,1.24545,0,0.250172
7.871,3.31459,0.016317,0,1,0,1,0.42686,0.817998,1.24486,0,0.273003
8.071,3.36139,0.0161315,0,1,0,1,0.487582,0.821487,1.30907,0,0.26777
