dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1.875

joyvel,joyang,CandVel,CandAng,adm,safe,vel_h_cost,ang_h_cost,cost
0,0,3.76528e-05,-1.52981e-06,0,1,4.7066e-05,1.01987e-06,4.80859e-05
0,0,0,0,0,1,0,0,0
0,0,3.76528e-05,-0.750002,0.425481,0.574519,4.7066e-05,0.500001,0.712768
0,0,3.76528e-05,-0.600002,0.281852,0.718148,4.7066e-05,0.400001,0.569145
0,0,3.76528e-05,-0.450002,0.0424696,0.95753,4.7066e-05,0.300001,0.329775
0,0,3.76528e-05,-0.300002,0,1,4.7066e-05,0.200001,0.200048
0,0,3.76528e-05,-0.150002,0,1,4.7066e-05,0.100001,0.100048
0,0,3.76528e-05,-1.52981e-06,0,1,4.7066e-05,1.01987e-06,4.80859e-05
0,0,3.76528e-05,0.149998,0,1,4.7066e-05,0.099999,0.100046
0,0,3.76528e-05,0.299998,0,1,4.7066e-05,0.199999,0.200046
0,0,3.76528e-05,0.449998,0.0424631,0.957537,4.7066e-05,0.299999,0.329768
0,0,3.76528e-05,0.599998,0.281848,0.718152,4.7066e-05,0.399999,0.569142
0,0,0.100038,-0.750002,0.436077,0.563923,0.125047,0.500001,0.788556
0,0,0.100038,-0.600002,0.301577,0.698423,0.125047,0.400001,0.668283
0,0,0.100038,-0.450002,0.0863028,0.913697,0.125047,0.300001,0.474668
0,0,0.100038,-0.300002,0,1,0.125047,0.200001,0.325048
0,0,0.100038,-0.150002,0,1,0.125047,0.100001,0.225048
0,0,0.100038,-1.52981e-06,0,1,0.125047,1.01987e-06,0.125048
0,0,0.100038,0.149998,0,1,0.125047,0.099999,0.225046
0,0,0.100038,0.299998,0,1,0.125047,0.199999,0.325046
0,0,0.100038,0.449998,0.209667,0.790333,0.125047,0.299999,0.545595
0,0,0.100038,0.599998,0.403892,0.596108,0.125047,0.399999,0.716876
0,0,0.200038,-0.750002,0.528456,0.471544,0.250047,0.500001,0.882137
0,0,0.200038,-0.600002,0.416538,0.583462,0.250047,0.400001,0.795816
0,0,0.200038,-0.450002,0.238449,0.761551,0.250047,0.300001,0.657339
0,0,0.200038,-0.300002,0,1,0.250047,0.200001,0.450048
0,0,0.200038,-0.150002,0,1,0.250047,0.100001,0.350048
0,0,0.200038,-1.52981e-06,0,1,0.250047,1.01987e-06,0.250048
0,0,0.200038,0.149998,0,1,0.250047,0.099999,0.350046
0,0,0.200038,0.299998,0.131743,0.868257,0.250047,0.199999,0.522499
0,0,0.200038,0.449998,0.387641,0.612359,0.250047,0.299999,0.724467
0,0,0.200038,0.599998,0.530842,0.469158,0.250047,0.399999,0.835816
0,0,0.300038,-0.750002,0.629211,0.370789,0.375047,0.500001,0.953669
0,0,0.300038,-0.600002,0.546437,0.453563,0.375047,0.400001,0.89797
0,0,0.300038,-0.450002,0.421159,0.578841,0.375047,0.300001,0.811904
0,0,0.300038,-0.300002,0.220143,0.779857,0.375047,0.200001,0.668598
0,0,0.300038,-0.150002,0.107954,0.892046,0.375047,0.100001,0.531719
0,0,0.300038,-1.52981e-06,0,1,0.375047,1.01987e-06,0.375048
0,0,0.300038,0.149998,0.174758,0.825242,0.375047,0.099999,0.566786
0,0,0.300038,0.299998,0.410132,0.589868,0.375047,0.199999,0.749333
0,0,0.300038,0.449998,0.562177,0.437823,0.375047,0.299999,0.857728
0,0,0.300038,0.599998,0.656935,0.343065,0.375047,0.399999,0.922826
0,0,0.400038,-0.750002,0.727746,0.272254,0.500047,0.500001,1.00001
0,0,0.400038,-0.600002,0.671632,0.328368,0.500047,0.400001,0.967179
0,0,0.400038,-0.450002,0.59156,0.40844,0.500047,0.300001,0.918332
0,0,0.400038,-0.300002,0.476691,0.523309,0.500047,0.200001,0.843032
0,0,0.400038,-0.150002,0.472078,0.527922,0.500047,0.100001,0.788857
0,0,0.400038,-1.52981e-06,0.491471,0.508529,0.500047,1.01987e-06,0.74576
0,0,0.400038,0.149998,0.547616,0.452384,0.500047,0.099999,0.819067
0,0,0.400038,0.299998,0.645216,0.354784,0.500047,0.199999,0.893581
0,0,0.400038,0.449998,0.723093,0.276907,0.500047,0.299999,0.944631
0,0,0.400038,0.599998,0.777379,0.222621,0.500047,0.399999,0.977748
0,0,0.500038,-0.750002,0.821903,0.178097,0.625047,0.500001,1.02227
0,0,0.500038,-0.600002,0.788488,0.211512,0.625047,0.400001,1.0053
0,0,0.500038,-0.450002,0.743646,0.256354,0.625047,0.300001,0.980786
0,0,0.500038,-0.300002,0.685646,0.314354,0.625047,0.200001,0.945003
0,0,0.500038,-0.150002,0.703773,0.296227,0.625047,0.100001,0.918552
0,0,0.500038,-1.52981e-06,0.786295,0.213705,0.625047,1.01987e-06,0.919871
0,0,0.500038,0.149998,0.802322,0.197678,0.625047,0.099999,0.945648
0,0,0.500038,0.299998,0.834872,0.165128,0.625047,0.199999,0.97111
0,0,0.500038,0.449998,0.865339,0.134661,0.625047,0.299999,0.989907
0,0,0.500038,0.599998,0.888894,0.111106,0.625047,0.399999,1.00278

0,0,3.76528e-05,-1.52981e-06,0,1,4.7066e-05,1.01987e-06,4.80859e-05
0,0,0,0,0,1,0,0,0
0,0,3.76528e-05,-0.750002,0.425481,0.574519,4.7066e-05,0.500001,0.712768
0,0,3.76528e-05,-0.600002,0.281852,0.718148,4.7066e-05,0.400001,0.569145
0,0,3.76528e-05,-0.450002,0.0424696,0.95753,4.7066e-05,0.300001,0.329775
0,0,3.76528e-05,-0.300002,0,1,4.7066e-05,0.200001,0.200048
0,0,3.76528e-05,-0.150002,0,1,4.7066e-05,0.100001,0.100048
0,0,3.76528e-05,-1.52981e-06,0,1,4.7066e-05,1.01987e-06,4.80859e-05
0,0,3.76528e-05,0.149998,0,1,4.7066e-05,0.099999,0.100046
0,0,3.76528e-05,0.299998,0,1,4.7066e-05,0.199999,0.200046
0,0,3.76528e-05,0.449998,0.0424631,0.957537,4.7066e-05,0.299999,0.329768
0,0,3.76528e-05,0.599998,0.281848,0.718152,4.7066e-05,0.399999,0.569142
0,0,0.100038,-0.750002,0.436077,0.563923,0.125047,0.500001,0.788556
0,0,0.100038,-0.600002,0.301577,0.698423,0.125047,0.400001,0.668283
0,0,0.100038,-0.450002,0.0863028,0.913697,0.125047,0.300001,0.474668
0,0,0.100038,-0.300002,0,1,0.125047,0.200001,0.325048
0,0,0.100038,-0.150002,0,1,0.125047,0.100001,0.225048
0,0,0.100038,-1.52981e-06,0,1,0.125047,1.01987e-06,0.125048
0,0,0.100038,0.149998,0,1,0.125047,0.099999,0.225046
0,0,0.100038,0.299998,0,1,0.125047,0.199999,0.325046
0,0,0.100038,0.449998,0.209667,0.790333,0.125047,0.299999,0.545595
0,0,0.100038,0.599998,0.403892,0.596108,0.125047,0.399999,0.716876
0,0,0.200038,-0.750002,0.528456,0.471544,0.250047,0.500001,0.882137
0,0,0.200038,-0.600002,0.416538,0.583462,0.250047,0.400001,0.795816
0,0,0.200038,-0.450002,0.238449,0.761551,0.250047,0.300001,0.657339
0,0,0.200038,-0.300002,0,1,0.250047,0.200001,0.450048
0,0,0.200038,-0.150002,0,1,0.250047,0.100001,0.350048
0,0,0.200038,-1.52981e-06,0,1,0.250047,1.01987e-06,0.250048
0,0,0.200038,0.149998,0,1,0.250047,0.099999,0.350046
0,0,0.200038,0.299998,0.131743,0.868257,0.250047,0.199999,0.522499
