joyvel,joyang,CandVel,CandAng,dist,velnormdist,angnormdist,vel_h_cost,ang_h_cost
0.8,0,0.0159114,-0.308813,2.11922,1,0.770597,0.980111,0.161012,
0.8,0,0.0159114,-0.233813,2.11757,1,1,0.980111,0.161012,
0.8,0,0.0159114,-0.158813,2.11592,1,1,0.980111,0.161012,
0.8,0,0.0159114,-0.0838134,2.09373,1,1,0.980111,0.161012,
0.8,0,0.0159114,-0.00881337,2.05062,1,1,0.980111,0.161012,
0.8,0,0.0159114,0.0661866,2.01193,1,1,0.980111,0.161012,
0.8,0,0.0159114,0.141187,1.97791,1,0.987177,0.980111,0.161012,
0.8,0,0.0159114,0.216187,1.94879,1,0.422673,0.980111,0.161012,
0.8,0,0.0159114,0.291187,1.92477,1,0.148964,0.980111,0.161012,
0.8,0,0.0659114,-0.308813,2.06248,1,1,0.980111,0.161012,
0.8,0,0.0659114,-0.233813,2.00267,1,1,0.980111,0.161012,
0.8,0,0.0659114,-0.158813,1.94128,1,1,0.980111,0.161012,
0.8,0,0.0659114,-0.0838134,1.88563,1,1,0.980111,0.161012,
0.8,0,0.0659114,-0.00881337,1.8363,1,1,0.980111,0.161012,
0.8,0,0.0659114,0.0661866,1.79384,1,1,0.980111,0.161012,
0.8,0,0.0659114,0.141187,1.75873,1,0.987177,0.980111,0.161012,
0.8,0,0.0659114,0.216187,1.73136,1,0.422673,0.980111,0.161012,
0.8,0,0.0659114,0.291187,1.71199,1,0.148964,0.980111,0.161012,
0.8,0,0.115911,-0.308813,1.90016,1,1,0.980111,0.161012,
0.8,0,0.115911,-0.233813,1.82198,1,1,0.980111,0.161012,
0.8,0,0.115911,-0.158813,1.75015,1,1,0.980111,0.161012,
0.8,0,0.115911,-0.0838134,1.68557,1,1,0.980111,0.161012,
0.8,0,0.115911,-0.00881337,1.62916,1,1,0.980111,0.161012,
0.8,0,0.115911,0.0661866,1.58181,1,1,0.980111,0.161012,
0.8,0,0.115911,0.141187,1.54434,1,0.987177,0.980111,0.161012,
0.8,0,0.115911,0.216187,1.51744,1,0.422673,0.980111,0.161012,
0.8,0,0.115911,0.291187,1.50158,1,0.148964,0.980111,0.161012,
0.8,0,0.165911,-0.308813,1.7422,1,1,0.980111,0.161012,
0.8,0,0.165911,-0.233813,1.65292,1,1,0.980111,0.161012,
0.8,0,0.165911,-0.158813,1.57074,1,1,0.980111,0.161012,
0.8,0,0.165911,-0.0838134,1.49678,1,1,0.980111,0.161012,
0.8,0,0.165911,-0.00881337,1.4323,1,1,0.980111,0.161012,
0.8,0,0.165911,0.0661866,1.37862,1,1,0.980111,0.161012,
0.8,0,0.165911,0.141187,1.33705,1,0.987177,0.980111,0.161012,
0.8,0,0.165911,0.216187,1.30877,1,0.422673,0.980111,0.161012,
0.8,0,0.165911,0.291187,1.29467,1,0.148964,0.980111,0.161012,
0.8,0,0.215911,-0.308813,1.59859,1,1,0.980111,0.161012,
0.8,0,0.215911,-0.233813,1.49943,1,1,0.980111,0.161012,
0.8,0,0.215911,-0.158813,1.40752,1,1,0.980111,0.161012,
0.8,0,0.215911,-0.0838134,1.32408,1,1,0.980111,0.161012,
0.8,0,0.215911,-0.00881337,1.2506,1,1,0.980111,0.161012,
0.8,0,0.215911,0.0661866,1.18883,1,1,0.980111,0.161012,
0.8,0,0.215911,0.141187,1.14074,1,0.987177,0.980111,0.161012,
0.8,0,0.215911,0.216187,1.10831,1,0.422673,0.980111,0.161012,
0.8,0,0.215911,0.291187,1.09328,1,0.148964,0.980111,0.161012,
0.8,0,0.0174351,-0.00803942,2.04358,1,1,0.978206,0.137526,
0.8,0,0,0,2.11536,1,1,0.978206,0.137526,
0.8,0,0.0174351,-0.308039,2.11893,1,0.772466,0.978206,0.137526,
0.8,0,0.0174351,-0.233039,2.11727,1,1,0.978206,0.137526,
0.8,0,0.0174351,-0.158039,2.11562,1,1,0.978206,0.137526,
0.8,0,0.0174351,-0.0830394,2.08683,1,1,0.978206,0.137526,
0.8,0,0.0174351,-0.00803942,2.04358,1,1,0.978206,0.137526,
0.8,0,0.0174351,0.0669606,2.00483,1,1,0.978206,0.137526,
0.8,0,0.0174351,0.141961,1.97085,1,0.978306,0.978206,0.137526,
0.8,0,0.0174351,0.216961,1.94185,1,0.418882,0.978206,0.137526,
0.8,0,0.0174351,0.291961,1.91804,1,0.146872,0.978206,0.137526,
0.8,0,0.0674351,-0.308039,2.05765,1,1,0.978206,0.137526,
0.8,0,0.0674351,-0.233039,1.99636,1,1,0.978206,0.137526,
0.8,0,0.0674351,-0.158039,1.93471,1,1,0.978206,0.137526,
0.8,0,0.0674351,-0.0830394,1.87886,1,1,0.978206,0.137526,
0.8,0,0.0674351,-0.00803942,1.8294,1,1,0.978206,0.137526,
0.8,0,0.0674351,0.0669606,1.78688,1,1,0.978206,0.137526,
0.8,0,0.0674351,0.141961,1.75179,1,0.978306,0.978206,0.137526,
0.8,0,0.0674351,0.216961,1.72454,1,0.418882,0.978206,0.137526,
0.8,0,0.0674351,0.291961,1.70538,1,0.146872,0.978206,0.137526,
0.8,0,0.117435,-0.308039,1.89432,1,1,0.978206,0.137526,
0.8,0,0.117435,-0.233039,1.81586,1,1,0.978206,0.137526,
0.8,0,0.117435,-0.158039,1.74378,1,1,0.978206,0.137526,
0.8,0,0.117435,-0.0830394,1.679,1,1,0.978206,0.137526,
0.8,0,0.117435,-0.00803942,1.62245,1,1,0.978206,0.137526,
0.8,0,0.117435,0.0669606,1.57503,1,1,0.978206,0.137526,
0.8,0,0.117435,0.141961,1.53757,1,0.978306,0.978206,0.137526,
0.8,0,0.117435,0.216961,1.51077,1,0.418882,0.978206,0.137526,
0.8,0,0.117435,0.291961,1.49511,1,0.146872,0.978206,0.137526,
0.8,0,0.167435,-0.308039,1.73663,1,1,0.978206,0.137526,
0.8,0,0.167435,-0.233039,1.6471,1,1,0.978206,0.137526,
0.8,0,0.167435,-0.158039,1.56469,1,1,0.978206,0.137526,
0.8,0,0.167435,-0.0830394,1.49053,1,1,0.978206,0.137526,
0.8,0,0.167435,-0.00803942,1.4259,1,1,0.978206,0.137526,
0.8,0,0.167435,0.0669606,1.37212,1,1,0.978206,0.137526,
0.8,0,0.167435,0.141961,1.33052,1,0.978306,0.978206,0.137526,
0.8,0,0.167435,0.216961,1.3023,1,0.418882,0.978206,0.137526,
0.8,0,0.167435,0.291961,1.28837,1,0.146872,0.978206,0.137526,
0.8,0,0.217435,-0.308039,1.59342,1,1,0.978206,0.137526,
0.8,0,0.217435,-0.233039,1.49406,1,1,0.978206,0.137526,
0.8,0,0.217435,-0.158039,1.40196,1,1,0.978206,0.137526,
0.8,0,0.217435,-0.0830394,1.31833,1,1,0.978206,0.137526,
0.8,0,0.217435,-0.00803942,1.24467,1,1,0.978206,0.137526,
0.8,0,0.217435,0.0669606,1.18276,1,1,0.978206,0.137526,
0.8,0,0.217435,0.141961,1.13457,1,0.978306,0.978206,0.137526,
0.8,0,0.217435,0.216961,1.10213,1,0.418882,0.978206,0.137526,
0.8,0,0.217435,0.291961,1.0872,1,0.146872,0.978206,0.137526,
0.8,0,0.0189713,-0.00722899,2.03647,1,1,0.976286,0.115885,
0.8,0,0,0,2.11536,1,1,0.976286,0.115885,
0.8,0,0.0189713,-0.307229,2.11863,1,0.774434,0.976286,0.115885,
0.8,0,0.0189713,-0.232229,2.11697,1,1,0.976286,0.115885,
0.8,0,0.0189713,-0.157229,2.11533,1,1,0.976286,0.115885,
0.8,0,0.0189713,-0.082229,2.07985,1,1,0.976286,0.115885,
0.8,0,0.0189713,-0.00722899,2.03647,1,1,0.976286,0.115885,
0.8,0,0.0189713,0.067771,1.99767,1,1,0.976286,0.115885,
0.8,0,0.0189713,0.142771,1.96372,1,0.96912,0.976286,0.115885,
0.8,0,0.0189713,0.217771,1.93485,1,0.414941,0.976286,0.115885,
0.8,0,0.0189713,0.292771,1.91125,1,0.144694,0.976286,0.115885,
0.8,0,0.0689713,-0.307229,2.05259,1,1,0.976286,0.115885,
0.8,0,0.0689713,-0.232229,1.98997,1,1,0.976286,0.115885,
0.8,0,0.0689713,-0.157229,1.92806,1,1,0.976286,0.115885,
0.8,0,0.0689713,-0.082229,1.87201,1,1,0.976286,0.115885,
0.8,0,0.0689713,-0.00722899,1.82242,1,1,0.976286,0.115885,
0.8,0,0.0689713,0.067771,1.77985,1,1,0.976286,0.115885,
0.8,0,0.0689713,0.142771,1.74479,1,0.96912,0.976286,0.115885,
0.8,0,0.0689713,0.217771,1.71766,1,0.414941,0.976286,0.115885,
0.8,0,0.0689713,0.292771,1.69872,1,0.144694,0.976286,0.115885,
0.8,0,0.118971,-0.307229,1.88842,1,1,0.976286,0.115885,
0.8,0,0.118971,-0.232229,1.80967,1,1,0.976286,0.115885,
0.8,0,0.118971,-0.157229,1.73734,1,1,0.976286,0.115885,
0.8,0,0.118971,-0.082229,1.67236,1,1,0.976286,0.115885,
0.8,0,0.118971,-0.00722899,1.61567,1,1,0.976286,0.115885,
0.8,0,0.118971,0.067771,1.56818,1,1,0.976286,0.115885,
0.8,0,0.118971,0.142771,1.53074,1,0.96912,0.976286,0.115885,
0.8,0,0.118971,0.217771,1.50405,1,0.414941,0.976286,0.115885,
0.8,0,0.118971,0.292771,1.48859,1,0.144694,0.976286,0.115885,
0.8,0,0.168971,-0.307229,1.73099,1,1,0.976286,0.115885,
0.8,0,0.168971,-0.232229,1.64121,1,1,0.976286,0.115885,
0.8,0,0.168971,-0.157229,1.55856,1,1,0.976286,0.115885,
0.8,0,0.168971,-0.082229,1.48421,1,1,0.976286,0.115885,
0.8,0,0.168971,-0.00722899,1.41942,1,1,0.976286,0.115885,
0.8,0,0.168971,0.067771,1.36555,1,1,0.976286,0.115885,
0.8,0,0.168971,0.142771,1.32393,1,0.96912,0.976286,0.115885,
0.8,0,0.168971,0.217771,1.29578,1,0.414941,0.976286,0.115885,
0.8,0,0.168971,0.292771,1.28203,1,0.144694,0.976286,0.115885,
0.8,0,0.218971,-0.307229,1.58818,1,1,0.976286,0.115885,
0.8,0,0.218971,-0.232229,1.48862,1,1,0.976286,0.115885,
0.8,0,0.218971,-0.157229,1.39632,1,1,0.976286,0.115885,
0.8,0,0.218971,-0.082229,1.31251,1,1,0.976286,0.115885,
0.8,0,0.218971,-0.00722899,1.23868,1,1,0.976286,0.115885,
0.8,0,0.218971,0.067771,1.17662,1,1,0.976286,0.115885,
0.8,0,0.218971,0.142771,1.12835,1,0.96912,0.976286,0.115885,
0.8,0,0.218971,0.217771,1.09591,1,0.414941,0.976286,0.115885,
0.8,0,0.218971,0.292771,1.08108,1,0.144694,0.976286,0.115885,
0.8,-0.930284,0.0205458,-0.00632204,2.02914,1,1,0.974318,0.178903,
0.8,-0.930284,0,0,2.11536,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,-0.306322,2.11832,1,0.776647,0.974318,0.178903,
0.8,-0.930284,0.0205458,-0.231322,2.11667,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,-0.156322,2.11388,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,-0.081322,2.07265,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,-0.00632204,2.02914,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,0.068678,1.9903,1,1,0.974318,0.178903,
0.8,-0.930284,0.0205458,0.143678,1.95639,1,0.958962,0.974318,0.178903,
0.8,-0.930284,0.0205458,0.218678,1.92765,1,0.410566,0.974318,0.178903,
0.8,-0.930284,0.0205458,0.293678,1.90428,1,0.142271,0.974318,0.178903,
0.8,-0.930284,0.0705458,-0.306322,2.04725,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,-0.231322,1.98336,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,-0.156322,1.92119,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,-0.081322,1.86494,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,-0.00632204,1.81522,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,0.068678,1.7726,1,1,0.974318,0.178903,
0.8,-0.930284,0.0705458,0.143678,1.73759,1,0.958962,0.974318,0.178903,
0.8,-0.930284,0.0705458,0.218678,1.7106,1,0.410566,0.974318,0.178903,
0.8,-0.930284,0.0705458,0.293678,1.69189,1,0.142271,0.974318,0.178903,
0.8,-0.930284,0.120546,-0.306322,1.88228,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,-0.231322,1.80324,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,-0.156322,1.73067,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,-0.081322,1.6655,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,-0.00632204,1.60868,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,0.068678,1.56113,1,1,0.974318,0.178903,
0.8,-0.930284,0.120546,0.143678,1.52371,1,0.958962,0.974318,0.178903,
0.8,-0.930284,0.120546,0.218678,1.49714,1,0.410566,0.974318,0.178903,
0.8,-0.930284,0.120546,0.293678,1.48191,1,0.142271,0.974318,0.178903,
0.8,-0.930284,0.170546,-0.306322,1.72512,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,-0.231322,1.63509,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,-0.156322,1.55222,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,-0.081322,1.47768,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,-0.00632204,1.41274,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,0.068678,1.35878,1,1,0.974318,0.178903,
0.8,-0.930284,0.170546,0.143678,1.31715,1,0.958962,0.974318,0.178903,
0.8,-0.930284,0.170546,0.218678,1.28908,1,0.410566,0.974318,0.178903,
0.8,-0.930284,0.170546,0.293678,1.27552,1,0.142271,0.974318,0.178903,
0.8,-0.930284,0.220546,-0.306322,1.58272,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,-0.231322,1.48297,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,-0.156322,1.39048,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,-0.081322,1.30648,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,-0.00632204,1.23249,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,0.068678,1.1703,1,1,0.974318,0.178903,
0.8,-0.930284,0.220546,0.143678,1.12194,1,0.958962,0.974318,0.178903,
0.8,-0.930284,0.220546,0.218678,1.08951,1,0.410566,0.974318,0.178903,
0.8,-0.930284,0.220546,0.293678,1.07481,1,0.142271,0.974318,0.178903,
0.8,-1.5,0.0221997,-0.00548518,2.02151,1,1,0.97225,0.266937,
0.8,-1.5,0,0,2.11536,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,-0.305485,2.118,1,0.778702,0.97225,0.266937,
0.8,-1.5,0.0221997,-0.230485,2.11635,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,-0.155485,2.11039,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,-0.0804852,2.06516,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,-0.00548518,2.02151,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,0.0695148,1.98261,1,1,0.97225,0.266937,
0.8,-1.5,0.0221997,0.144515,1.94874,1,0.949703,0.97225,0.266937,
0.8,-1.5,0.0221997,0.219515,1.92014,1,0.406561,0.97225,0.266937,
0.8,-1.5,0.0221997,0.294515,1.89699,1,0.140048,0.97225,0.266937,
0.8,-1.5,0.0721997,-0.305485,2.0416,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,-0.230485,1.97651,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,-0.155485,1.91407,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,-0.0804852,1.8576,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,-0.00548518,1.80774,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,0.0695148,1.76506,1,1,0.97225,0.266937,
0.8,-1.5,0.0721997,0.144515,1.73008,1,0.949703,0.97225,0.266937,
0.8,-1.5,0.0721997,0.219515,1.70322,1,0.406561,0.97225,0.266937,
0.8,-1.5,0.0721997,0.294515,1.68474,1,0.140048,0.97225,0.266937,
0.8,-1.5,0.1222,-0.305485,1.87596,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,-0.230485,1.79662,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,-0.155485,1.72378,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,-0.0804852,1.6584,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,-0.00548518,1.60142,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,0.0695148,1.55379,1,1,0.97225,0.266937,
0.8,-1.5,0.1222,0.144515,1.51639,1,0.949703,0.97225,0.266937,
0.8,-1.5,0.1222,0.219515,1.48993,1,0.406561,0.97225,0.266937,
0.8,-1.5,0.1222,0.294515,1.47491,1,0.140048,0.97225,0.266937,
0.8,-1.5,0.1722,-0.305485,1.71911,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,-0.230485,1.62881,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,-0.155485,1.54569,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,-0.0804852,1.47093,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,-0.00548518,1.40583,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,0.0695148,1.35175,1,1,0.97225,0.266937,
0.8,-1.5,0.1722,0.144515,1.31009,1,0.949703,0.97225,0.266937,
0.8,-1.5,0.1722,0.219515,1.28209,1,0.406561,0.97225,0.266937,
0.8,-1.5,0.1722,0.294515,1.26871,1,0.140048,0.97225,0.266937,
0.8,-1.5,0.2222,-0.305485,1.57716,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,-0.230485,1.47719,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,-0.155485,1.38449,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,-0.0804852,1.3003,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,-0.00548518,1.22611,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,0.0695148,1.16376,1,1,0.97225,0.266937,
0.8,-1.5,0.2222,0.144515,1.11529,1,0.949703,0.97225,0.266937,
0.8,-1.5,0.2222,0.219515,1.08284,1,0.406561,0.97225,0.266937,
0.8,-1.5,0.2222,0.294515,1.06824,1,0.140048,0.97225,0.266937,
0.8,-1.5,0.0239456,-0.00480904,2.01357,1,1,0.970068,0.280954,
0.8,-1.5,0,0,2.11536,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,-0.304809,2.11767,1,0.78037,0.970068,0.280954,
0.8,-1.5,0.0239456,-0.229809,2.11601,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,-0.154809,2.10502,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,-0.079809,2.05738,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,-0.00480904,2.01357,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,0.070191,1.9746,1,1,0.970068,0.280954,
0.8,-1.5,0.0239456,0.145191,1.94076,1,0.9423,0.970068,0.280954,
0.8,-1.5,0.0239456,0.220191,1.91228,1,0.403347,0.970068,0.280954,
0.8,-1.5,0.0239456,0.295191,1.88937,1,0.138261,0.970068,0.280954,
0.8,-1.5,0.0739456,-0.304809,2.03561,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,-0.229809,1.96947,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,-0.154809,1.90672,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,-0.079809,1.85001,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,-0.00480904,1.79998,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,0.070191,1.75721,1,1,0.970068,0.280954,
0.8,-1.5,0.0739456,0.145191,1.72225,1,0.9423,0.970068,0.280954,
0.8,-1.5,0.0739456,0.220191,1.6955,1,0.403347,0.970068,0.280954,
0.8,-1.5,0.0739456,0.295191,1.67724,1,0.138261,0.970068,0.280954,
0.8,-1.5,0.123946,-0.304809,1.86953,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,-0.229809,1.78985,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,-0.154809,1.71671,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,-0.079809,1.65107,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,-0.00480904,1.59391,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,0.070191,1.54617,1,1,0.970068,0.280954,
0.8,-1.5,0.123946,0.145191,1.50875,1,0.9423,0.970068,0.280954,
0.8,-1.5,0.123946,0.220191,1.48238,1,0.403347,0.970068,0.280954,
0.8,-1.5,0.123946,0.295191,1.46756,1,0.138261,0.970068,0.280954,
0.8,-1.5,0.173946,-0.304809,1.71303,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,-0.229809,1.62243,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,-0.154809,1.53903,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,-0.079809,1.46402,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,-0.00480904,1.3987,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,0.070191,1.34448,1,1,0.970068,0.280954,
0.8,-1.5,0.173946,0.145191,1.30274,1,0.9423,0.970068,0.280954,
0.8,-1.5,0.173946,0.220191,1.27478,1,0.403347,0.970068,0.280954,
0.8,-1.5,0.173946,0.295191,1.26155,1,0.138261,0.970068,0.280954,
0.8,-1.5,0.0243126,-0.00427001,2.01169,1,1,0.969609,0.288701,
0.8,-1.5,0,0,2.11536,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,-0.30427,2.11759,1,0.781705,0.969609,0.288701,
0.8,-1.5,0.0243126,-0.22927,2.11594,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,-0.15427,2.10349,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,-0.07927,2.0555,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,-0.00427001,2.01169,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,0.07073,1.97273,1,1,0.969609,0.288701,
0.8,-1.5,0.0243126,0.14573,1.93892,1,0.936447,0.969609,0.288701,
0.8,-1.5,0.0243126,0.22073,1.9105,1,0.400799,0.969609,0.288701,
0.8,-1.5,0.0243126,0.29573,1.88766,1,0.136843,0.969609,0.288701,
0.8,-1.5,0.0743126,-0.30427,2.03404,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,-0.22927,1.96765,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,-0.15427,1.90486,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,-0.07927,1.84813,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,-0.00427001,1.7981,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,0.07073,1.75536,1,1,0.969609,0.288701,
0.8,-1.5,0.0743126,0.14573,1.72044,1,0.936447,0.969609,0.288701,
0.8,-1.5,0.0743126,0.22073,1.69375,1,0.400799,0.969609,0.288701,
0.8,-1.5,0.0743126,0.29573,1.67559,1,0.136843,0.969609,0.288701,
0.8,-1.5,0.124313,-0.30427,1.86774,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,-0.22927,1.78802,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,-0.15427,1.71486,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,-0.07927,1.64921,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,-0.00427001,1.59205,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,0.07073,1.54435,1,1,0.969609,0.288701,
0.8,-1.5,0.124313,0.14573,1.50698,1,0.936447,0.969609,0.288701,
0.8,-1.5,0.124313,0.22073,1.48068,1,0.400799,0.969609,0.288701,
0.8,-1.5,0.124313,0.29573,1.46597,1,0.136843,0.969609,0.288701,
0.8,-1.5,0.174313,-0.30427,1.71126,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,-0.22927,1.62062,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,-0.15427,1.53721,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,-0.07927,1.46219,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,-0.00427001,1.39689,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,0.07073,1.3427,1,1,0.969609,0.288701,
0.8,-1.5,0.174313,0.14573,1.30102,1,0.936447,0.969609,0.288701,
0.8,-1.5,0.174313,0.22073,1.27313,1,0.400799,0.969609,0.288701,
0.8,-1.5,0.174313,0.29573,1.26001,1,0.136843,0.969609,0.288701,
0.8,-1.5,0.224313,-0.30427,1.56987,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,-0.22927,1.46965,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,-0.15427,1.3767,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,-0.07927,1.29226,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,-0.00427001,1.21786,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,0.07073,1.15532,1,1,0.969609,0.288701,
0.8,-1.5,0.224313,0.14573,1.10674,1,0.936447,0.969609,0.288701,
0.8,-1.5,0.224313,0.22073,1.0743,1,0.400799,0.969609,0.288701,
0.8,-1.5,0.224313,0.29573,1.05986,1,0.136843,0.969609,0.288701,
-0,-1.5,0.0227713,-0.00403083,2.01823,1,1,0.0284642,0.476182,
-0,-1.5,0,0,2.11536,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,-0.304031,2.11787,1,0.782299,0.0284642,0.476182,
-0,-1.5,0.0227713,-0.229031,2.11621,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,-0.154031,2.10831,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,-0.0790308,2.06186,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,-0.00403083,2.01823,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,0.0709692,1.97939,1,1,0.0284642,0.476182,
-0,-1.5,0.0227713,0.145969,1.94562,1,0.933864,0.0284642,0.476182,
-0,-1.5,0.0227713,0.220969,1.91714,1,0.399673,0.0284642,0.476182,
-0,-1.5,0.0227713,0.295969,1.89416,1,0.136215,0.0284642,0.476182,
-0,-1.5,0.0727713,-0.304031,2.03873,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,-0.229031,1.97313,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,-0.154031,1.91068,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,-0.0790308,1.85424,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,-0.00403083,1.80444,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,0.0709692,1.76185,1,1,0.0284642,0.476182,
-0,-1.5,0.0727713,0.145969,1.72701,1,0.933864,0.0284642,0.476182,
-0,-1.5,0.0727713,0.220969,1.70032,1,0.399673,0.0284642,0.476182,
-0,-1.5,0.0727713,0.295969,1.68205,1,0.136215,0.0284642,0.476182,
-0,-1.5,0.122771,-0.304031,1.8725,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,-0.229031,1.79315,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,-0.154031,1.72033,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,-0.0790308,1.65499,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,-0.00403083,1.5981,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,0.0709692,1.5506,1,1,0.0284642,0.476182,
-0,-1.5,0.122771,0.145969,1.51336,1,0.933864,0.0284642,0.476182,
-0,-1.5,0.122771,0.220969,1.48712,1,0.399673,0.0284642,0.476182,
-0,-1.5,0.122771,0.295969,1.47236,1,0.136215,0.0284642,0.476182,
-0,-1.5,0.172771,-0.304031,1.71558,1,1,0.0284642,0.476182,
