joyvel,joyang,CandVel,CandAng,dist,velnormdist,angnormdist,vel_h_cost,ang_h_cost
0,0,0.158266,-0.227433,1.67831,1,1,0.0103331,0.00243257,
0,0,0.158266,-0.152433,1.59858,1,1,0.0103331,0.00243257,
0,0,0.158266,-0.0774326,1.5271,1,1,0.0103331,0.00243257,
0,0,0.158266,-0.00243257,1.46509,1,1,0.0103331,0.00243257,
0,0,0.158266,0.0725674,1.41378,1,1,0.0103331,0.00243257,
0,0,0.158266,0.147567,1.37437,1,0.916818,0.0103331,0.00243257,
0,0,0.158266,0.222567,1.34793,1,0.392207,0.0103331,0.00243257,
0,0,0.158266,0.297567,1.3352,1,0.132046,0.0103331,0.00243257,
0,0,0.0101369,-0.00329909,2.0818,1,1,0.0126711,0.00329909,
0,0,0,0,2.12447,1,1,0.0126711,0.00329909,
0,0,0.0101369,-0.303299,2.12921,1,0.781242,0.0126711,0.00329909,
0,0,0.0101369,-0.228299,2.12757,1,1,0.0126711,0.00329909,
0,0,0.0101369,-0.153299,2.12594,1,1,0.0126711,0.00329909,
0,0,0.0101369,-0.0782991,2.12316,1,1,0.0126711,0.00329909,
0,0,0.0101369,-0.00329909,2.0818,1,1,0.0126711,0.00329909,
0,0,0.0101369,0.0717009,2.04412,1,1,0.0126711,0.00329909,
0,0,0.0101369,0.146701,2.01081,1,0.920059,0.0126711,0.00329909,
0,0,0.0101369,0.221701,1.98208,1,0.392301,0.0126711,0.00329909,
0,0,0.0101369,0.296701,1.95797,1,0.134301,0.0126711,0.00329909,
0,0,0.0601369,-0.303299,2.08309,1,1,0.0126711,0.00329909,
0,0,0.0601369,-0.228299,2.02707,1,1,0.0126711,0.00329909,
0,0,0.0601369,-0.153299,1.96762,1,1,0.0126711,0.00329909,
0,0,0.0601369,-0.0782991,1.91375,1,1,0.0126711,0.00329909,
0,0,0.0601369,-0.00329909,1.86602,1,1,0.0126711,0.00329909,
0,0,0.0601369,0.0717009,1.82492,1,1,0.0126711,0.00329909,
0,0,0.0601369,0.146701,1.79091,1,0.920059,0.0126711,0.00329909,
0,0,0.0601369,0.221701,1.76431,1,0.392301,0.0126711,0.00329909,
0,0,0.0601369,0.296701,1.74536,1,0.134301,0.0126711,0.00329909,
0,0,0.110137,-0.303299,1.91986,1,1,0.0126711,0.00329909,
0,0,0.110137,-0.228299,1.84376,1,1,0.0126711,0.00329909,
0,0,0.110137,-0.153299,1.77399,1,1,0.0126711,0.00329909,
0,0,0.110137,-0.0782991,1.71142,1,1,0.0126711,0.00329909,
0,0,0.110137,-0.00329909,1.65691,1,1,0.0126711,0.00329909,
0,0,0.110137,0.0717009,1.61132,1,1,0.0126711,0.00329909,
0,0,0.110137,0.146701,1.57539,1,0.920059,0.0126711,0.00329909,
0,0,0.110137,0.221701,1.54974,1,0.392301,0.0126711,0.00329909,
0,0,0.110137,0.296701,1.53479,1,0.131356,0.0126711,0.00329909,
0,0,0.160137,-0.303299,1.7588,1,1,0.0126711,0.00329909,
0,0,0.160137,-0.228299,1.67153,1,1,0.0126711,0.00329909,
0,0,0.160137,-0.153299,1.59144,1,1,0.0126711,0.00329909,
0,0,0.160137,-0.0782991,1.51964,1,1,0.0126711,0.00329909,
0,0,0.160137,-0.00329909,1.45735,1,1,0.0126711,0.00329909,
0,0,0.160137,0.0717009,1.40584,1,1,0.0126711,0.00329909,
0,0,0.160137,0.146701,1.36633,1,0.920059,0.0126711,0.00329909,
0,0,0.160137,0.221701,1.3399,1,0.392301,0.0126711,0.00329909,
0,0,0.160137,0.296701,1.32731,1,0.131356,0.0126711,0.00329909,
0,0,0.0114836,-0.00496117,2.0752,1,1,0.0143545,0.00496117,
0,0,0,0,2.12286,1,1,0.0143545,0.00496117,
0,0,0.0114836,-0.304961,2.12739,1,0.77713,0.0143545,0.00496117,
0,0,0.0114836,-0.229961,2.12575,1,1,0.0143545,0.00496117,
0,0,0.0114836,-0.154961,2.12412,1,1,0.0143545,0.00496117,
0,0,0.0114836,-0.0799612,2.1173,1,1,0.0143545,0.00496117,
0,0,0.0114836,-0.00496117,2.0752,1,1,0.0143545,0.00496117,
0,0,0.0114836,0.0700388,2.03731,1,1,0.0143545,0.00496117,
0,0,0.0114836,0.145039,2.00387,1,0.937937,0.0143545,0.00496117,
0,0,0.0114836,0.220039,1.97508,1,0.400099,0.0143545,0.00496117,
0,0,0.0114836,0.295039,1.95112,1,0.135702,0.0143545,0.00496117,
0,0,0.0614836,-0.304961,2.07885,1,1,0.0143545,0.00496117,
0,0,0.0614836,-0.229961,2.02195,1,1,0.0143545,0.00496117,
0,0,0.0614836,-0.154961,1.96206,1,1,0.0143545,0.00496117,
0,0,0.0614836,-0.0799612,1.9078,1,1,0.0143545,0.00496117,
0,0,0.0614836,-0.00496117,1.85972,1,1,0.0143545,0.00496117,
0,0,0.0614836,0.0700388,1.81833,1,1,0.0143545,0.00496117,
0,0,0.0614836,0.145039,1.78408,1,0.937937,0.0143545,0.00496117,
0,0,0.0614836,0.220039,1.75733,1,0.400099,0.0143545,0.00496117,
0,0,0.0614836,0.295039,1.73832,1,0.135702,0.0143545,0.00496117,
0,0,0.111484,-0.304961,1.91579,1,1,0.0143545,0.00496117,
0,0,0.111484,-0.229961,1.83922,1,1,0.0143545,0.00496117,
0,0,0.111484,-0.154961,1.76897,1,1,0.0143545,0.00496117,
0,0,0.111484,-0.0799612,1.70594,1,1,0.0143545,0.00496117,
0,0,0.111484,-0.00496117,1.65101,1,1,0.0143545,0.00496117,
0,0,0.111484,0.0700388,1.60502,1,1,0.0143545,0.00496117,
0,0,0.111484,0.145039,1.56875,1,0.937937,0.0143545,0.00496117,
0,0,0.111484,0.220039,1.54284,1,0.400099,0.0143545,0.00496117,
0,0,0.111484,0.295039,1.52769,1,0.135702,0.0143545,0.00496117,
0,0,0.161484,-0.304961,1.75541,1,1,0.0143545,0.00496117,
0,0,0.161484,-0.229961,1.66767,1,1,0.0143545,0.00496117,
0,0,0.161484,-0.154961,1.58709,1,1,0.0143545,0.00496117,
0,0,0.161484,-0.0799612,1.51479,1,1,0.0143545,0.00496117,
0,0,0.161484,-0.00496117,1.452,1,1,0.0143545,0.00496117,
0,0,0.161484,0.0700388,1.4,1,1,0.0143545,0.00496117,
0,0,0.161484,0.145039,1.36003,1,0.937937,0.0143545,0.00496117,
0,0,0.161484,0.220039,1.33318,1,0.400099,0.0143545,0.00496117,
0,0,0.161484,0.295039,1.32026,1,0.135702,0.0143545,0.00496117,
0,0,0.0126376,-0.00645449,2.06357,1,1,0.015797,0.00645449,
0,0,0,0,2.11536,1,1,0.015797,0.00645449,
0,0,0.0126376,-0.306454,2.11976,1,0.776323,0.015797,0.00645449,
0,0,0.0126376,-0.231454,2.11811,1,1,0.015797,0.00645449,
0,0,0.0126376,-0.156454,2.11646,1,1,0.015797,0.00645449,
0,0,0.0126376,-0.0814545,2.10618,1,1,0.015797,0.00645449,
0,0,0.0126376,-0.00645449,2.06357,1,1,0.015797,0.00645449,
0,0,0.0126376,0.0685455,2.02523,1,1,0.015797,0.00645449,
0,0,0.0126376,0.143546,1.9914,1,0.960438,0.015797,0.00645449,
0,0,0.0126376,0.218546,1.96228,1,0.411203,0.015797,0.00645449,
0,0,0.0126376,0.293546,1.93808,1,0.142624,0.015797,0.00645449,
0,0,0.0626376,-0.306454,2.07024,1,1,0.015797,0.00645449,
0,0,0.0626376,-0.231454,2.01284,1,1,0.015797,0.00645449,
0,0,0.0626376,-0.156454,1.9523,1,1,0.015797,0.00645449,
0,0,0.0626376,-0.0814545,1.8974,1,1,0.015797,0.00645449,
0,0,0.0626376,-0.00645449,1.84871,1,1,0.015797,0.00645449,
0,0,0.0626376,0.0685455,1.80675,1,1,0.015797,0.00645449,
0,0,0.0626376,0.143546,1.77197,1,0.960438,0.015797,0.00645449,
0,0,0.0626376,0.218546,1.74476,1,0.411203,0.015797,0.00645449,
0,0,0.0626376,0.293546,1.72537,1,0.142624,0.015797,0.00645449,
0,0,0.112638,-0.306454,1.90839,1,1,0.015797,0.00645449,
0,0,0.112638,-0.231454,1.83115,1,1,0.015797,0.00645449,
0,0,0.112638,-0.156454,1.76022,1,1,0.015797,0.00645449,
0,0,0.112638,-0.0814545,1.69648,1,1,0.015797,0.00645449,
0,0,0.112638,-0.00645449,1.64083,1,1,0.015797,0.00645449,
0,0,0.112638,0.0685455,1.59413,1,1,0.015797,0.00645449,
0,0,0.112638,0.143546,1.55719,1,0.960438,0.015797,0.00645449,
0,0,0.112638,0.218546,1.53064,1,0.411203,0.015797,0.00645449,
0,0,0.112638,0.293546,1.51494,1,0.142624,0.015797,0.00645449,
0,0,0.162638,-0.306454,1.74926,1,1,0.015797,0.00645449,
0,0,0.162638,-0.231454,1.66089,1,1,0.015797,0.00645449,
0,0,0.162638,-0.156454,1.57961,1,1,0.015797,0.00645449,
0,0,0.162638,-0.0814545,1.50655,1,1,0.015797,0.00645449,
0,0,0.162638,-0.00645449,1.44295,1,1,0.015797,0.00645449,
0,0,0.162638,0.0685455,1.39009,1,1,0.015797,0.00645449,
0,0,0.162638,0.143546,1.34925,1,0.960438,0.015797,0.00645449,
0,0,0.162638,0.218546,1.32156,1,0.411203,0.015797,0.00645449,
0,0,0.162638,0.293546,1.30787,1,0.142624,0.015797,0.00645449,
0,0,0.0135631,-0.00775625,2.06025,1,1,0.0169539,0.00775625,
0,0,0,0,2.11536,1,1,0.0169539,0.00775625,
0,0,0.0135631,-0.307756,2.11962,1,0.773152,0.0169539,0.00775625,
0,0,0.0135631,-0.232756,2.11797,1,1,0.0169539,0.00775625,
0,0,0.0135631,-0.157756,2.11632,1,1,0.0169539,0.00775625,
0,0,0.0135631,-0.0827563,2.10303,1,1,0.0169539,0.00775625,
0,0,0.0135631,-0.00775625,2.06025,1,1,0.0169539,0.00775625,
0,0,0.0135631,0.0672437,2.02177,1,1,0.0169539,0.00775625,
0,0,0.0135631,0.142244,1.98785,1,0.975084,0.0169539,0.00775625,
0,0,0.0135631,0.217244,1.9587,1,0.417502,0.0169539,0.00775625,
0,0,0.0135631,0.292244,1.9345,1,0.14611,0.0169539,0.00775625,
0,0,0.0635631,-0.307756,2.06845,1,1,0.0169539,0.00775625,
0,0,0.0635631,-0.232756,2.01049,1,1,0.0169539,0.00775625,
0,0,0.0635631,-0.157756,1.94967,1,1,0.0169539,0.00775625,
0,0,0.0635631,-0.0827563,1.89451,1,1,0.0169539,0.00775625,
0,0,0.0635631,-0.00775625,1.84558,1,1,0.0169539,0.00775625,
0,0,0.0635631,0.0672437,1.80342,1,1,0.0169539,0.00775625,
0,0,0.0635631,0.142244,1.76849,1,0.975084,0.0169539,0.00775625,
0,0,0.0635631,0.217244,1.74117,1,0.417502,0.0169539,0.00775625,
0,0,0.0635631,0.292244,1.72172,1,0.14611,0.0169539,0.00775625,
0,0,0.113563,-0.307756,1.90674,1,1,0.0169539,0.00775625,
0,0,0.113563,-0.232756,1.82918,1,1,0.0169539,0.00775625,
0,0,0.113563,-0.157756,1.75794,1,1,0.0169539,0.00775625,
0,0,0.113563,-0.0827563,1.6939,1,1,0.0169539,0.00775625,
0,0,0.113563,-0.00775625,1.63796,1,1,0.0169539,0.00775625,
0,0,0.113563,0.0672437,1.591,1,1,0.0169539,0.00775625,
0,0,0.113563,0.142244,1.55382,1,0.975084,0.0169539,0.00775625,
0,0,0.113563,0.217244,1.52708,1,0.417502,0.0169539,0.00775625,
0,0,0.113563,0.292244,1.51125,1,0.14611,0.0169539,0.00775625,
0,0,0.163563,-0.307756,1.74803,1,1,0.0169539,0.00775625,
0,0,0.163563,-0.232756,1.65935,1,1,0.0169539,0.00775625,
0,0,0.163563,-0.157756,1.57775,1,1,0.0169539,0.00775625,
0,0,0.163563,-0.0827563,1.50436,1,1,0.0169539,0.00775625,
0,0,0.163563,-0.00775625,1.44042,1,1,0.0169539,0.00775625,
0,0,0.163563,0.0672437,1.38724,1,1,0.0169539,0.00775625,
0,0,0.163563,0.142244,1.34609,1,0.975084,0.0169539,0.00775625,
0,0,0.163563,0.217244,1.31812,1,0.417502,0.0169539,0.00775625,
0,0,0.163563,0.292244,1.30419,1,0.14611,0.0169539,0.00775625,
0,0,0.0142712,-0.00886078,2.05777,1,1,0.017839,0.00886078,
0,0,0,0,2.11536,1,1,0.017839,0.00886078,
0,0,0.0142712,-0.308861,2.11952,1,0.770483,0.017839,0.00886078,
0,0,0.0142712,-0.233861,2.11787,1,1,0.017839,0.00886078,
0,0,0.0142712,-0.158861,2.11622,1,1,0.017839,0.00886078,
0,0,0.0142712,-0.0838608,2.1007,1,1,0.017839,0.00886078,
0,0,0.0142712,-0.00886078,2.05777,1,1,0.017839,0.00886078,
0,0,0.0142712,0.0661392,2.01918,1,1,0.017839,0.00886078,
0,0,0.0142712,0.141139,1.98518,1,0.987724,0.017839,0.00886078,
0,0,0.0142712,0.216139,1.95599,1,0.422906,0.017839,0.00886078,
0,0,0.0142712,0.291139,1.93179,1,0.149092,0.017839,0.00886078,
0,0,0.0642712,-0.308861,2.06714,1,1,0.017839,0.00886078,
0,0,0.0642712,-0.233861,2.0088,1,1,0.017839,0.00886078,
0,0,0.0642712,-0.158861,1.94775,1,1,0.017839,0.00886078,
0,0,0.0642712,-0.0838608,1.89238,1,1,0.017839,0.00886078,
0,0,0.0642712,-0.00886078,1.84326,1,1,0.017839,0.00886078,
0,0,0.0642712,0.0661392,1.80094,1,1,0.017839,0.00886078,
0,0,0.0642712,0.141139,1.76587,1,0.987724,0.017839,0.00886078,
0,0,0.0642712,0.216139,1.73846,1,0.422906,0.017839,0.00886078,
0,0,0.0642712,0.291139,1.71895,1,0.149092,0.017839,0.00886078,
0,0,0.114271,-0.308861,1.90559,1,1,0.017839,0.00886078,
0,0,0.114271,-0.233861,1.82779,1,1,0.017839,0.00886078,
0,0,0.114271,-0.158861,1.7563,1,1,0.017839,0.00886078,
0,0,0.114271,-0.0838608,1.69201,1,1,0.017839,0.00886078,
0,0,0.114271,-0.00886078,1.63584,1,1,0.017839,0.00886078,
0,0,0.114271,0.0661392,1.58867,1,1,0.017839,0.00886078,
0,0,0.114271,0.141139,1.5513,1,0.987724,0.017839,0.00886078,
0,0,0.114271,0.216139,1.5244,1,0.422906,0.017839,0.00886078,
0,0,0.114271,0.291139,1.50844,1,0.149092,0.017839,0.00886078,
0,0,0.164271,-0.308861,1.74723,1,1,0.017839,0.00886078,
0,0,0.164271,-0.233861,1.6583,1,1,0.017839,0.00886078,
0,0,0.164271,-0.158861,1.57644,1,1,0.017839,0.00886078,
0,0,0.164271,-0.0838608,1.50279,1,1,0.017839,0.00886078,
0,0,0.164271,-0.00886078,1.43859,1,1,0.017839,0.00886078,
0,0,0.164271,0.0661392,1.38514,1,1,0.017839,0.00886078,
0,0,0.164271,0.141139,1.34373,1,0.987724,0.017839,0.00886078,
0,0,0.164271,0.216139,1.31552,1,0.422906,0.017839,0.00886078,
0,0,0.164271,0.291139,1.30139,1,0.149092,0.017839,0.00886078,
0,0,0.214271,-0.308861,1.6031,1,1,0.017839,0.00886078,
0,0,0.214271,-0.233861,1.50423,1,1,0.017839,0.00886078,
0,0,0.214271,-0.158861,1.41262,1,1,0.017839,0.00886078,
0,0,0.214271,-0.0838608,1.32948,1,1,0.017839,0.00886078,
0,0,0.214271,-0.00886078,1.25629,1,1,0.017839,0.00886078,
0,0,0.214271,0.0661392,1.19481,1,1,0.017839,0.00886078,
0,0,0.214271,0.141139,1.14697,1,0.987724,0.017839,0.00886078,
0,0,0.214271,0.216139,1.11473,1,0.422906,0.017839,0.00886078,
0,0,0.214271,0.291139,1.09977,1,0.149092,0.017839,0.00886078,
0.8,0,0.014716,-0.00974685,2.05632,1,1,0.981605,0.18621,
0.8,0,0,0,2.11536,1,1,0.981605,0.18621,
0.8,0,0.014716,-0.309747,2.11946,1,0.768355,0.981605,0.18621,
0.8,0,0.014716,-0.234747,2.1178,1,1,0.981605,0.18621,
0.8,0,0.014716,-0.159747,2.11616,1,1,0.981605,0.18621,
0.8,0,0.014716,-0.0847468,2.09935,1,1,0.981605,0.18621,
0.8,0,0.014716,-0.00974685,2.05632,1,1,0.981605,0.18621,
0.8,0,0.014716,0.0652532,2.01765,1,1,0.981605,0.18621,
0.8,0,0.014716,0.140253,1.98359,1,0.998007,0.981605,0.18621,
0.8,0,0.014716,0.215253,1.95436,1,0.427281,0.981605,0.18621,
0.8,0,0.014716,0.290253,1.93014,1,0.151501,0.981605,0.18621,
0.8,0,0.064716,-0.309747,2.06642,1,1,0.981605,0.18621,
0.8,0,0.064716,-0.234747,2.0079,1,1,0.981605,0.18621,
0.8,0,0.064716,-0.159747,1.94669,1,1,0.981605,0.18621,
0.8,0,0.064716,-0.0847468,1.89118,1,1,0.981605,0.18621,
0.8,0,0.064716,-0.00974685,1.84192,1,1,0.981605,0.18621,
0.8,0,0.064716,0.0652532,1.79948,1,1,0.981605,0.18621,
0.8,0,0.064716,0.140253,1.76431,1,0.998007,0.981605,0.18621,
0.8,0,0.064716,0.215253,1.73681,1,0.427281,0.981605,0.18621,
0.8,0,0.064716,0.290253,1.71725,1,0.151501,0.981605,0.18621,
0.8,0,0.114716,-0.309747,1.90509,1,1,0.981605,0.18621,
0.8,0,0.114716,-0.234747,1.82711,1,1,0.981605,0.18621,
0.8,0,0.114716,-0.159747,1.75545,1,1,0.981605,0.18621,
0.8,0,0.114716,-0.0847468,1.69099,1,1,0.981605,0.18621,
0.8,0,0.114716,-0.00974685,1.63465,1,1,0.981605,0.18621,
0.8,0,0.114716,0.0652532,1.58732,1,1,0.981605,0.18621,
0.8,0,0.114716,0.140253,1.5498,1,0.998007,0.981605,0.18621,
0.8,0,0.114716,0.215253,1.52277,1,0.427281,0.981605,0.18621,
0.8,0,0.114716,0.290253,1.5067,1,0.151501,0.981605,0.18621,
0.8,0,0.164716,-0.309747,1.74697,1,1,0.981605,0.18621,
0.8,0,0.164716,-0.234747,1.65787,1,1,0.981605,0.18621,
0.8,0,0.164716,-0.159747,1.57583,1,1,0.981605,0.18621,
0.8,0,0.164716,-0.0847468,1.50199,1,1,0.981605,0.18621,
0.8,0,0.164716,-0.00974685,1.43759,1,1,0.981605,0.18621,
0.8,0,0.164716,0.0652532,1.38394,1,1,0.981605,0.18621,
0.8,0,0.164716,0.140253,1.34234,1,0.998007,0.981605,0.18621,
0.8,0,0.164716,0.215253,1.31394,1,0.427281,0.981605,0.18621,
0.8,0,0.164716,0.290253,1.29965,1,0.151501,0.981605,0.18621,
0.8,0,0.0143686,-0.00938983,2.05764,1,1,0.982039,0.184247,
0.8,0,0,0,2.11536,1,1,0.982039,0.184247,
0.8,0,0.0143686,-0.30939,2.11951,1,0.769211,0.982039,0.184247,
0.8,0,0.0143686,-0.23439,2.11786,1,1,0.982039,0.184247,
0.8,0,0.0143686,-0.15939,2.11621,1,1,0.982039,0.184247,
0.8,0,0.0143686,-0.0843898,2.1006,1,1,0.982039,0.184247,
0.8,0,0.0143686,-0.00938983,2.05764,1,1,0.982039,0.184247,
0.8,0,0.0143686,0.0656102,2.01901,1,1,0.982039,0.184247,
0.8,0,0.0143686,0.14061,1.98497,1,0.993848,0.982039,0.184247,
0.8,0,0.0143686,0.21561,1.95575,1,0.425514,0.982039,0.184247,
0.8,0,0.0143686,0.29061,1.93153,1,0.150529,0.982039,0.184247,
0.8,0,0.0643686,-0.30939,2.06717,1,1,0.982039,0.184247,
0.8,0,0.0643686,-0.23439,2.00888,1,1,0.982039,0.184247,
0.8,0,0.0643686,-0.15939,1.94778,1,1,0.982039,0.184247,
0.8,0,0.0643686,-0.0843898,1.89235,1,1,0.982039,0.184247,
0.8,0,0.0643686,-0.00938983,1.84317,1,1,0.982039,0.184247,
0.8,0,0.0643686,0.0656102,1.80079,1,1,0.982039,0.184247,
0.8,0,0.0643686,0.14061,1.76567,1,0.993848,0.982039,0.184247,
0.8,0,0.0643686,0.21561,1.7382,1,0.425514,0.982039,0.184247,
0.8,0,0.0643686,0.29061,1.71865,1,0.150529,0.982039,0.184247,
0.8,0,0.114369,-0.30939,1.90584,1,1,0.982039,0.184247,
0.8,0,0.114369,-0.23439,1.82798,1,1,0.982039,0.184247,
0.8,0,0.114369,-0.15939,1.75642,1,1,0.982039,0.184247,
0.8,0,0.114369,-0.0843898,1.69206,1,1,0.982039,0.184247,
0.8,0,0.114369,-0.00938983,1.63581,1,1,0.982039,0.184247,
0.8,0,0.114369,0.0656102,1.58856,1,1,0.982039,0.184247,
0.8,0,0.114369,0.14061,1.55111,1,0.993848,0.982039,0.184247,
0.8,0,0.114369,0.21561,1.52414,1,0.425514,0.982039,0.184247,
0.8,0,0.114369,0.29061,1.50811,1,0.150529,0.982039,0.184247,
0.8,0,0.164369,-0.30939,1.74758,1,1,0.982039,0.184247,
0.8,0,0.164369,-0.23439,1.65859,1,1,0.982039,0.184247,
0.8,0,0.164369,-0.15939,1.57666,1,1,0.982039,0.184247,
0.8,0,0.164369,-0.0843898,1.50292,1,1,0.982039,0.184247,
0.8,0,0.164369,-0.00938983,1.43863,1,1,0.982039,0.184247,
0.8,0,0.164369,0.0656102,1.38509,1,1,0.982039,0.184247,
0.8,0,0.164369,0.14061,1.34358,1,0.993848,0.982039,0.184247,
0.8,0,0.164369,0.21561,1.31527,1,0.425514,0.982039,0.184247,
0.8,0,0.164369,0.29061,1.30104,1,0.150529,0.982039,0.184247,
0.8,0,0.214369,-0.30939,1.60355,1,1,0.982039,0.184247,
0.8,0,0.214369,-0.23439,1.50462,1,1,0.982039,0.184247,
0.8,0,0.214369,-0.15939,1.41293,1,1,0.982039,0.184247,
0.8,0,0.214369,-0.0843898,1.32971,1,1,0.982039,0.184247,
0.8,0,0.214369,-0.00938983,1.25643,1,1,0.982039,0.184247,
0.8,0,0.214369,0.0656102,1.19485,1,1,0.982039,0.184247,
0.8,0,0.214369,0.14061,1.14689,1,0.993848,0.982039,0.184247,
0.8,0,0.214369,0.21561,1.11452,1,0.425514,0.982039,0.184247,
0.8,0,0.214369,0.29061,1.09942,1,0.150529,0.982039,0.184247,
0.8,0,0.0159114,-0.00881337,2.05062,1,1,0.980111,0.161012,
0.8,0,0,0,2.11536,1,1,0.980111,0.161012,
