dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,2

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
0.413,-0.000238679,-5.50017e-08,0,1,0,1,0,0,0,0,0
0.436,-0.000240625,-5.4917e-08,0,1,0,1,0,0,0,0,0
0.646,-0.000240395,-5.71433e-08,0,1,0,1,0,0,0,0,0
0.845,-0.000240219,-5.37279e-08,0,1,0,1,0,0,0,0,0
1.044,-0.000240385,-6.04867e-08,0,1,0,1,0.463589,1.28528e-06,0.46359,0.160026,-1.92792e-06
1.263,0.0105213,3.82556e-08,0,1,0,1,0.582821,2.51784e-06,0.582823,0.333743,-3.77676e-06
1.471,0.0487996,3.81646e-06,0,1,0,1,0.423811,0.000414165,0.424225,0.460951,0.000621247
1.668,0.119497,0.00013709,0,1,0,1,0.464964,0.00392883,0.468893,0.428029,-0.00589325
1.863,0.207286,0.000394896,0,1,0,1,0.463206,0.00159574,0.464802,0.429435,-0.00239361
2.064,0.293002,0.000568418,0,1,0,1,0.362982,0.00146403,0.364446,0.509614,-0.00219605
2.263,0.381958,0.000496321,0,1,0,1,0.472823,0.00740472,0.480228,0.421742,-0.0111071
2.461,0.478264,-0.000391645,0,1,0,1,0.372122,0.00690795,0.37903,0.502303,-0.0103619
2.67,0.56836,-0.0013551,0,1,0,1,0.427962,0.0290796,0.457041,0.457631,0.0436194
2.87,0.64919,-0.00222436,0,1,0,1,0.326518,0.0105026,0.337021,0.538786,0.015754
3.059,0.744585,-0.00271249,0,1,0,1,0.42918,0.00573496,0.434914,0.456656,-0.00860244
3.274,0.848013,-0.0029923,0,1,0,1,0.406082,0.0173367,0.423418,0.475135,-0.0260051
3.468,0.940515,-0.00376562,0,1,0,1,0.454397,0.0163591,0.470756,0.436483,-0.0245386
3.671,1.03307,-0.00485661,0,1,0,1,0.356898,0.0156706,0.372569,0.514482,0.023506
3.869,1.12367,-0.00636113,0,1,0,1,0.45997,0.00616246,0.466132,0.432024,-0.00924369
4.074,1.223,-0.00807853,0,1,0,1,0.447091,0.0253083,0.472399,0.442327,0.0379624
4.273,1.3092,-0.00963951,0,1,0,1,0.49658,0.0159692,0.512549,0.402736,0.0239538
4.475,1.40918,-0.0111826,0,1,0,1,0.449738,0.0145754,0.464313,0.44021,0.021863
4.673,1.49327,-0.0121876,0,1,0,1,0.502922,0.0189526,0.521874,0.397663,-0.0284289
4.876,1.5774,-0.0130737,0,1,0,1,0.453032,0.0281826,0.481214,0.437575,0.042274
5.075,1.66085,-0.0143206,0,1,0,1,0.404346,0.0258462,0.430192,0.476523,0.0387693
5.272,1.75179,-0.0152666,0,1,0,1,0.509536,0.00433227,0.513869,0.392371,-0.0064984
5.483,1.8409,-0.0157233,0,1,0,1,0.460662,0.0100293,0.470691,0.43147,-0.0150439
5.682,1.92295,-0.0162963,0,1,0,1,0.409155,0.00922627,0.418382,0.472676,-0.0138394
5.872,1.99639,-0.0169996,0,1,0,1,0.471798,0.0183956,0.490193,0.422562,0.0275934
6.075,2.08807,-0.0176994,0,1,0,1,0.426153,0.00899531,0.435148,0.459077,0.013493
6.278,2.17475,-0.0181767,0,1,0,1,0.378057,0.00852302,0.38658,0.497555,0.0127845
6.473,2.26777,-0.01832,0,1,0,1,0.126547,0.0247696,0.151316,0.698763,0.0371544
6.673,2.37001,-0.0181656,0,1,0,1,0.102023,0.0155795,0.117603,0.718381,0.0233693
6.861,2.50263,-0.0172508,0,1,0,1,0.152646,0.00771041,0.160356,0.677883,-0.0115656
7.068,2.64263,-0.0156267,0,1,0,1,0.200816,0.00708253,0.207898,0.639348,-0.0106238
