dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,3.75

timestep,Now vel,now ang,joy vel,joy ang,num cand,ave d_U,pub d_U,velscore,angcore,cost,distance
0,
0.702,0.00190233,0.00236466,0,0,62,0.41205,
0.73,0.00190241,0.00236387,0,0,52,0.41205,
1.233,0.00190345,0.00235296,0,0,62,0.431126,
1.736,0.00190464,0.00234043,0,0,62,0.406333,
2.238,0.00190576,0.00232868,0,0,62,0.385381,
2.741,0.00190689,0.00231691,0,0,62,0.395914,
3.242,0.00190794,0.00230593,0,0,62,0.413368,
3.745,0.00190915,0.00229331,-0.8,-0,52,0.410961,
4.248,-0.0147944,0.0895942,-0.8,-1.5,52,0.269991,
4.751,-0.287101,-2.02213,-0.8,-1.5,7,0.208131,
5.254,-0.797726,-1.4256,-0.8,0,1,0.301066,
5.756,-0.794089,-0.0350732,-0.8,0,2,0.692869,
6.257,-0.799415,-0.00699499,-0.8,-1.28846,2,1.07988,
6.759,-0.815116,-0.952931,-0.8,-1.5,1,1.53775,
7.26,-0.78824,-1.42924,-0.8,-1.04429,1,1.77226,
7.76,-0.802492,-0.856048,-0.8,0.718646,1,1.77115,
8.261,-0.805011,0.613043,-0.8,0,2,2.18065,
8.762,-0.799409,-0.00440368,-0,-0,2,2.62213,
9.264,-0.36572,-0.00585351,-0,-0,12,2.92529,
9.766,-0.0223882,-0.160229,-0,-1.5,52,2.94586,
10.267,0.0808507,-0.787727,-0,-0,61,2.85544,
10.768,0.0807899,-0.13708,0.8,-0,52,2.91186,
11.268,0.482323,0.0112412,0.8,-0,82,2.80402,
11.769,0.482246,0.0114548,0.8,-0,82,2.56471,
12.269,0.482257,0.0117006,0.8,-0,82,2.32596,
12.771,0.483867,0.0116311,0.8,-0,82,2.08099,
13.271,0.481639,0.0103862,0.8,-0,82,1.827,
13.772,0.479388,0.00901598,0.8,-0,82,1.58733,
