dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,2,2,1,0.85

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
4.268,2.01867,-0.000878704,0,1,0,1,0.0444062,0.00137764,0.0457838,0.764475,0.00330865,0.8,0
4.466,2.17163,0.000311622,0,1,0,1,0.0476653,0.00137617,0.0490415,0.761868,0.00329385,0.8,0
4.668,2.32422,0.00159833,0,1,0,1,0.0481616,0.00139124,0.0495529,0.761471,0.00332819,0.8,0
4.866,2.45138,0.00273887,0,1,0,1,0.0986219,0.0251645,0.123786,0.721102,-0.057127,0.8,0
5.076,2.59984,0.00409848,0,1,0,1,0.149396,0.0246672,0.174063,0.680484,-0.0528393,0.8,0
5.277,2.74091,0.0042586,0,1,0,1,0.248421,0.0115282,0.259949,0.601263,0.0217854,0.8,0
5.493,2.8917,0.00300137,0,1,0,1,0.299109,0.0114003,0.31051,0.560713,0.0200906,0.8,0
5.695,3.00858,0.00212706,0,1,0,1,0.347698,0.00121087,0.348909,0.521841,-0.00198513,0.8,0
5.897,3.11746,0.00153937,0,1,0,1,0.395915,0.00120433,0.397119,0.483268,-0.00182847,0.8,0
6.098,3.21959,0.0011478,0,1,0,1,0.429203,0.04658,0.475783,0.456638,-0.0564188,0.8,0.0187279
6.299,3.31395,0.000909328,0,1,0,1,0.428909,0.187215,0.616124,0.456873,0.245269,0.8,1.5
6.496,3.39038,0.000296699,0,1,0,1,0.227769,0.114775,0.342544,0.617785,0.542126,0.8,1.5
6.696,3.50305,0.00325161,0,1,0,1,0.344909,0.105385,0.450293,0.524073,0.487993,0.8,1.5
6.889,3.61719,0.0130537,0,1,0,1,0.145136,0.0911985,0.236334,0.683891,0.696219,0.8,1.5
7.089,3.73356,0.0326794,0,1,0,1,0.0482932,0.0705023,0.118795,0.761365,0.883206,0.8,1.5
7.274,3.84588,0.0614508,0,1,0,1,0.096871,0.0806497,0.177521,0.722503,0.786007,0.8,1.5
7.477,3.98289,0.110826,0,1,0,1,0.605961,0.152042,0.758003,0.520817,0.949551,0.0360478,1.5
7.688,4.11753,0.17923,0,1,0,1,0.380639,0.126061,0.5067,0.304511,1.10397,-0,1.5
7.892,4.20368,0.237356,0,1,0,1,0.301542,0.286227,0.587769,0.241233,0.60079,-0,1.5
8.094,4.25558,0.279613,0,1,0,1,0.0622614,0.258278,0.32054,0.0498091,0.688595,-0,1.5
8.297,4.28594,0.309668,0,1,0,1,0.0349096,0.24213,0.277039,0.0279277,0.739327,-0,1.5
8.484,4.29366,0.318867,0,1,0,1,0.762744,0.0203531,0.783097,0.189805,0.418249,0.8,1.5
8.715,4.30231,0.333713,0,1,0,1,0.544235,0.118909,0.663144,0.364612,0.290431,0.8,0.246653
8.936,4.31973,0.370813,0,1,0,1,0.446544,0.0780132,0.524557,0.442765,0.110742,0.8,-0
9.131,4.34387,0.433573,0,1,0,1,0.284048,0.130582,0.41463,0.572761,0.454336,0.8,1.5
9.321,4.3706,0.515508,0,1,0,1,0.2016,0.16712,0.368721,0.63872,0.396731,0.8,1.5
9.51,4.39432,0.621107,0,1,0,1,0.00186131,0.235045,0.236906,0.798511,0.284643,0.8,1.5
9.699,4.41203,0.749698,0,1,0.544375,0.455625,0.0413262,0.014914,0.592496,0.766939,0.389866,0.8,0.360567
9.886,4.41587,0.874652,0,1,0,1,0.0366615,0.0262226,0.062884,0.770671,0.0636324,0.8,-0
10.091,4.40953,1.02618,0,1,0,1,0.0376899,0.00964029,0.0473301,0.769848,-0.0233227,0.8,-0
10.29,4.39824,1.17987,0,1,0,1,0.0428647,0.0036867,0.0465514,0.765708,0.00886892,0.8,-0
10.488,4.38559,1.35838,0,1,0,1,0.0446467,0.00379956,0.0484462,0.764283,0.00912342,0.8,-0
10.692,4.37467,1.51086,0,1,0,1,0.0453296,0.292673,0.338003,0.763736,0.124332,0.8,1.5
10.89,4.36237,1.66265,0,1,0,1,0.0475781,0.325975,0.373553,0.761938,0.0432931,0.8,1.5
11.092,4.34706,1.81418,0,1,0,1,0.0496025,0.327182,0.376784,0.760318,0.0403096,0.8,1.5
11.289,4.33043,1.96524,0,1,0,1,0.0439794,0.007971,0.0519504,0.764816,-0.0191563,0.8,-0
11.491,4.31271,2.11689,0,1,0,1,0.0452293,0.00737894,0.0526083,0.763817,-0.0177097,0.8,-0
11.69,4.29576,2.26844,0,1,0,1,0.0448956,0.00696252,0.0518581,0.764084,-0.0167158,0.8,-0
11.888,4.27942,2.42002,0,1,0,1,0.0418998,0.0028854,0.0447852,0.76648,0.00694815,0.8,-0
12.092,4.26621,2.54726,0,1,0,1,0.04031,0.00264707,0.0429571,0.767752,0.00638479,0.8,-0
12.294,4.25042,2.69963,0,1,0,1,0.0405064,0.00424113,0.0447476,0.767595,0.010228,0.8,-0
12.501,4.23203,2.87711,0,1,0,1,0.0434049,0.00182893,0.0452339,0.765276,-0.00439714,0.8,-0
12.697,4.21633,3.02963,0,1,0,1,0.0458504,0.268516,0.314367,0.76332,-0.184591,0.8,-1.5
12.895,4.20133,3.18151,0,1,0,1,0.170341,0.188247,0.358587,0.562983,-0.476363,0.42671,-1.5
13.112,4.19253,3.3023,0,1,0,1,0.00571735,0.161338,0.167056,0.544158,-0.475943,0.539584,-1.5
13.309,4.18913,3.43677,0,1,0,1,0.116564,0.0843863,0.200951,0.706749,-0.75098,0.8,-1.5
13.507,4.19615,3.55385,0,1,0,1,0.177693,0.110273,0.287966,0.657845,-0.593958,0.8,-1.5
13.698,4.2108,3.6648,0,1,0,1,0.0282508,0.0859252,0.114176,0.777399,-0.818091,0.8,-1.5
13.883,4.24657,3.81929,0,1,0,1,0.0269561,0.0572753,0.0842314,0.778435,-0.982773,0.8,-1.5
14.084,4.28752,3.94101,0,1,0,1,0.127149,0.0891055,0.216255,0.69828,-0.720281,0.8,-1.5
14.291,4.35316,4.07212,0,1,0,1,0.172279,0.100504,0.272783,0.662176,-0.635822,0.8,-1.5
14.486,4.42836,4.18549,0,1,0,1,0.271694,0.0910924,0.362787,0.582645,-0.593543,0.8,-1.5
14.695,4.50929,4.28255,0,1,0,1,0.219577,0.109524,0.329101,0.624339,-0.566376,0.8,-1.5
14.896,4.61173,4.3791,0,1,0,1,0.218541,0.121186,0.339726,0.625168,-0.526703,0.8,-1.5
15.095,4.71155,4.45419,0,1,0,1,0.413967,0.0763834,0.49035,0.468827,-0.523959,0.8,-1.5
15.306,4.80876,4.51395,0,1,0,1,0.136394,0.0853296,0.221723,0.690885,-0.438696,0.8,-0.88147
15.5,4.90122,4.55878,0,1,0,1,0.299359,0.0505935,0.349952,0.560513,-0.422951,0.8,-0.832608
15.7,5.01721,4.60487,0,1,0,1,0.298284,0.0372262,0.33551,0.561373,-0.377473,0.8,-0.68612
15.909,5.12442,4.63798,0,1,0,1,0.298079,0.051626,0.349705,0.561537,-0.332706,0.8,-0.669832
16.116,5.21546,4.65992,0,1,0,1,0.0981318,0.121903,0.220034,0.721495,-0.234381,0.8,-0.669832
16.312,5.32952,4.6807,0,1,0,1,0.342157,0.0773234,0.41948,0.526275,-0.256919,0.8,-0.669832
16.524,5.48081,4.69645,0,1,0,1,0.0753841,0.152278,0.227662,0.739693,-0.16438,0.8,-0.669832
16.725,5.59256,4.69988,0,1,0,1,0.0221947,0.0125629,0.0347576,0.782244,-0.0308893,0.8,-0
16.897,5.73784,4.69677,0,1,0,1,0.0288676,0.129828,0.158695,0.776906,-0.0281958,0.8,0.311754
17.099,5.8679,4.69252,0,1,0,1,0.0316323,0.129197,0.16083,0.774694,-0.0265801,0.8,0.311754
17.298,6.04857,4.68569,0,1,0,1,0.0320724,0.0103673,0.0424397,0.774342,-0.0252292,0.8,-0
17.5,6.1777,4.6802,0,1,0,1,0.0373994,0.00382952,0.041229,0.77008,0.00926514,0.8,-0
17.7,6.33201,4.67329,0,1,0,1,0.0402669,0.00419793,0.0444649,0.767786,0.0101263,0.8,-0
17.901,6.48556,4.66663,0,1,0,1,0.0419076,0.00389017,0.0457978,0.766474,0.0093678,0.8,-0
18.103,6.63878,4.66032,0,1,0,1,0.0379113,0.00532868,0.04324,0.769671,-0.0128859,0.8,-0
18.304,6.79241,4.65425,0,1,0,1,0.0374428,0.00519878,0.0426416,0.770046,-0.0125779,0.8,-0
18.506,6.94591,4.64804,0,1,0,1,0.0384745,0.00711974,0.0455942,0.76922,-0.0172083,0.8,-0
18.707,7.12507,4.64053,0,1,0,1,0.0392864,0.00576056,0.045047,0.768571,-0.0139106,0.8,-0
18.906,7.27879,4.63356,0,1,0,1,0.0417742,0.0055561,0.0473303,0.766581,-0.013382,0.8,-0
19.109,7.432,4.62628,0,1,0,1,0.0405371,0.000405096,0.0409422,0.76757,0.000976847,0.8,-0
19.303,7.58518,4.61879,0,1,0,1,0.0448304,0.00969796,0.0545283,0.764136,-0.0232882,0.8,-0
19.509,7.71285,4.61263,0,1,0,1,0.0443943,0.00809348,0.0524877,0.764485,-0.0194423,0.8,-0
19.708,7.86501,4.60471,0,1,0,1,0.0499826,0.00859355,0.0585761,0.760014,0.0205234,0.8,-0
19.912,8.0173,4.59601,0,1,0,1,0.000605503,0.00835128,0.00895678,0.799516,0.0209812,0.8,-0
20.118,8.19792,4.58571,0,1,0,1,0.000293566,0.00764483,0.0079384,0.799765,0.0192116,0.8,-0
20.31,8.35751,4.57651,0,1,0,1,0.00274522,0.000921486,0.00366671,0.797804,0.0023096,0.8,-0
20.512,8.51693,4.56782,0,1,0,1,0.00375783,0.00238963,0.00614746,0.796994,0.00598333,0.8,-0
20.713,8.67622,4.55935,0,1,0,1,0.00507074,0.00259448,0.00766523,0.795943,0.00648773,0.8,-0
20.911,8.80861,4.5526,0,1,0,1,0.000566901,0.00149978,0.00206668,0.800454,-0.00377153,0.8,-0
21.119,8.99442,4.54363,0,1,0,1,0.00623175,0.00769006,0.0139218,0.795015,-0.0192105,0.8,-0
21.316,9.12737,4.53732,0,1,0,1,0.00591819,0.00629557,0.0122138,0.795265,-0.0157309,0.8,-0
21.516,9.28578,4.52952,0,1,0,1,0.000151633,0.00282081,0.00297244,0.799879,0.00708858,0.8,-0
21.714,9.47127,4.52033,0,1,0,1,0.00960363,0.0240216,0.0336252,0.792317,-0.0599068,0.8,-0
21.917,9.63002,4.51262,0,1,0,1,0.0119298,0.0234516,0.0353815,0.790456,-0.0583428,0.8,-0
22.12,9.78797,4.50329,0,1,0,1,0.0102543,0.0219894,0.0322437,0.791797,-0.0547859,0.8,-0
22.319,9.94557,4.49231,0,1,0,1,0.0161784,0.0198691,0.0360475,0.787057,-0.0491924,0.8,-0
22.52,10.1028,4.4802,0,1,0,1,0.0141996,0.0192413,0.0334409,0.78864,-0.04773,0.8,-0
22.72,10.2336,4.4692,0,1,0,1,0.00779631,0.0281846,0.0359809,0.793763,-0.0704677,0.8,-0
22.921,10.4171,4.45226,0,1,0,1,0.0137796,0.00483762,0.0186172,0.788976,-0.0119917,0.8,-0
23.118,10.5486,4.43866,0,1,0,1,0.0113903,0.00870899,0.0200993,0.790888,-0.0129091,0.8,-0.034967
23.314,10.7055,4.42198,0,1,0,1,0.00703484,0.19583,0.202865,0.794372,-0.284998,0.8,-1.14192
23.519,10.8628,4.40379,0,1,0,1,0.0139707,0.156157,0.170127,0.788823,-0.528457,0.8,-1.5
23.714,11.0443,4.37244,0,1,0,1,0.0160429,0.0882899,0.104333,0.787166,-0.81614,0.8,-1.5
23.914,11.1959,4.32895,0,1,0,1,0.0296514,0.00287128,0.0325227,0.776279,-1.03244,0.8,-1.04425
24.117,11.3378,4.26431,0,1,0,1,0.0267523,0.219217,0.245969,0.778598,-0.640892,0.8,-0
24.313,11.4669,4.17726,0,1,0,1,0.0251323,0.118168,0.1433,0.779894,-0.3036,0.8,-0
24.517,11.5859,4.07702,0,1,0,1,0.0289479,0.153356,0.182304,0.776842,-0.0453711,0.8,0.360567
24.727,11.6993,3.97084,0,1,0,1,0.0288725,0.173627,0.2025,0.776902,0.137443,0.8,0.702455
24.922,11.8119,3.86388,0,1,0,1,0.0241396,0.122872,0.147012,0.780688,0.0292337,0.8,0.360567
25.126,11.9269,3.75849,0,1,0,1,0.0266783,0.00665249,0.0333308,0.778657,-0.0162758,0.8,-0
25.324,12.0419,3.65375,0,1,0,1,0.0265336,0.0054692,0.0320028,0.778773,-0.0133822,0.8,-0
25.526,12.1564,3.54879,0,1,0,1,0.0262419,0.000427833,0.0266697,0.779007,-0.00104704,0.8,-0
25.73,12.252,3.46046,0,1,0,1,0.0286574,0.0222203,0.0508777,0.777074,-0.301737,0.8,-0.376806
25.938,12.3652,3.35464,0,1,0,1,0.0303284,0.138911,0.16924,0.775737,-0.582938,0.8,-1.5
26.127,12.4733,3.24285,0,1,0,1,0.0313527,0.127014,0.158367,0.774918,-0.326742,0.8,-0
26.335,12.57,3.12158,0,1,0,1,0.0291914,0.0771559,0.106347,0.776647,-0.0149383,0.8,0.181552
26.525,12.6594,2.99479,0,1,0,1,0.0273757,0.23115,0.258526,0.778099,0.288145,0.8,1.5
26.724,12.7632,2.8464,0,1,0,1,0.0222354,0.00462738,0.0268627,0.782212,-0.0113721,0.8,-0
26.925,12.8573,2.72197,0,1,0,1,0.0232408,0.00457054,0.0278114,0.781407,-0.0112208,0.8,-0
27.122,12.9518,2.59764,0,1,0,1,0.0200122,0.00347134,0.0234835,0.78399,-0.00855017,0.8,-0
27.329,13.0464,2.47278,0,1,0,1,0.0173982,0.209439,0.226837,0.786081,-0.313068,0.8,-1.35351
27.532,13.1244,2.36769,0,1,0,1,0.0203687,0.136425,0.156794,0.783705,-0.598558,0.8,-1.5
27.729,13.2109,2.23695,0,1,0,1,0.0247876,0.124669,0.149456,0.78017,-0.322206,0.8,-0
27.933,13.2953,2.07577,0,1,0,1,0.0321753,0.121122,0.153297,0.77426,-0.309712,0.8,-0
28.134,13.3574,1.93351,0,1,0,1,0.0330458,0.517762,0.550808,0.773563,-0.469772,0.8,1.5
28.324,13.4024,1.81235,0,1,0,1,0.0215624,0.192355,0.213918,0.78275,-0.540466,0.8,-0
28.525,13.4454,1.66268,0,1,0,1,0.0284075,0.206731,0.235139,0.777274,-0.590231,0.8,-0
28.729,13.474,1.50907,0,1,0,1,0.0299413,0.544458,0.574399,0.776047,-0.565383,0.8,1.5
28.926,13.4868,1.32895,0,1,0,1,0.304088,0.625158,0.929246,0.574506,-0.401989,0.331236,1.5
29.148,13.4819,1.18481,0,1,0,1,0.54929,0.544103,1.09339,0,-0.209349,-0,1.5
29.355,13.4686,1.07487,0,1,0,1,0.350264,0.542276,0.89254,0.280211,-0.203611,-0,1.5
29.565,13.4541,1.00177,0,1,0,1,0.101422,0.445207,0.546629,0.0811379,0.101341,-0,1.5
29.776,13.4409,0.950878,0,1,0,1,0.0119758,0.523569,0.535545,0.00958064,-0.144841,-0,1.5
29.946,13.434,0.929767,0,1,0,1,0.0102565,0.525695,0.535951,0.00820518,-0.151518,-0,1.5
30.136,13.4333,0.927935,0,1,0,1,0.0102773,0.428364,0.438641,0.0082218,0.154255,-0,1.5
30.339,13.4322,0.92528,0,1,0,1,0.0100182,0.334333,0.344351,0.00801458,0.449663,-0,1.5
30.532,13.4311,0.922438,0,1,0,1,0.00699722,0.272707,0.279704,0.00559777,0.643266,-0,1.5
30.731,13.4304,0.920009,0,1,0,1,0.00925384,0.214059,0.223313,0.00740307,0.827513,-0,1.5
30.927,13.4299,0.917344,0,1,0,1,0.00629854,0.149111,0.15541,0.00503883,1.03155,-0,1.5
31.126,13.4298,0.914711,0,1,0,1,0.790971,0.0817413,0.872713,0.167223,0.70416,0.8,1.5
31.336,13.4328,0.899098,0,1,0,1,0.537242,0.380564,0.917806,0.370206,0.939897,0.8,-0
31.532,13.4443,0.860689,0,1,0,1,0.654552,0.376677,1.03123,0,0.67726,0.8,-0
31.736,13.4654,0.808028,0,1,0,1,0.598145,0.386831,0.984975,0.321484,0.865809,0.8,-0
31.94,13.4847,0.773804,0,1,0,1,0.512792,0.363266,0.876058,0.389766,0.850847,0.8,-0
32.14,13.5247,0.720324,0,1,0,1,0.334985,0.332452,0.667437,0.532012,0.915608,0.8,-0
32.354,13.5851,0.659909,0,1,0,1,0.373231,0.614354,0.987584,0.501415,0.915005,0.8,-0.930284
32.549,13.6534,0.607545,0,1,0,1,0.158708,0.681539,0.840246,0.673034,1.20176,0.8,-1.5
32.744,13.7441,0.557633,0,1,0,1,0.0375868,0.745629,0.783216,0.457421,0.868204,0.48749,-1.5
32.949,13.8737,0.512308,0,1,0,1,0.146584,0.818013,0.964597,0.257502,0.496419,0.140235,-1.5
33.151,13.9549,0.498309,0,1,0,1,0.168566,0.604374,0.77294,0.134853,0.398697,-0,-1.5
33.348,14.0017,0.496051,0,1,0,1,0.0188908,0.028639,0.0475298,0.0151127,0.0899721,-0,-0
33.547,14.0283,0.49765,0,1,0,1,0.0168047,0.042435,0.0592397,0.0134437,0.133314,-0,-0
34.115,13.9794,0.487012,0,1,0,1,0.349066,0.191929,0.540995,-0.279253,0.602964,-0,-0
34.317,13.9343,0.471376,0,1,0,1,0.347237,0.179945,0.527183,-0.27779,0.565315,-0,-0
34.517,13.8839,0.447823,0,1,0,1,0.347074,0.171682,0.518756,-0.277659,0.539355,-0,-0
34.717,13.8369,0.419571,0,1,0,1,0.346234,0.147927,0.49416,-0.276987,0.464726,-0,-0
34.918,13.7921,0.38666,0,1,0,1,0.344793,0.136241,0.481034,-0.275834,0.428013,-0,-0
35.122,13.7504,0.350302,0,1,0,1,0.341981,0.12687,0.468851,-0.273585,0.398574,-0,-0
35.323,13.7063,0.304507,0,1,0,1,0.342072,0.107946,0.450018,-0.273658,0.339123,-0,-0
35.524,13.6714,0.262314,0,1,0,1,0.340836,0.10139,0.442226,-0.272669,0.318526,-0,-0
35.724,13.6393,0.218256,0,1,0,1,0.343002,0.0969063,0.439908,-0.274402,0.30444,-0,-0
35.925,13.6097,0.17215,0,1,0,1,0,0,0,0,0,-0,-0
36.147,13.5899,0.136354,0,1,0,1,0.00310092,0.070839,0.0739399,0.00248074,0.222547,-0,-0
36.352,13.588,0.132178,0,1,0,1,0,0,0,0,0,-0,-0
36.55,13.5873,0.130315,0,1,0,1,0,0,0,0,0,-0,-0
36.751,13.5873,0.13023,0,1,0,1,0,0,0,0,0,-0,-0
36.95,13.5873,0.13015,0,1,0,1,0,0,0,0,0,-0,-0
37.156,13.5872,0.130077,0,1,0,1,0,0,0,0,0,-0,-0
37.354,13.5872,0.129975,0,1,0,1,0,0,0,0,0,-0,-0
37.558,13.5872,0.129872,0,1,0,1,0,0,0,0,0,-0,-0
