dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,2

timestep,pos.x,pos.y,adm,safe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
7.476,4.33764,0.875824,0,1,0.0373853,0.142959,0.180344,0.770092,0.371159,0.8,-0
7.676,4.40837,1.01262,0,1,0.0374758,0.136828,0.174304,0.770019,0.353014,0.8,-0
7.877,4.47898,1.17748,0,1,0.0351108,0.120905,0.156016,0.771911,0.308163,0.8,-0
8.077,4.53019,1.32294,0,1,0.0384301,0.11587,0.1543,0.769256,0.293083,0.8,-0
8.277,4.56672,1.44627,0,1,0.03517,0.108335,0.143505,0.771864,0.273335,0.8,-0
8.478,4.60868,1.62085,0,1,0.0276887,0.105277,0.132966,0.777849,0.267075,0.8,-0
8.679,4.63282,1.74828,0,1,0.0276336,0.185548,0.213181,0.777893,0.422869,0.8,1.5
8.881,4.65352,1.90209,0,1,0.0319776,0.203509,0.235487,0.774418,0.365998,0.8,1.5
9.08,4.66268,2.05658,0,1,0.0357123,0.211801,0.247513,0.77143,0.340295,0.8,1.5
9.282,4.66166,2.2111,0,1,0.0366601,0.250659,0.287319,0.770672,0.23281,0.8,1.5
9.483,4.64889,2.39002,0,1,0.0304833,0.00151468,0.031998,0.775613,0.00369079,0.8,-0
9.683,4.63184,2.54422,0,1,0.0304367,0.00146191,0.0318987,0.775651,0.00356238,0.8,-0
9.883,4.61439,2.69854,0,1,0.0304813,0.270032,0.300514,0.775615,0.183658,0.8,1.5
10.083,4.59475,2.85241,0,1,0.034309,0.289697,0.324006,0.772553,0.133193,0.8,1.5
10.284,4.57478,2.98007,0,1,0.0320162,0.00271783,0.0347341,0.774387,0.00661212,0.8,-0
10.484,4.54287,3.15773,0,1,0.0322522,0.251244,0.283496,0.774198,-0.232324,0.8,-1.5
10.686,4.52087,3.28499,0,1,0.0329403,0.257295,0.290235,0.773648,-0.216217,0.8,-1.5
10.885,4.50012,3.43847,0,1,0.0660848,0.285323,0.351407,0.575079,-0.203046,0.522211,-1.5
11.086,4.48615,3.58266,0,1,0.549351,0.310353,0.859704,0.43948,-0.524996,-0,-1.5
11.287,4.47991,3.68782,0,1,0.297327,0.29723,0.594557,0.237861,-0.566224,-0,-1.5
11.486,4.48089,3.77314,0,1,0.210213,0.296191,0.506403,0.16817,-0.56949,-0,-1.5
11.687,4.48425,3.83134,0,1,0.00868691,0.215285,0.223972,0.00694953,-0.823661,-0,-1.5
11.889,4.48722,3.85382,0,1,0.0121172,0.152687,0.164805,0.00969378,-1.02032,-0,-1.5
12.089,4.48807,3.85697,0.1826,0.8174,0.791607,0.0843409,0.8986,0.166715,-0.728433,0.8,-1.5
12.29,4.49494,3.87145,0,1,0.523866,0.204404,0.72827,0.380907,-0.28488,0.8,-0
12.49,4.52003,3.9131,0,1,0.372421,0.205592,0.578012,0.502064,-0.378421,0.8,-0
12.691,4.56665,3.97945,0,1,0.14185,0.204147,0.345997,0.68652,-0.512583,0.8,-0
12.89,4.6228,4.04812,0,1,0.0561079,0.185026,0.241134,0.755114,-0.496107,0.8,-0
13.094,4.71809,4.14641,0,1,0.00436664,0.180572,0.184939,0.796507,-0.507489,0.8,-0
13.295,4.8361,4.24823,0,1,0.0592714,0.181045,0.240316,0.752583,-0.481075,0.8,-0
13.496,4.98178,4.35094,0,1,0.00754955,0.20902,0.216569,0.79396,-0.611952,0.8,-0
13.699,5.11824,4.42806,0,1,0.00717113,0.163945,0.171117,0.794263,-0.449559,0.8,-0
13.899,5.26359,4.49202,0,1,0.00122646,0.136543,0.137769,0.799019,-0.365444,0.8,-0
14.098,5.41414,4.54535,0,1,0.00364134,0.128356,0.131998,0.797087,-0.340054,0.8,-0
14.298,5.56753,4.58868,0,1,0.00197968,0.116427,0.118406,0.798416,-0.305792,0.8,-0
14.498,5.69758,4.61779,0,1,0.00263807,0.0917105,0.0943485,0.79789,-0.236465,0.8,-0
14.699,5.85496,4.64509,0,1,0.00167845,0.0821376,0.0838161,0.798657,-0.210787,0.8,-0
14.899,6.03937,4.66831,0,1,0.00178814,0.0505711,0.0523593,0.798569,-0.12795,0.8,-0
15.099,6.1717,4.67989,0,1,0.00407161,0.0499462,0.0540178,0.796743,-0.126054,0.8,-0
15.301,6.33094,4.69011,0,1,0.00428974,0.0197317,0.0240214,0.796568,-0.0494417,0.8,-0
15.502,6.48977,4.69707,0,1,0.0017777,0.0143539,0.0161316,0.798578,-0.0360356,0.8,-0
15.701,6.64937,4.70233,0,1,0.0043259,0.0142982,0.0186241,0.796539,-0.0358039,0.8,-0
15.902,6.83484,4.70673,0,1,0.000595129,0.0128073,0.0134025,0.799524,-0.0321865,0.8,-0
16.104,6.99439,4.7094,0,1,0.00393368,0.0105657,0.0144993,0.803147,-0.0266687,0.8,-0
16.305,7.1284,4.71108,0,1,0.00105589,0.0169701,0.018026,0.799155,-0.0426459,0.8,-0
16.507,7.3149,4.71249,0,1,0.00174673,0.0153261,0.0170728,0.801397,-0.0386158,0.8,-0
16.709,7.47478,4.71224,0,1,0.0010624,0.0117838,0.0128462,0.80085,-0.029661,0.8,-0
16.908,7.63485,4.71069,0,1,0.00138303,0.00104159,0.00242461,0.798894,0.00261418,0.8,-0
17.113,7.76835,4.7091,0,1,0.00110285,0.00124726,0.00235012,0.799118,0.00313128,0.8,-0
17.317,7.9281,4.70727,0,1,0.00195652,0.000595866,0.00255238,0.798435,0.00149465,0.8,-0
17.516,8.08783,4.70552,0,1,0.00283832,0.000436102,0.00327442,0.797729,0.00109293,0.8,-0
17.718,8.27377,4.70353,0,1,0.000616514,0.000445435,0.00106195,0.799507,0.00111881,0.8,-0
17.919,8.4336,4.70187,0,1,0.00100383,0.000359226,0.00136305,0.800803,0.000903741,0.8,-0
18.121,8.56725,4.7005,0,1,0.00102416,0.000155435,0.0011796,0.800819,0.000391051,0.8,-0
18.32,8.75388,4.69861,0,1,0.00337597,0.000177886,0.00355385,0.802701,0.000448585,0.8,-0
18.521,8.91434,4.697,0,1,0.00461287,0.000119931,0.0047328,0.80369,0.000302811,0.8,-0
18.721,9.04848,4.69567,0,1,0.0459227,0.177206,0.223129,0.763262,-0.300533,0.8,-1.07677
18.922,9.20384,4.69222,0,1,0.0449309,0.0123199,0.0572508,0.764055,-0.575978,0.8,-0.55587
19.121,9.35722,4.67896,0,1,0.0415963,0.0925164,0.134113,0.766723,-0.229342,0.8,-0
19.322,9.53262,4.64717,0,1,0.0388624,0.0103929,0.0492553,0.76891,0.0251141,0.8,-0
19.523,9.6826,4.61428,0,1,0.0371768,0.00900537,0.0461821,0.770259,0.0217974,0.8,-0
19.723,9.83314,4.58197,0,1,0.0335874,0.00937367,0.0429611,0.77313,-0.0227739,0.8,-0
19.924,9.98418,4.5499,0,1,0.0293822,0.00549143,0.0348736,0.776494,0.0133973,0.8,-0
20.124,10.1109,4.52273,0,1,0.0291111,0.004705,0.033816,0.776711,0.0114815,0.8,-0
20.325,10.2879,4.48534,0,1,0.032051,0.0015134,0.0335644,0.774359,-0.0036817,0.8,-0
20.529,10.4394,4.45366,0,1,0.0332854,0.00274418,0.0360296,0.773372,0.00666748,0.8,-0
20.729,10.591,4.42214,0,1,0.0355668,0.00315971,0.0387265,0.771547,0.00765902,0.8,-0
20.929,10.7172,4.39623,0,1,0.0305658,0.0589413,0.0895071,0.775547,-0.28324,0.8,-0.474482
21.129,10.8682,4.36364,0,1,0.0314173,0.143789,0.175206,0.774866,-0.563916,0.8,-1.5
21.336,11.0181,4.32215,0,1,0.0323336,0.0813649,0.113699,0.774133,-0.838386,0.8,-1.5
21.536,11.1846,4.25382,0,1,0.0194492,0.162223,0.181672,0.784441,-0.438411,0.8,-0
21.737,11.3195,4.17586,0,1,0.0193645,0.0606431,0.0800076,0.784508,-0.151296,0.8,-0
21.937,11.428,4.10372,0,1,0.0133088,0.00336017,0.016669,0.789353,0.00833295,0.8,-0
22.138,11.5563,4.01396,0,1,0.0158898,0.0034193,0.0193091,0.787288,0.0084574,0.8,-0
22.338,11.7063,3.90864,0,1,0.0184871,0.00295625,0.0214434,0.78521,0.00729271,0.8,-0
22.538,11.8137,3.83362,0,1,0.0140139,0.232682,0.246696,0.788789,-0.287794,0.8,-1.5
22.738,11.9408,3.74262,0,1,0.0155368,0.142989,0.158526,0.787571,-0.576193,0.8,-1.5
22.939,12.0628,3.64395,0,1,0.0111371,0.00647549,0.0176126,0.79109,-0.723606,0.8,-0.702407
23.141,12.191,3.51256,0,1,0.0185906,0.156612,0.175202,0.785128,-0.420807,0.8,-0
23.34,12.2851,3.38753,0,1,0.0195089,0.0625954,0.0821043,0.784393,-0.15627,0.8,-0
23.547,12.3712,3.25595,0,1,0.0155545,0.0047014,0.0202559,0.787556,-0.011633,0.8,-0
23.747,12.4408,3.14468,0,1,0.017395,0.00794341,0.0253384,0.786084,-0.0196208,0.8,-0
23.948,12.537,2.98904,0,1,0.0175517,0.00638394,0.0239357,0.785959,-0.0157651,0.8,-0
24.148,12.6193,2.85486,0,1,0.0168369,0.00440915,0.021246,0.786531,-0.0108955,0.8,-0
24.351,12.6877,2.74287,0,1,0.0161113,0.00345275,0.0195641,0.787111,-0.00853824,0.8,-0
24.549,12.7696,2.60829,0,1,0.0185433,0.00298651,0.0215298,0.785165,-0.00736694,0.8,-0
24.75,12.8513,2.47398,0,1,0.0179557,0.00532969,0.0232854,0.785635,-0.0131557,0.8,-0
24.949,12.9462,2.31757,0,1,0.0155465,0.0183,0.0338465,0.787563,0.0453278,0.8,-0
25.151,13.0282,2.18308,0,1,0.0187756,0.0223319,0.0411074,0.78498,0.0551628,0.8,-0
25.352,13.1113,2.04964,0,1,0.0180668,0.0214574,0.0395242,0.785547,0.0530344,0.8,-0
25.552,13.1815,1.93915,0,1,0.0208008,0.000611561,0.0214124,0.783359,0.00150505,0.8,-0
25.752,13.281,1.78572,0,1,0.0235148,0.00361617,0.027131,0.781188,0.0088751,0.8,-0
25.953,13.3664,1.6547,0,1,0.0725408,0.00490669,0.0774475,0.741967,0.0114382,0.8,-0
26.153,13.4351,1.54969,0,1,0.125417,0.287786,0.413203,0.699667,0.0428866,0.8,-0.897709
26.354,13.5136,1.42974,0,1,0.177453,0.36515,0.542603,0.658038,0.043701,0.8,-1.5
26.555,13.5883,1.31727,0.411968,0.588032,0.0241229,0.29175,0.597712,0.780702,-0.129418,0.8,-1.5
26.756,13.6824,1.17741,0.378827,0.621173,0.174817,0.162993,0.588666,0.660146,-0.421998,0.8,-1.5
26.957,13.7594,1.0594,0.442142,0.557858,0.0714241,0.127491,0.553109,0.742861,-0.601108,0.8,-1.5
27.158,13.8306,0.934056,0.431436,0.568564,0.0693153,0.0887941,0.521331,0.744548,-0.769511,0.8,-1.5
27.359,13.8902,0.79761,0.348306,0.651694,0.120453,0.0598842,0.46583,0.703638,-0.860237,0.8,-0.669832
27.558,13.9238,0.683201,0.356112,0.643888,0.634078,0.214397,0.902435,0.507262,-0.673548,-0,-0
27.759,13.9442,0.535618,0.38381,0.61619,0.363972,0.282932,0.782426,0.500853,-0.616911,0.209676,-0
27.959,13.9421,0.435361,1,0,0.377797,0.271253,1,0.497763,-0.569101,0.8,-0
28.161,13.9293,0.337489,1,0,0.411413,0.190622,1,0.470869,-0.321349,0.8,-0
28.362,13.9105,0.245774,1,0,0.58915,0.0904576,1,0.47132,-0.284181,-0,-0
28.562,13.8907,0.16969,1,0,0.587491,0.083379,1,0.469993,-0.261943,-0,-0
28.762,13.8781,0.123207,1,0,0.171245,0.364168,1,0.136996,1.14407,-0,-0
28.963,13.8779,0.123635,-1.15065,2.15065,0.331,0.639735,0.937063,-0.2648,-2.00979,-0,-0
29.163,13.8803,0.152158,0.421459,0.578541,0.0444068,0.286081,0.61266,0.0355255,-0.898751,-0,-0
29.363,13.883,0.155076,0.406612,0.593388,0.0413334,0.146147,0.517861,0.0330667,-0.459135,-0,-0
29.563,13.8828,0.154925,-0.0555143,1.05551,0.00077046,0.0483101,-0.00370911,-0.000616368,-0.151771,-0,-0
29.764,13.8825,0.154609,0.0684525,0.931547,0.00117144,0.00426365,0.0735156,0.000937149,-0.0133947,-0,-0
29.965,13.8822,0.154351,0.103639,0.896361,0.00268527,0.00567022,0.111129,0.00214822,-0.0178135,-0,-0
30.167,13.8822,0.154318,-0.0689251,1.06893,0.00118767,0.00328587,-0.0641432,-0.000950133,-0.0103228,-0,-0
30.369,13.8823,0.154399,0.0141338,0.985866,4.99408e-05,0.00570062,0.0198031,3.99527e-05,-0.017909,-0,-0
30.573,13.8823,0.154458,-0.0952689,1.09527,0.00226904,0.00606432,-0.0861416,-0.00181523,-0.0190516,-0,-0
30.772,13.8825,0.1547,-0.0428349,1.04283,0.000458707,0.00634567,-0.035739,-0.000366965,-0.0199355,-0,-0
30.972,13.8826,0.154798,-0.100046,1.10005,0.00250232,0.00564004,-0.0910895,-0.00200186,-0.0177187,-0,-0
31.172,13.8829,0.155078,-0.134779,1.13478,0.00454135,0.00501351,-0.123936,-0.00363308,-0.0157504,-0,-0
31.372,13.8833,0.155478,-0.104219,1.10422,0.00271539,0.00545734,-0.0951943,-0.00217231,-0.0171447,-0,-0
31.575,13.8837,0.155826,-0.13034,1.13034,0.00424711,0.00732747,-0.117256,-0.00339769,-0.0230199,-0,-0
31.775,13.8841,0.156261,-0.137777,1.13778,0.00474566,0.00623691,-0.125282,-0.00379652,-0.0195938,-0,-0
31.975,13.8847,0.156881,-0.165832,1.16583,0.00687503,0.0056856,-0.151188,-0.00550002,-0.0178618,-0,-0
32.176,13.8855,0.157601,-0.176688,1.17669,0.00780465,0.0069436,-0.159334,-0.00624372,-0.021814,-0,-0
