dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1

joyvel,joyang,CandVel,CandAng,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost
0,0,0.002294,-0.00209074,0,1,0,1,0.00286749,0.00139383,0.00426132
0,0,0,0,0,1,0,1,0,0,0
0,0,0.002294,-0.752091,0,1,0,1,0.00286749,0.501394,0.504261
0,0,0.002294,-0.602091,0,1,0,1,0.00286749,0.401394,0.404261
0,0,0.002294,-0.452091,0,1,0,1,0.00286749,0.301394,0.304261
0,0,0.002294,-0.302091,0,1,0,1,0.00286749,0.201394,0.204261
0,0,0.002294,-0.152091,0,1,0,1,0.00286749,0.101394,0.104261
0,0,0.002294,-0.00209074,0,1,0,1,0.00286749,0.00139383,0.00426132
0,0,0.002294,0.147909,0,1,0,1,0.00286749,0.0986062,0.101474
0,0,0.002294,0.297909,0,1,0,1,0.00286749,0.198606,0.201474
0,0,0.002294,0.447909,0,1,0,1,0.00286749,0.298606,0.301474
0,0,0.002294,0.597909,0,1,0,1,0.00286749,0.398606,0.401474
0,0,0.102294,-0.752091,0,1,0,1,0.127867,0.501394,0.629261
0,0,0.102294,-0.602091,0,1,0,1,0.127867,0.401394,0.529261
0,0,0.102294,-0.452091,0,1,0,1,0.127867,0.301394,0.429261
0,0,0.102294,-0.302091,0,1,0,1,0.127867,0.201394,0.329261
0,0,0.102294,-0.152091,0,1,0,1,0.127867,0.101394,0.229261
0,0,0.102294,-0.00209074,0,1,0,1,0.127867,0.00139383,0.129261
0,0,0.102294,0.147909,0,1,0,1,0.127867,0.0986062,0.226474
0,0,0.102294,0.297909,0,1,0,1,0.127867,0.198606,0.326474
0,0,0.102294,0.447909,0,1,0,1,0.127867,0.298606,0.426474
0,0,0.102294,0.597909,0,1,0,1,0.127867,0.398606,0.526474
0,0,0.202294,-0.752091,0,1,0,1,0.252867,0.501394,0.754261
0,0,0.202294,-0.602091,0,1,0,1,0.252867,0.401394,0.654261
0,0,0.202294,-0.452091,0,1,0,1,0.252867,0.301394,0.554261
0,0,0.202294,-0.302091,0,1,0,1,0.252867,0.201394,0.454261
0,0,0.202294,-0.152091,0,1,0,1,0.252867,0.101394,0.354261
0,0,0.202294,-0.00209074,0,1,0,1,0.252867,0.00139383,0.254261
0,0,0.202294,0.147909,0,1,0,1,0.252867,0.0986062,0.351474
0,0,0.202294,0.297909,0,1,0,1,0.252867,0.198606,0.451474
0,0,0.202294,0.447909,0,1,0,1,0.252867,0.298606,0.551474
0,0,0.202294,0.597909,0,1,0,1,0.252867,0.398606,0.651474
0,0,0.302294,-0.752091,0,1,0,1,0.377867,0.501394,0.879261
0,0,0.302294,-0.602091,0,1,0,1,0.377867,0.401394,0.779261
0,0,0.302294,-0.452091,0,1,0,1,0.377867,0.301394,0.679261
0,0,0.302294,-0.302091,0,1,0,1,0.377867,0.201394,0.579261
0,0,0.302294,-0.152091,0,1,0,1,0.377867,0.101394,0.479261
0,0,0.302294,-0.00209074,0,1,0,1,0.377867,0.00139383,0.379261
0,0,0.302294,0.147909,0,1,0,1,0.377867,0.0986062,0.476474
0,0,0.302294,0.297909,0,1,0,1,0.377867,0.198606,0.576474
0,0,0.302294,0.447909,0,1,0,1,0.377867,0.298606,0.676474
0,0,0.302294,0.597909,0,1,0,1,0.377867,0.398606,0.776474
0,0,0.402294,-0.752091,0,1,0,1,0.502867,0.501394,1.00426
0,0,0.402294,-0.602091,0,1,0,1,0.502867,0.401394,0.904261
0,0,0.402294,-0.452091,0,1,0,1,0.502867,0.301394,0.804261
0,0,0.402294,-0.302091,0,1,0,1,0.502867,0.201394,0.704261
0,0,0.402294,-0.152091,0,1,0,1,0.502867,0.101394,0.604261
0,0,0.402294,-0.00209074,0,1,0,1,0.502867,0.00139383,0.504261
0,0,0.402294,0.147909,0,1,0,1,0.502867,0.0986062,0.601474
0,0,0.402294,0.297909,0,1,0,1,0.502867,0.198606,0.701474
0,0,0.402294,0.447909,0,1,0,1,0.502867,0.298606,0.801474
0,0,0.402294,0.597909,0,1,0,1,0.502867,0.398606,0.901474
0,0,0.502294,-0.752091,0,1,0,1,0.627867,0.501394,1.12926
0,0,0.502294,-0.602091,0,1,0,1,0.627867,0.401394,1.02926
0,0,0.502294,-0.452091,0,1,0,1,0.627867,0.301394,0.929261
0,0,0.502294,-0.302091,0,1,0,1,0.627867,0.201394,0.829261
0,0,0.502294,-0.152091,0,1,0,1,0.627867,0.101394,0.729261
0,0,0.502294,-0.00209074,0,1,0,1,0.627867,0.00139383,0.629261
0,0,0.502294,0.147909,0,1,0,1,0.627867,0.0986062,0.726474
0,0,0.502294,0.297909,0,1,0,1,0.627867,0.198606,0.826474
0,0,0.502294,0.447909,0,1,0,1,0.627867,0.298606,0.926474
0,0,0.502294,0.597909,0,1,0,1,0.627867,0.398606,1.02647

0,0,-0.000892974,0.00531536,0,1,0,1,0.00111622,0.00354357,0.00465979
0,0,0,0,0,1,0,1,0,0,0
0,0,0.099107,-0.744685,0,1,0,1,0.123884,0.496456,0.62034
0,0,0.099107,-0.594685,0,1,0,1,0.123884,0.396456,0.52034
0,0,0.099107,-0.444685,0,1,0,1,0.123884,0.296456,0.42034
0,0,0.099107,-0.294685,0,1,0,1,0.123884,0.196456,0.32034
0,0,0.099107,-0.144685,0,1,0,1,0.123884,0.0964564,0.22034
0,0,0.099107,0.00531536,0,1,0,1,0.123884,0.00354357,0.127427
0,0,0.099107,0.155315,0,1,0,1,0.123884,0.103544,0.227427
0,0,0.099107,0.305315,0,1,0,1,0.123884,0.203544,0.327427
0,0,0.099107,0.455315,0,1,0,1,0.123884,0.303544,0.427427
0,0,0.099107,0.605315,0,1,0,1,0.123884,0.403544,0.527427
0,0,0.199107,-0.744685,0,1,0,1,0.248884,0.496456,0.74534
0,0,0.199107,-0.594685,0,1,0,1,0.248884,0.396456,0.64534
0,0,0.199107,-0.444685,0,1,0,1,0.248884,0.296456,0.54534
0,0,0.199107,-0.294685,0,1,0,1,0.248884,0.196456,0.44534
0,0,0.199107,-0.144685,0,1,0,1,0.248884,0.0964564,0.34534
0,0,0.199107,0.00531536,0,1,0,1,0.248884,0.00354357,0.252427
0,0,0.199107,0.155315,0,1,0,1,0.248884,0.103544,0.352427
0,0,0.199107,0.305315,0,1,0,1,0.248884,0.203544,0.452427
0,0,0.199107,0.455315,0,1,0,1,0.248884,0.303544,0.552427
0,0,0.199107,0.605315,0,1,0,1,0.248884,0.403544,0.652427
0,0,0.299107,-0.744685,0,1,0,1,0.373884,0.496456,0.87034
0,0,0.299107,-0.594685,0,1,0,1,0.373884,0.396456,0.77034
0,0,0.299107,-0.444685,0,1,0,1,0.373884,0.296456,0.67034
0,0,0.299107,-0.294685,0,1,0,1,0.373884,0.196456,0.57034
0,0,0.299107,-0.144685,0,1,0,1,0.373884,0.0964564,0.47034
0,0,0.299107,0.00531536,0,1,0,1,0.373884,0.00354357,0.377427
0,0,0.299107,0.155315,0,1,0,1,0.373884,0.103544,0.477427
0,0,0.299107,0.305315,0,1,0,1,0.373884,0.203544,0.577427
0,0,0.299107,0.455315,0,1,0,1,0.373884,0.303544,0.677427
0,0,0.299107,0.605315,0,1,0,1,0.373884,0.403544,0.777427
0,0,0.399107,-0.744685,0,1,0,1,0.498884,0.496456,0.99534
0,0,0.399107,-0.594685,0,1,0,1,0.498884,0.396456,0.89534
0,0,0.399107,-0.444685,0,1,0,1,0.498884,0.296456,0.79534
0,0,0.399107,-0.294685,0,1,0,1,0.498884,0.196456,0.69534
0,0,0.399107,-0.144685,0,1,0,1,0.498884,0.0964564,0.59534
0,0,0.399107,0.00531536,0,1,0,1,0.498884,0.00354357,0.502427
0,0,0.399107,0.155315,0,1,0,1,0.498884,0.103544,0.602427
0,0,0.399107,0.305315,0,1,0,1,0.498884,0.203544,0.702427
0,0,0.399107,0.455315,0,1,0,1,0.498884,0.303544,0.802427
0,0,0.399107,0.605315,0,1,0,1,0.498884,0.403544,0.902427
0,0,0.499107,-0.744685,0,1,0,1,0.623884,0.496456,1.12034
0,0,0.499107,-0.594685,0,1,0,1,0.623884,0.396456,1.02034
0,0,0.499107,-0.444685,0,1,0,1,0.623884,0.296456,0.92034
0,0,0.499107,-0.294685,0,1,0,1,0.623884,0.196456,0.82034
0,0,0.499107,-0.144685,0,1,0,1,0.623884,0.0964564,0.72034
0,0,0.499107,0.00531536,0,1,0,1,0.623884,0.00354357,0.627427
0,0,0.499107,0.155315,0,1,0,1,0.623884,0.103544,0.727427
0,0,0.499107,0.305315,0,1,0,1,0.623884,0.203544,0.827427
0,0,0.499107,0.455315,0,1,0,1,0.623884,0.303544,0.927427
0,0,0.499107,0.605315,0,1,0,1,0.623884,0.403544,1.02743

0,0,-0.00107806,0.00633386,0,1,0,1,0.00134757,0.00422257,0.00557014
0,0,0,0,0,1,0,1,0,0,0
0,0,0.0989219,-0.743666,0,1,0,1,0.123652,0.495777,0.61943
0,0,0.0989219,-0.593666,0,1,0,1,0.123652,0.395777,0.51943
0,0,0.0989219,-0.443666,0,1,0,1,0.123652,0.295777,0.41943
0,0,0.0989219,-0.293666,0,1,0,1,0.123652,0.195777,0.31943
0,0,0.0989219,-0.143666,0,1,0,1,0.123652,0.0957774,0.21943
0,0,0.0989219,0.00633386,0,1,0,1,0.123652,0.00422257,0.127875
0,0,0.0989219,0.156334,0,1,0,1,0.123652,0.104223,0.227875
0,0,0.0989219,0.306334,0,1,0,1,0.123652,0.204223,0.327875
0,0,0.0989219,0.456334,0,1,0,1,0.123652,0.304223,0.427875
0,0,0.0989219,0.606334,0,1,0,1,0.123652,0.404223,0.527875
0,0,0.198922,-0.743666,0,1,0,1,0.248652,0.495777,0.74443
0,0,0.198922,-0.593666,0,1,0,1,0.248652,0.395777,0.64443
0,0,0.198922,-0.443666,0,1,0,1,0.248652,0.295777,0.54443
