dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1.875

joyvel,joyang,CandVel,CandAng,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost
0,0,0.000374187,-0.00178394,0,1,0,1,0.000467733,0.00118929,0.00165702
0,0,0,0,0,1,0,1,0,0,0
0,0,0.000374187,-0.751784,0,1,0.956509,0.043491,0.000467733,0.501189,0.978774
0,0,0.000374187,-0.601784,0,1,0.87925,0.12075,0.000467733,0.401189,0.928161
0,0,0.000374187,-0.451784,0,1,0.708204,0.291796,0.000467733,0.301189,0.796557
0,0,0.000374187,-0.301784,0,1,0.303522,0.696478,0.000467733,0.201189,0.444114
0,0,0.000374187,-0.151784,0,1,0,1,0.000467733,0.101189,0.101657
0,0,0.000374187,-0.00178394,0,1,0,1,0.000467733,0.00118929,0.00165702
0,0,0.000374187,0.148216,0,1,0,1,0.000467733,0.0988107,0.0992784
0,0,0.000374187,0.298216,0,1,0,1,0.000467733,0.198811,0.199278
0,0,0.000374187,0.448216,0,1,0.80144,0.19856,0.000467733,0.298811,0.86124
0,0,0.000374187,0.598216,0,1,0.921534,0.0784662,0.000467733,0.398811,0.953295
0,0,0.100374,-0.751784,0,1,0.956509,0.043491,0.125468,0.501189,1.10377
0,0,0.100374,-0.601784,0,1,0.87925,0.12075,0.125468,0.401189,1.05316
0,0,0.100374,-0.451784,0,1,0.708204,0.291796,0.125468,0.301189,0.921557
0,0,0.100374,-0.301784,0,1,0.303522,0.696478,0.125468,0.201189,0.569114
0,0,0.100374,-0.151784,0,1,0,1,0.125468,0.101189,0.226657
0,0,0.100374,-0.00178394,0,1,0,1,0.125468,0.00118929,0.126657
0,0,0.100374,0.148216,0,1,0,1,0.125468,0.0988107,0.224278
0,0,0.100374,0.298216,0,1,0,1,0.125468,0.198811,0.324278
0,0,0.100374,0.448216,0,1,0.80144,0.19856,0.125468,0.298811,0.98624
0,0,0.100374,0.598216,0,1,0.921534,0.0784662,0.125468,0.398811,1.07829
0,0,0.200374,-0.751784,0,1,0.956509,0.043491,0.250468,0.501189,1.22877
0,0,0.200374,-0.601784,0,1,0.87925,0.12075,0.250468,0.401189,1.17816
0,0,0.200374,-0.451784,0,1,0.835655,0.164345,0.250468,0.301189,1.13562
0,0,0.200374,-0.301784,0,1,0.456163,0.543837,0.250468,0.201189,0.816045
0,0,0.200374,-0.151784,0,1,0,1,0.250468,0.101189,0.351657
0,0,0.200374,-0.00178394,0,1,0,1,0.250468,0.00118929,0.251657
0,0,0.200374,0.148216,0,1,0,1,0.250468,0.0988107,0.349278
0,0,0.200374,0.298216,0,1,0.284347,0.715653,0.250468,0.198811,0.677094
