dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,0.85

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w,joy_v,joy_w
3.364,1.24701,0.0169113,0,1,0,1,0.0351805,0.00223574,0.0374162,0.771856,0.00542143,0.8,0
3.561,1.40144,0.0198168,0,1,0,1,0.0346763,0.00202472,0.036701,0.772259,0.00491228,0.8,0
3.755,1.55579,0.0228769,0,1,0,1,0.0325096,0.0020028,0.0345124,0.773992,0.00487001,0.8,0
3.963,1.71048,0.0260866,0,1,0,1,0.0362412,0.00179705,0.0380382,0.771007,0.00435285,0.8,0
4.161,1.86488,0.0294255,0,1,0,1,0.0354111,0.00159186,0.0370029,0.771671,0.00385915,0.8,0
4.364,1.99286,0.0322833,0,1,0,1,0.0373575,0.00118301,0.0385406,0.770114,0.00286217,0.8,0
4.566,2.14706,0.0358265,0,1,0,1,0.038396,0.00112965,0.0395257,0.769283,0.00273012,0.8,0
4.767,2.32712,0.0400694,0,1,0,1,0.0388121,0.00111093,0.0399231,0.76895,0.00268372,0.8,0
4.972,2.48083,0.0437772,0,1,0,1,0.0406781,0.074455,0.115133,0.767457,0.182861,0.8,0
5.166,2.63432,0.0485997,0,1,0,1,0.0434069,0.117449,0.160855,0.765274,0.29592,0.8,0
5.365,2.78699,0.0588503,0,1,0,1,0.0479956,0.132438,0.180433,0.761604,0.336523,0.8,0
5.566,2.93844,0.0772559,0,1,0,1,0.0442392,0.148525,0.192764,0.764609,0.385134,0.8,0
5.767,3.08889,0.105184,0,1,0,1,0.041224,0.163518,0.204742,0.767021,0.432781,0.8,-0
5.973,3.2372,0.143745,0,1,0,1,0.0426472,0.154394,0.197041,0.765882,0.403649,0.8,-0
6.173,3.35779,0.18416,0,1,0,1,0.0443799,0.161226,0.205606,0.764496,0.424127,0.8,-0
6.347,3.52059,0.251646,0.889585,0.110415,0.953056,0.0469444,0.260833,0.403472,1.89038,0,1.88983,0.8,-0
6.552,3.59466,0.259399,0.778376,0.221624,0.766389,0.233611,0.873253,0.475742,1.84944,0,1.32795,0.8,-0
6.784,3.60993,0.268513,0,1,0,1,0.809195,0.0142253,0.82342,0.152644,0.00682624,0.8,-0
6.978,3.61003,0.268616,0,1,0,1,0.804031,0.0525949,0.856625,0.156776,0.0261427,0.8,-0
7.18,3.61022,0.268753,0,1,0,1,0.815795,0.0626833,0.878478,0.147364,-0.0294007,0.8,-0
7.385,3.61048,0.268932,0,1,0,1,0.805661,0.0269736,0.832635,0.155471,0.0132062,0.8,-0
7.59,3.61068,0.269085,0,1,0,1,0.819098,0.00670836,0.825806,0.144722,0.00305046,0.8,-0
7.788,3.61125,0.269428,0,1,0,1,0,0,0,0,0,-0,-0
9.358,3.36454,0.0221809,0,1,0,1,0,0,0,0,0,-0,-0
9.561,3.30306,-0.0455441,0,1,0,1,0.0297961,0.251949,0.281745,0.0238369,0.791521,-0,-0
9.763,3.2868,-0.0840331,0,1,0,1,0.292,1.32598,1.61798,0,2.6657,-0,-1.5
9.959,3.28781,-0.122659,0,1,0,1,0.339296,1.27434,1.61364,0,2.50345,-0,-1.5
10.161,3.2977,-0.147357,0,1,0,1,0.0270498,1.05922,1.08627,0,1.82765,-0,-1.5
10.36,3.30833,-0.155235,0,1,0,1,0.0394513,1.01697,1.05642,0,1.69491,-0,-1.5
10.574,3.31514,-0.158048,0,1,0,1,0.0116688,0.841503,0.853171,0.00933508,1.14366,-0,-1.5
10.776,3.31973,-0.157941,0.421803,0.578197,0.766389,0.233611,0.0652393,0.257072,1.28597,0,0.807615,-0,-0
10.981,3.32447,-0.156648,0.197177,0.802823,0.766389,0.233611,0.00118145,0.147024,0.998861,0.000945159,0.461889,-0,-0
11.172,3.33164,-0.153149,0.171313,0.828687,0.766389,0.233611,0.0170324,0.130982,0.982415,0.0136259,0.411492,-0,-0
11.381,3.33492,-0.151282,0,1,0,1,0,0,0,0,0,-0,-0
11.581,3.33945,-0.148045,0,1,0,1,0,0,0,0,0,-0,-0
11.786,3.33916,-0.148273,0,1,0,1,0,0.394576,0.394576,0,0,-0,1.2396
11.981,3.3384,-0.148856,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
12.187,3.338,-0.149169,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
12.383,3.33755,-0.149524,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
12.589,3.33687,-0.150053,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
12.789,3.33663,-0.150254,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
12.988,3.33625,-0.150559,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
13.183,3.33585,-0.150877,0,1,0,1,0,0.477465,0.477465,0,0,-0,1.5
13.387,3.33543,-0.151216,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
13.593,3.33508,-0.151517,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
13.79,3.33467,-0.151856,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
13.988,3.33428,-0.152172,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
14.19,3.33396,-0.15244,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
14.39,3.33343,-0.152886,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
14.592,3.33302,-0.153229,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
14.798,3.33262,-0.153576,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
14.992,3.33203,-0.154075,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
15.19,3.3317,-0.154371,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
15.392,3.33129,-0.154713,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
15.59,3.33081,-0.155138,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
15.79,3.33025,-0.155624,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
16.778,3.4753,-0.0184244,0,1,0,1,0,0,0,0,0,-0,-0
16.983,3.5147,0.0199477,0,1,0,1,0,0,0,0,0,-0,-0
17.198,3.52952,0.034132,0,1,0,1,0.0116834,0.0403599,0.0520433,0.00934668,0.126794,-0,-0
17.4,3.52707,0.0316471,0,1,0,1,0.0389276,0.37555,0.414478,0.0311421,-0.320174,-0,-1.5
17.6,3.52393,0.0285561,0,1,0,1,0.049543,0.311051,0.360594,0.0396344,-0.522804,-0,-1.5
17.804,3.51773,0.023097,0,1,0,1,0.0499431,0.234379,0.284323,0.0399545,-0.763675,-0,-1.5
18.007,3.51118,0.0184307,0,1,0,1,0.0441093,0.155036,0.199145,0.0352874,-1.01294,-0,-1.5
18.217,3.50453,0.0148603,0,1,0,1,0.0427317,0.106053,0.148784,0.0341854,-1.16683,-0,-1.5
18.41,3.49724,0.0124045,0,1,0,1,0.0435379,0.0378114,0.0813493,0.0348303,-1.38121,-0,-1.5
18.606,3.49017,0.0117087,0,1,0,1,0.0440571,0,0.0440571,0.0352457,-1.5,-0,-1.5
18.796,3.4832,0.0129051,0,1,0,1,0.0440857,0,0.0440857,0.0352686,-1.5,-0,-1.5
19.002,3.47975,0.01445,0,1,0,1,0.0224533,0.00133716,0.0237904,0.0179626,-1.4958,-0,-1.5
19.2,3.47647,0.0168556,0,1,0,1,0.0100894,0,0.0100894,0.00807155,-1.5,-0,-1.5
19.404,3.4751,0.0187363,0,1,0,1,0.00668319,0,0.00668319,0.00534655,-1.5,-0,-1.5
19.601,3.47477,0.0198211,0.813092,0.186908,0.945556,0.0544444,0.103006,0.171887,1.78726,0,-0.96,-0,-1.5
19.806,3.47442,0.0229203,0.823523,0.176477,0.953056,0.0469444,0.0591735,0.266807,1.79955,0,-0.661802,-0,-1.5
20.001,3.47455,0.0248324,0.842856,0.157144,0.96,0.04,0.104862,0.354253,1.8335,0,-0.387082,-0,-1.5
20.223,3.47486,0.0263779,0.0682263,0.931774,0.766389,0.233611,0.0459181,0.457126,0.98419,0.0367345,-0.0638972,-0,-1.5
20.437,3.47577,0.0293284,0,1,0,1,0.00110385,0.34585,0.346953,0.000883081,-0.413482,-0,-1.5
20.632,3.4769,0.0326413,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
20.826,3.4771,0.0332325,0,1,0,1,0.00266775,0.378194,0.380862,0.0021342,-0.311869,-0,-1.5
21.028,3.47662,0.0320638,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
21.234,3.47683,0.0326246,0,1,0,1,0.00637573,0.372495,0.378871,0.00510058,-0.329771,-0,-1.5
21.448,3.47704,0.0330947,0,1,0,1,0,0.477465,0.477465,0,0,-0,-1.5
21.633,3.47766,0.0342969,0,1,0,1,0.00265626,0.376987,0.379643,0.00212501,-0.315662,-0,-1.5
21.84,3.47774,0.0344303,0,1,0,1,0.0449265,0.305665,0.350592,0.0359412,-0.539725,-0,-1.5
22.04,3.47968,0.0373474,0,1,0,1,0.0463718,0.221322,0.267693,0.0370974,-0.804698,-0,-1.5
22.235,3.48371,0.0425685,0,1,0,1,0.0430712,0.142304,0.185375,0.034457,-1.05294,-0,-1.5
22.431,3.48828,0.0469889,0,1,0,1,0.757839,0.0729556,0.830795,0.193728,-0.72602,0.8,-1.5
22.64,3.50178,0.0553474,0,1,0,1,0.708224,0.400263,1.10849,0,-0.720419,0.8,-0
22.834,3.52742,0.0671737,0,1,0,1,0.776861,0.419707,1.19657,0,-0.692604,0.8,-0
23.032,3.5284,0.0674649,0,1,0,1,0.58159,0.756863,1.33845,0,-0.417583,0.626398,1.5
23.231,3.53042,0.0676895,0,1,0,1,0.0280405,0.711327,0.739368,0.162667,-0.153719,0.140235,1.5
23.454,3.53205,0.0677233,0,1,0,1,0.0445778,0.0530144,0.0975923,0.0611656,0.260045,0.0968278,1.5
23.657,3.55784,0.0690141,0,1,0,1,0.0876387,0.0316313,0.11927,0.0267169,0.16161,0.0968278,1.5
23.841,3.56925,0.0695891,0,1,0,1,0.0337399,0.0317983,0.0655382,0.0698359,0.421063,0.0968278,1.5
24.054,3.58098,0.070597,0,1,0,1,0.663231,0.00684363,0.670075,0.269415,0.480007,0.8,1.5
24.275,3.60376,0.0739089,0,1,0,1,0.599702,0.0218409,0.621543,0.320239,0.0307574,0.8,0.13269
24.47,3.65802,0.0846506,0,1,0,1,0.656706,0.0176344,0.67434,0.274635,-0.0152304,0.8,-0
24.67,3.71196,0.0964259,0,1,0,1,0.411744,0.242223,0.653967,0.470605,0.448154,0.8,-0
24.863,3.76996,0.109601,0,1,0,1,0.456344,0.0894515,0.545796,0.434925,0.447653,0.8,1.5
25.056,3.83728,0.127154,0,1,0,1,0.262756,0.0841341,0.346891,0.589795,0.627703,0.8,1.5
25.259,3.93557,0.159942,0,1,0,1,0.538854,0.0652443,0.604098,0.368917,0.44253,0.8,1.5
25.455,4.0326,0.197459,0,1,0,1,0.457153,0.0626429,0.519796,0.434278,0.529674,0.8,1.5
25.654,4.10545,0.230004,0,1,0,1,0.358713,0.0449271,0.40364,0.513029,0.70201,0.8,1.5
25.857,4.18612,0.27483,0,1,0,1,0.158957,0.0533972,0.212355,0.672834,0.871048,0.8,1.5
26.046,4.27202,0.335784,0,1,0,1,0.43307,0.0467642,0.479834,0.453544,0.613153,0.8,1.5
26.246,4.35904,0.410806,0,1,0,1,0.326579,0.0369294,0.363509,0.538736,0.777461,0.8,1.5
26.454,4.42665,0.483609,0,1,0,1,0.120737,0.081374,0.202111,0.70341,0.76175,0.8,1.5
26.651,4.48101,0.557305,0,1,0,1,0.0674543,0.109895,0.17735,0.746037,0.675192,0.8,1.5
26.843,4.56152,0.699352,0,1,0,1,0.0208904,0.138486,0.159377,0.783288,0.590248,0.8,1.5
27.038,4.62072,0.841705,0,1,0,1,0.0192044,0.158463,0.177668,0.784636,0.517453,0.8,1.5
27.239,4.66544,0.991852,0,1,0,1,0.0124291,0.18693,0.199359,0.790057,0.425047,0.8,1.5
27.443,4.69688,1.14621,0,1,0,1,0.0137431,0.201539,0.215282,0.789006,0.378883,0.8,1.5
27.66,4.7167,1.30303,0,1,0,1,0.0154888,0.221896,0.237384,0.787609,0.317996,0.8,1.5
27.86,4.72594,1.46026,0,1,0,1,0.0222022,0.237458,0.25966,0.782238,0.272176,0.8,1.5
28.066,4.72555,1.61702,0,1,0,1,0.024471,0.240742,0.265213,0.780423,0.262549,0.8,1.5
28.262,4.71925,1.74621,0,1,0,1,0.0192643,0.256428,0.275692,0.784589,0.22158,0.8,1.5
28.459,4.70488,1.90196,0,1,0,1,0.022038,0.271001,0.293039,0.78237,0.182744,0.8,1.5
28.666,4.68021,2.08367,0,1,0,1,0.0217096,0.297774,0.319484,0.782632,0.114566,0.8,1.5
28.858,4.65361,2.23777,0,1,0,1,0.0147142,0.314056,0.32877,0.788229,0.0744738,0.8,1.5
29.061,4.62345,2.39203,0,1,0,1,0.0182423,0.322958,0.341201,0.785406,0.052098,0.8,1.5
29.265,4.59118,2.54603,0,1,0,1,0.0160107,0.00361618,0.0196269,0.787191,-0.00894332,0.8,-0
29.459,4.55745,2.69992,0,1,0,1,0.00997253,0.0109509,0.0209234,0.792022,0.0272588,0.8,-0
29.669,4.51781,2.87981,0,1,0,1,0.00559647,0.27648,0.282077,0.709028,-0.190966,0.704551,-1.5
29.868,4.48813,3.00313,0,1,0,1,0.677759,0.403215,1.08097,0,-0.233263,-0,-1.5
30.08,4.45916,3.11674,0,1,0,1,0.593706,0.407727,1.00143,0,-0.219089,-0,-1.5
30.303,4.42742,3.24088,0,1,0,1,0.303182,0.410625,0.713807,0.242546,-0.209984,-0,-1.5
30.506,4.40971,3.30424,0,1,0,1,0.0287291,0.271978,0.300707,0.0229833,-0.645556,-0,-1.5
30.714,4.3976,3.35017,0,1,0,1,0.0166008,0.3906,0.407201,0.0132806,-0.272892,-0,-1.5
30.909,4.39168,3.37447,0,1,0,1,0.00856164,0.351141,0.359703,0.00684931,-0.396857,-0,-1.5
31.07,4.3912,3.37698,0,1,0,1,0.771341,0.000448881,0.77179,0.182927,-0.344156,0.8,-1.5
31.313,4.38972,3.38862,0,1,0,1,0.536609,0.0475876,0.584197,0.370712,-0.498469,0.8,-1.5
31.519,4.38609,3.42559,0,1,0,1,0.49602,0.178783,0.674803,0.403184,-0.230406,0.8,-1.5
31.707,4.38034,3.48925,0,1,0,1,0.348333,0.0924554,0.440789,0.521333,-0.526556,0.8,-1.5
31.907,4.37625,3.555,0,1,0,1,0.443504,0.078742,0.522246,0.445197,-0.490191,0.8,-1.5
32.106,4.37175,3.63683,0,1,0,1,0.219506,0.281784,0.50129,0.624395,-0.123705,0.8,-1.5
32.284,4.37044,3.74195,0,1,0,1,0.130554,0.32436,0.454914,0.695557,-0.0430623,0.8,-1.5
32.476,4.37723,3.86106,0,1,0,1,0.0265901,0.350155,0.376745,0.778728,0.0149582,0.8,-1.5
32.669,4.38967,4.0025,0,1,0,1,0.0111316,0.346888,0.35802,0.791095,0.00707388,0.8,-1.5
32.87,4.40708,4.15783,0,1,0,1,0.00787604,0.346392,0.354268,0.793699,0.00586144,0.8,-1.5
33.07,4.4251,4.31517,0,1,0,1,0.745781,0.476968,1.22275,0,-0.00156053,-0,-1.5
33.286,4.44234,4.45806,0,1,0,1,0.52657,0.48245,1.00902,0,0.0156606,-0,-1.5
33.49,4.45841,4.5609,0,1,0,1,0.28286,0.460243,0.743103,0.226288,-0.0541029,-0,-1.5
33.701,4.46863,4.6143,0,1,0,1,0.0716285,0.322629,0.394257,0.0573028,-0.486432,-0,-1.5
33.911,4.47779,4.65633,0,1,0,1,0.00635103,0.345348,0.351699,0.00508082,-0.415058,-0,-1.5
34.089,4.48181,4.67241,0,1,0,1,0.0294801,0.352078,0.381558,0.0235841,-0.393913,-0,-1.5
34.27,4.48341,4.67736,0,1,0,1,0.0133792,0.284316,0.297695,0.0107034,-0.606796,-0,-1.5
34.458,4.48459,4.68038,0,1,0,1,0.0391895,0.253886,0.293075,0.0313516,-0.702395,-0,-1.5
34.663,4.48658,4.68385,0,1,0,1,0.034056,0.196074,0.23013,0.0272448,-0.884017,-0,-1.5
34.862,4.48993,4.68875,0,1,0,1,0.0346186,0.119865,0.154484,0.0276949,-1.12343,-0,-1.5
35.063,4.49355,4.69255,0,1,0,1,0.0327953,0.0514815,0.0842768,0.0262362,-1.33827,-0,-1.5
35.26,4.49815,4.69567,0,1,0,1,0.0327062,0,0.0327062,0.0261649,-1.5,-0,-1.5
35.463,4.50339,4.6975,0,1,0,1,0.767098,0.10439,0.871488,0.186322,-1.14,0.8,-1.5
35.689,4.52122,4.69816,0,1,0,1,0.666456,0.431202,1.09766,0,-1.21528,0.8,-0
35.868,4.54754,4.69451,0,1,0,1,0.753596,0.713682,1.46728,0,-1.08,0.8,0.914045
36.064,4.54805,4.69427,0,1,0,1,0.800719,0.695893,1.49661,0,-0.661716,0.8,0.914045
36.27,4.54985,4.69305,0,1,0,1,0.789601,0.689084,1.47868,0,-0.662253,0.8,0.897757
36.466,4.54998,4.69289,0,1,0,1,0.79946,0.726036,1.5255,0,-0.490411,0.8,1.32103
36.668,4.55026,4.69257,0,1,0,1,0.799164,0.735441,1.5346,0,-0.452504,0.8,1.5
36.873,4.55023,4.69257,0,1,0,1,0.796679,0.712056,1.50874,0,-0.369534,0.8,1.5
37.068,4.5504,4.69229,0,1,0,1,0.900044,0.558655,1.4587,0,-0.0639048,0.8,1.5
37.266,4.55057,4.69197,0,1,0,1,0.157997,0.094982,0.252979,0.117999,0.238222,0.244396,1.5
37.478,4.55546,4.68304,0,1,0,1,0.0451164,0.30884,0.353956,0.0360931,0.529751,-0,1.5
37.673,4.56304,4.66986,0,1,0,1,0.0481989,0.244578,0.292777,0.0385591,0.731635,-0,1.5
37.877,4.56794,4.66293,0,1,0,1,0.0496384,0.182963,0.232601,0.0397107,0.925205,-0,1.5
38.081,4.57261,4.6578,0,1,0,1,0.753766,0.372148,1.12591,0,0.463772,0.8,-0
38.281,4.57602,4.65485,0,1,0,1,0.797522,0.208311,1.00583,0,0.124275,0.8,-0
38.488,4.57673,4.6544,0,1,0,1,0.794318,0.0353251,0.829643,0.164546,0.0183361,0.8,-0
38.704,4.58628,4.64838,0,1,0,1,0.575886,0.18221,0.758096,0.339291,0.218639,0.8,-0
38.909,4.61761,4.62917,0,1,0,1,0.453033,0.180815,0.633848,0.437574,0.279267,0.8,-0
39.107,4.67863,4.59384,0,1,0,1,0.208857,0.156521,0.365379,0.632914,0.338993,0.8,-0
39.309,4.76054,4.55076,0,1,0,1,0.10194,0.146484,0.248424,0.718448,0.356127,0.8,-0
39.493,4.87603,4.49533,0,1,0,1,0.152544,0.16347,0.316014,0.677965,0.382398,0.8,-0
39.695,5.00489,4.44266,0,1,0,1,0.254102,0.172713,0.426815,0.596719,0.359798,0.8,-0
39.917,5.10653,4.40842,0,1,0,1,0.058413,0.11265,0.171063,0.75327,0.2783,0.8,-0
40.103,5.22455,4.37657,0,1,0,1,0.0702934,0.110573,0.180866,0.743765,0.269284,0.8,-0
40.301,5.39367,4.34293,0,1,0,1,0.0160159,0.083741,0.0997569,0.787187,0.212007,0.8,-0
40.5,5.54656,4.32118,0,1,0,1,0.0197592,0.0799645,0.0997237,0.784193,0.201253,0.8,-0
40.706,5.70297,4.30521,0,1,0,1,0.0187486,0.0470406,0.0657893,0.785001,0.116861,0.8,-0
40.901,5.85939,4.29477,0,1,0,1,0.0205725,0.0440786,0.0646511,0.783542,0.109201,0.8,-0
41.103,6.01614,4.28782,0,1,0,1,0.0218354,0.0154647,0.0373001,0.782532,0.0380483,0.8,-0
41.297,6.17269,4.28365,0,1,0,1,0.0209715,0.0355148,0.0564863,0.783223,0.087751,0.8,-0
41.502,6.32928,4.28105,0,1,0,1,0.0246682,0.0190772,0.0437454,0.780265,0.0468196,0.8,-0
41.705,6.48547,4.28083,0,1,0,1,0.02397,0.014609,0.038579,0.780824,0.0358615,0.8,-0
41.903,6.6413,4.28209,0,1,0,1,0.0221652,0.0123801,0.0345453,0.782268,0.0304402,0.8,-0
42.101,6.77091,4.28401,0,1,0,1,0.021916,0.00941615,0.0313322,0.782467,0.0231535,0.8,-0
42.308,6.95374,4.28804,0,1,0,1,0.0242064,0.00200663,0.026213,0.780635,0.00492119,0.8,-0
42.508,7.10958,4.29232,0,1,0,1,0.0201733,0.0177784,0.0379517,0.783861,0.0438262,0.8,-0
42.713,7.26592,4.29716,0,1,0,1,0.0246779,0.00241065,0.0270886,0.780258,0.00590921,0.8,-0
42.91,7.42187,4.3031,0,1,0,1,0.0225406,0.00338007,0.0259207,0.781968,0.00830388,0.8,-0
43.108,7.57761,4.30931,0,1,0,1,0.0190435,0.00351612,0.0225596,0.784765,-0.00866903,0.8,-0
43.316,7.73409,4.3158,0,1,0,1,0.0249076,0.00216907,0.0270767,0.780074,0.00531576,0.8,-0
43.517,7.86351,4.3212,0,1,0,1,0.0272188,0.00158461,0.0288034,0.778225,0.0038742,0.8,-0
43.711,8.01876,4.32789,0,1,0,1,0.0229295,0.00434927,0.0272787,0.781656,-0.0106809,0.8,-0
43.917,8.20115,4.33613,0,1,0,1,0.0256225,0.00545119,0.0310737,0.779502,0.0133506,0.8,-0
44.114,8.35668,4.34337,0,1,0,1,0.0286813,0.00467625,0.0333576,0.777055,0.0114164,0.8,-0
44.317,8.5116,4.35093,0,1,0,1,0.029453,0.0057187,0.0351717,0.776438,0.0139509,0.8,-0
44.522,8.66663,4.359,0,1,0,1,0.0300146,0.0108258,0.0408404,0.775988,0.0264017,0.8,-0
44.723,8.82154,4.36761,0,1,0,1,0.0298935,0.00742512,0.0373186,0.776085,0.0181068,0.8,-0
44.921,8.97638,4.37689,0,1,0,1,0.0266639,0.0014158,0.0280797,0.778669,-0.00346343,0.8,-0
45.127,9.13137,4.38661,0,1,0,1,0.0213957,0.00455832,0.025954,0.782883,0.011212,0.8,-0
45.323,9.2869,4.39655,0,1,0,1,0.0194611,0.0048782,0.0243393,0.784431,0.0120226,0.8,-0
45.53,9.44307,4.40674,0,1,0,1,0.0131979,0.0404903,0.0536881,0.789442,0.100965,0.8,-0
45.729,9.57315,4.41562,0,1,0,1,0.0165942,0.044856,0.0614502,0.786725,-0.111604,0.8,-0
45.934,9.7569,4.43004,0,1,0,1,0.0161674,0.067686,0.0838534,0.787066,-0.169932,0.8,-0
46.131,9.91381,4.43957,0,1,0,1,0.0131211,0.0645924,0.0777135,0.789503,-0.162444,0.8,-0
46.333,10.0713,4.44443,0,1,0,1,0.00651293,0.0681722,0.0746851,0.79479,-0.172871,0.8,-0
46.531,10.2296,4.44477,0,1,0,1,0.00489263,0.0422954,0.047188,0.796086,-0.106407,0.8,-0
46.732,10.3887,4.44044,0,1,0,1,0.00163377,0.043436,0.0450698,0.798693,-0.10967,0.8,-0
46.924,10.5479,4.43273,0,1,0,1,0.00475595,0.0280148,0.0327707,0.803805,-0.0709269,0.8,-0
47.125,10.7081,4.42187,0,1,0,1,0.00308402,0.0268496,0.0299337,0.802467,-0.0678496,0.8,-0
47.322,10.8682,4.40875,0,1,0,1,0.0043139,0.0243773,0.0286912,0.803451,-0.0616516,0.8,-0
47.524,11.0278,4.39362,0,1,0,1,0.0110007,0.0181329,0.0291337,0.808801,-0.0461243,0.8,-0
47.722,11.1883,4.37646,0,1,0,1,0.0410182,0.15365,0.194668,0.767185,-0.348843,0.8,-1.02796
47.93,11.3434,4.35665,0,1,0,1,0.0402641,0.10242,0.142684,0.767789,-0.60813,0.8,-1.22331
48.126,11.4697,4.3329,0,1,0,1,0.0442262,0.0830103,0.127237,0.764619,-0.819542,0.8,-1.5
48.334,11.641,4.28094,0,1,0,1,0.044949,0.193489,0.238438,0.764041,-0.535042,0.8,-0.00244068
48.536,11.7794,4.21579,0,1,0,1,0.0433593,0.0954053,0.138765,0.765313,-0.236508,0.8,-0
48.738,11.9115,4.13914,0,1,0,1,0.04403,0.0475963,0.0916263,0.764776,-0.115216,0.8,-0
48.937,12.0406,4.05708,0,1,0,1,0.0453212,0.0705701,0.115891,0.763743,-0.172154,0.8,-0
49.137,12.1673,3.97246,0,1,0,1,0.0390886,0.074374,0.113463,0.768729,-0.182957,0.8,-0
49.335,12.2922,3.8834,0,1,0,1,0.0431191,0.0692475,0.112367,0.765505,-0.169212,0.8,-0
49.535,12.3934,3.8064,0,1,0,1,0.0447963,0.0805841,0.12538,0.764163,-0.197699,0.8,-0
49.739,12.5322,3.69373,0,1,0,1,0.0485876,0.0580079,0.106596,0.76113,-0.140262,0.8,-0
49.942,12.6468,3.59355,0,1,0,1,0.0495772,0.0783145,0.127892,0.760338,-0.190936,0.8,-0
50.15,12.7585,3.49042,0,1,0,1,0.00199177,0.0630274,0.0650191,0.798407,-0.160189,0.8,-0
50.34,12.8695,3.38127,0,1,0,1,0.00598847,0.0641191,0.0701075,0.795209,-0.162386,0.8,-0
50.543,12.9798,3.26636,0,1,0,1,0.00445961,0.00816718,0.0126268,0.796432,0.0204393,0.8,-0
50.736,13.0879,3.14884,0,1,0,1,0.00756941,0.0221145,0.0296839,0.793944,-0.0552479,0.8,-0
50.94,13.1957,3.03203,0,1,0,1,0.0083312,0.209164,0.217496,0.793335,-0.357837,0.8,-1.5
51.138,13.2837,2.9339,0,1,0,1,0.00640615,0.129954,0.13636,0.794875,-0.633084,0.8,-1.5
51.344,13.3999,2.78726,0,1,0,1,0.00980014,0.0806799,0.09048,0.79216,-0.861622,0.8,-1.5
51.546,13.4826,2.65244,0,1,0,1,0.00523794,0.201465,0.206703,0.79581,-0.583805,0.8,-0
51.756,13.5448,2.50696,0,1,0,1,0.00390922,0.105955,0.109865,0.796873,-0.275505,0.8,-0
