dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,1

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w
18.528,3.8702,0.0255382,0,1,0,1,0.668419,0.0094213,0.677841,0.265265,0.0141319
18.733,3.91462,0.0531097,0,1,0,1,0.669029,0.0155414,0.68457,0.264777,0.0233121
18.925,3.96679,0.0860946,0,1,0,1,0.715439,0.0117753,0.727214,0.227649,0.0176629
19.127,4.00736,0.111985,0,1,0,1,0.5606,0.60823,1.16883,0,0.34354
19.318,4.03957,0.132966,0,1,0,1,0.600868,0.750831,1.3517,0,0.373754
19.507,4.04456,0.136289,0,1,0,1,0.79663,0.599472,1.3961,0,0.600791
19.709,4.04528,0.136871,0,1,0,1,0.79974,0.219329,1.01907,0,0.829215
19.904,4.04581,0.13744,0,1,0,1,0.801107,0.0639674,0.865075,0.159114,1.01344
20.135,4.05273,0.147364,0,1,0,1,0.653673,0.304771,0.958444,0.277062,0.687522
20.337,4.0685,0.177628,0,1,0,1,0.575897,0.241977,0.817874,0.339282,0.362966
20.543,4.08845,0.232325,0,1,0,1,0.459913,0.0584427,0.518355,0.43207,0.0876641
20.758,4.10753,0.300769,0,1,0,1,0.459191,0.0552114,0.514403,0.432647,0.0828171
20.97,4.1264,0.38394,0,1,0,1,0.507319,0.011881,0.5192,0.394145,0.0178215
21.143,4.14097,0.451907,0,1,0,1,0.640988,0.142391,0.783378,0.28721,0.213586
21.359,4.15428,0.522117,0,1,0,1,0.517054,0.0282233,0.545277,0.386357,0.042335
21.553,4.16368,0.581123,0,1,0,1,0.463644,0.0156666,0.479311,0.429085,0.0234998
21.759,4.17327,0.657576,0,1,0,1,0.459149,0.00858521,0.467734,0.432681,-0.0128778
21.955,4.18434,0.757232,0,1,0,1,0.511265,0.00764754,0.518913,0.390988,-0.0114713
22.164,4.1923,0.835639,0,1,0,1,0.511502,0.0174508,0.528953,0.390798,0.0261763
22.369,4.19875,0.914345,0,1,0,1,0.45812,0.0265845,0.484705,0.433504,0.0398767
22.559,4.20466,0.993233,0,1,0,1,0.505337,0.0190119,0.524348,0.395731,0.0285178
22.78,4.20885,1.07273,0,1,0,1,0.448916,0.0127978,0.461714,0.440867,-0.0191967
22.965,4.21068,1.15248,0,1,0,1,0.547741,0.0105675,0.558309,0.361807,-0.0158512
23.179,4.21156,1.23495,0,1,0,1,0.518594,0.00321991,0.521813,0.385125,-0.00482986
23.362,4.21163,1.3079,0,1,0,1,0.512158,0.0028496,0.515008,0.390274,-0.0042744
23.567,4.2113,1.37286,0,1,0,1,0.511463,0.00489218,0.516355,0.390829,-0.00733827
23.767,4.21089,1.45094,0,1,0,1,0.46435,0.0434425,0.507793,0.42852,-0.0651637
23.959,4.21041,1.54296,0,1,0,1,0.522649,0.0580371,0.580686,0.381881,-0.0870557
24.168,4.20989,1.62381,0,1,0,1,0.520747,0.0471671,0.567914,0.383402,-0.0707506
24.367,4.21025,1.70028,0,1,0,1,0.469735,0.0416733,0.511408,0.424212,-0.0625099
24.566,4.21169,1.77914,0,1,0,1,0.519118,0.011051,0.530169,0.384706,0.0165765
24.775,4.21411,1.8614,0,1,0,1,0.519097,0.0115932,0.530691,0.384722,0.0173898
24.968,4.21644,1.93827,0,1,0,1,0.516659,0.0083873,0.525046,0.386673,0.012581
25.166,4.21857,2.01543,0,1,0,1,0.512971,0.0117572,0.524728,0.389623,0.0176358
25.372,4.22061,2.09314,0,1,0,1,0.56293,0.0130386,0.575968,0.349656,0.0195579
25.573,4.22211,2.15686,0,1,0,1,0.521312,0.0130827,0.534394,0.382951,-0.0196241
25.768,4.22364,2.22689,0,1,0,1,0.488268,0.0143552,0.502624,0.409385,-0.0215328
25.97,4.22547,2.31795,0,1,0,1,0.487335,0.00879246,0.496127,0.410132,-0.0131887
26.169,4.22746,2.39986,0,1,0,1,0.489424,0.0310259,0.52045,0.408461,0.0465388
26.375,4.22962,2.48176,0,1,0,1,0.536244,0.0100826,0.546327,0.371004,-0.0151239
26.578,4.23158,2.56058,0,1,0,1,0.535092,0.00434388,0.539436,0.371926,-0.00651582
26.77,4.23361,2.6348,0,1,0,1,0.488082,0.00228291,0.490365,0.409534,-0.00342436
26.969,4.23573,2.71063,0,1,0,1,0.497979,0.0117635,0.509743,0.401617,0.0176452
27.171,4.23778,2.79234,0,1,0,1,0.245025,0.0259716,0.270997,0.60398,-0.0389574
27.375,4.2396,2.87585,0,1,0,1,0.215947,0.00249559,0.218442,0.627243,-0.00374339
27.555,4.24086,2.98948,0,1,0,1,0.273954,0.0460992,0.320053,0.580837,-0.0691488
27.747,4.24171,3.1109,0,1,0,1,0.324019,0.0368084,0.360828,0.540785,-0.0552126
27.953,4.24309,3.20543,0,1,0,1,0.37835,0.00890299,0.387253,0.49732,-0.0133545
28.153,4.24551,3.3114,0,1,0,1,0.426371,0.0111924,0.437563,0.458903,-0.0167886
28.368,4.24882,3.42366,0,1,0,1,0.478508,0.025411,0.503919,0.417194,-0.0381165
28.56,4.25197,3.51124,0,1,0,1,0.476236,0.782075,1.25831,0,-0.326888
28.78,4.25525,3.58854,0,1,0,1,0.504966,0.795596,1.30056,0,-0.306606
28.959,4.25771,3.63137,0,1,0,1,0.634231,0.882928,1.51716,0,-0.175608
29.121,4.25817,3.63906,0,1,0,1,0.801674,0.688399,1.49007,0,-0.467401
29.333,4.25822,3.63976,0,1,0,1,0.797998,0.522341,1.32034,0,-0.716488
29.514,4.25841,3.64067,0,1,0,1,0.802712,0.393732,1.19644,0,-0.909403
29.715,4.25864,3.64144,0,1,0,1,0.804548,0.241141,1.04569,0,-1.13829
29.91,4.25868,3.64142,0,1,0,1,0.80807,0.545776,1.35385,0,-0.818664
30.11,4.25871,3.64138,0,1,0,1,0.850456,0.366762,1.21722,0,-0.550143
30.311,4.25891,3.64153,0,1,0,1,0.850392,0.189988,1.04038,0,-0.284982
30.518,4.25912,3.64168,0,1,0,1,0.849624,0.00874322,0.858368,0.1203,-0.0131148
30.73,4.26557,3.64634,0,1,0,1,0.760497,0.843552,1.60405,0,0.234673
30.923,4.27909,3.65599,0,1,0,1,0.799309,0.670777,1.47009,0,0.493835
31.118,4.28032,3.6569,0,1,0,1,0.801941,0.539142,1.34108,0,0.691287
31.323,4.28179,3.65824,0,1,0,1,0.0173636,0.243725,0.261088,0.0759726,0.365587
31.523,4.28804,3.66548,0,1,0,1,0.0478788,0.0363474,0.0842262,0.038303,0.0545212
31.73,4.29454,3.6737,0,1,0,1,0,0,0,0,0
31.921,4.29733,3.67735,0,1,0,1,0,0,0,0,0
32.12,4.29728,3.67728,0,1,0,1,0,0,0,0,0
