dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1.875

joyvel,joyang,CandVel,CandAng,adm,safe,vel_h_cost,ang_h_cost,cost
0,0,0.000436657,3.97996e-07,0,1,0.000545822,2.65331e-07,0.000546087
0,0,0,0,0,1,0,0,0
0,0,0.000436657,-0.75,0.429399,0.570601,0.000545822,0.5,0.715011
0,0,0.000436657,-0.6,0.286748,0.713252,0.000545822,0.4,0.572438
0,0,0.000436657,-0.45,0.0489974,0.951003,0.000545822,0.3,0.334817
0,0,0.000436657,-0.3,0,1,0.000545822,0.2,0.200546
0,0,0.000436657,-0.15,0,1,0.000545822,0.0999997,0.100546
0,0,0.000436657,3.97996e-07,0,1,0.000545822,2.65331e-07,0.000546087
0,0,0.000436657,0.15,0,1,0.000545822,0.1,0.100546
0,0,0.000436657,0.3,0,1,0.000545822,0.2,0.200546
0,0,0.000436657,0.45,0.0489991,0.951001,0.000545822,0.3,0.334819
0,0,0.000436657,0.6,0.286749,0.713251,0.000545822,0.4,0.572439
0,0,0.100437,-0.75,0.438108,0.561892,0.125546,0.5,0.789597
0,0,0.100437,-0.6,0.304142,0.695858,0.125546,0.4,0.669847
0,0,0.100437,-0.45,0.089791,0.910209,0.125546,0.3,0.477126
0,0,0.100437,-0.3,0,1,0.125546,0.2,0.325546
0,0,0.100437,-0.15,0,1,0.125546,0.0999997,0.225546
0,0,0.100437,3.97996e-07,0,1,0.125546,2.65331e-07,0.125546
0,0,0.100437,0.15,0,1,0.125546,0.1,0.225546
0,0,0.100437,0.3,0,1,0.125546,0.2,0.325546
0,0,0.100437,0.45,0.210877,0.789123,0.125546,0.3,0.546685
0,0,0.100437,0.6,0.404778,0.595222,0.125546,0.4,0.717595
0,0,0.200437,-0.75,0.529161,0.470839,0.250546,0.5,0.882547
0,0,0.200437,-0.6,0.417432,0.582568,0.250546,0.4,0.796419
0,0,0.200437,-0.45,0.239675,0.760325,0.250546,0.3,0.658269
0,0,0.200437,-0.3,0,1,0.250546,0.2,0.450546
0,0,0.200437,-0.15,0,1,0.250546,0.0999997,0.350546
0,0,0.200437,3.97996e-07,0,1,0.250546,2.65331e-07,0.250546
0,0,0.200437,0.15,0,1,0.250546,0.1,0.350546
0,0,0.200437,0.3,0.126339,0.873661,0.250546,0.2,0.519964
0,0,0.200437,0.45,0.383711,0.616289,0.250546,0.3,0.723006
0,0,0.200437,0.6,0.527793,0.472207,0.250546,0.4,0.834986
0,0,0.300437,-0.75,0.626797,0.373203,0.375546,0.5,0.953553
0,0,0.300437,-0.6,0.543508,0.456492,0.375546,0.4,0.897538
0,0,0.300437,-0.45,0.417477,0.582523,0.375546,0.3,0.810998
0,0,0.300437,-0.3,0.218755,0.781245,0.375546,0.2,0.668397
0,0,0.300437,-0.15,0.114966,0.885034,0.375546,0.0999997,0.53584
0,0,0.300437,3.97996e-07,0,1,0.375546,2.65331e-07,0.375546
0,0,0.300437,0.15,0.159169,0.840831,0.375546,0.1,0.559023
0,0,0.300437,0.3,0.398723,0.601277,0.375546,0.2,0.744786
0,0,0.300437,0.45,0.553616,0.446384,0.375546,0.3,0.855169
0,0,0.300437,0.6,0.650192,0.349808,0.375546,0.4,0.921484
0,0,0.400437,-0.75,0.722387,0.277613,0.500546,0.5,1.00015
0,0,0.400437,-0.6,0.665188,0.334812,0.500546,0.4,0.966701
0,0,0.400437,-0.45,0.583588,0.416412,0.500546,0.3,0.916945
0,0,0.400437,-0.3,0.466577,0.533423,0.500546,0.2,0.840264
0,0,0.400437,-0.15,0.477175,0.522825,0.500546,0.0999997,0.791155
0,0,0.400437,3.97996e-07,0.468856,0.531144,0.500546,2.65331e-07,0.734718
0,0,0.400437,0.15,0.5274,0.4726,0.500546,0.1,0.811218
0,0,0.400437,0.3,0.629249,0.370751,0.500546,0.2,0.888977
0,0,0.400437,0.45,0.710576,0.289424,0.500546,0.3,0.942273
0,0,0.400437,0.6,0.767292,0.232708,0.500546,0.4,0.976856
0,0,0.500437,-0.75,0.813825,0.186175,0.625546,0.5,1.02337
0,0,0.500437,-0.6,0.778908,0.221092,0.625546,0.4,1.00565
0,0,0.500437,-0.45,0.732063,0.267937,0.625546,0.3,0.980051
0,0,0.500437,-0.3,0.671494,0.328506,0.625546,0.2,0.942691
0,0,0.500437,-0.15,0.705521,0.294479,0.625546,0.0999997,0.919179
0,0,0.500437,3.97996e-07,0.761422,0.238578,0.625546,2.65331e-07,0.910664
0,0,0.500437,0.15,0.779289,0.220711,0.625546,0.1,0.939425
0,0,0.500437,0.3,0.815594,0.184406,0.625546,0.2,0.96783
0,0,0.500437,0.45,0.849594,0.150406,0.625546,0.3,0.988802
0,0,0.500437,0.6,0.87589,0.12411,0.625546,0.4,1.00317

0,0,0.000436657,3.97996e-07,0,1,0.000545822,2.65331e-07,0.000546087
0,0,0,0,0,1,0,0,0
0,0,0.000436657,-0.75,0.429649,0.570351,0.000545822,0.5,0.715135
0,0,0.000436657,-0.6,0.287061,0.712939,0.000545822,0.4,0.572625
0,0,0.000436657,-0.45,0.0494142,0.950586,0.000545822,0.3,0.335109
0,0,0.000436657,-0.3,0,1,0.000545822,0.2,0.200546
0,0,0.000436657,-0.15,0,1,0.000545822,0.0999997,0.100546
0,0,0.000436657,3.97996e-07,0,1,0.000545822,2.65331e-07,0.000546087
0,0,0.000436657,0.15,0,1,0.000545822,0.1,0.100546
0,0,0.000436657,0.3,0,1,0.000545822,0.2,0.200546
0,0,0.000436657,0.45,0.0494159,0.950584,0.000545822,0.3,0.33511
0,0,0.000436657,0.6,0.287062,0.712938,0.000545822,0.4,0.572626
0,0,0.100437,-0.75,0.436809,0.563191,0.125546,0.5,0.78911
0,0,0.100437,-0.6,0.302717,0.697283,0.125546,0.4,0.669171
0,0,0.100437,-0.45,0.088363,0.911637,0.125546,0.3,0.476306
0,0,0.100437,-0.3,0,1,0.125546,0.2,0.325546
0,0,0.100437,-0.15,0,1,0.125546,0.0999997,0.225546
0,0,0.100437,3.97996e-07,0,1,0.125546,2.65331e-07,0.125546
0,0,0.100437,0.15,0,1,0.125546,0.1,0.225546
0,0,0.100437,0.3,0,1,0.125546,0.2,0.325546
0,0,0.100437,0.45,0.211192,0.788808,0.125546,0.3,0.546866
0,0,0.100437,0.6,0.405016,0.594984,0.125546,0.4,0.717708
0,0,0.200437,-0.75,0.529349,0.470651,0.250546,0.5,0.882594
0,0,0.200437,-0.6,0.417665,0.582335,0.250546,0.4,0.796501
0,0,0.200437,-0.45,0.239979,0.760021,0.250546,0.3,0.658405
0,0,0.200437,-0.3,0,1,0.250546,0.2,0.450546
0,0,0.200437,-0.15,0,1,0.250546,0.0999997,0.350546
0,0,0.200437,3.97996e-07,0,1,0.250546,2.65331e-07,0.250546
0,0,0.200437,0.15,0,1,0.250546,0.1,0.350546
