dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,3.75

timestep,Now vel,now ang,joy vel,joy ang,num cand,ave d_U,pub d_U,velscore,angcore,cost,distance
0,
0.768,1.45999e-05,-6.61423e-07,0,0,62,1.78017,
0.788,0.000443026,4.41415e-07,0,0,62,1.78017,
1.291,0.00212062,-2.62096e-05,0,0,62,1.7735,
1.796,-0.00221553,1.73615e-05,0,0,52,1.78194,
2.293,3.92557e-05,-1.53667e-06,0,0,52,1.75501,
2.798,3.78763e-05,-1.51889e-06,0,0,52,1.7781,
3.298,-0.000476227,1.07203e-05,0,0,52,1.77974,
3.799,0.000337357,-7.11593e-06,0,0,52,1.76416,
4.3,-0.000944567,1.38448e-05,0,0,42,1.78705,
4.803,3.90265e-05,-1.53569e-06,-0,-0,62,1.78084,
5.304,0.000446383,4.63382e-07,-0,-1.5,62,1.77292,
5.804,-0.00216705,-0.696501,-0,-1.5,52,100,
6.305,-0.00173396,-0.682848,-0,-1.5,57,100,
6.807,-0.00459505,-0.635103,-0,-1.5,57,100,
7.307,-0.00911012,-0.544475,-0,-1.5,57,100,
7.808,-0.00995946,-0.513073,-0,-1.5,46,100,
8.309,-0.00730454,-0.484513,-0,-0,46,100,
8.81,0.000569755,0.000185597,0.0186748,-0,62,100,
9.31,0.000247007,0.000121238,0.8,-1.5,62,100,
9.811,0.50132,-0.654352,0.8,-1.5,81,100,
10.312,0.500983,-1.24984,0.8,-0.14893,57,100,
10.812,0.497332,-0.541845,0.8,-0,82,100,
11.313,0.399042,0.0548447,0.8,-0,82,100,
11.814,0.397854,0.0852234,0.8,-0,82,100,
12.314,0.387097,0.144078,0.8,-0,82,100,
12.816,0.383607,0.139573,0.8,-0,82,100,
13.318,0.385145,-0.0088478,0.8,-0,82,100,
13.819,0.385058,-0.0075771,0.8,1.35356,82,100,
14.319,0.686371,0.563984,0.8,1.5,78,100,
14.82,0.687576,0.505137,0.8,1.5,78,2.9988,
15.32,0.685375,0.409735,0.8,1.5,78,2.25954,
15.822,0.68757,0.391733,0.8,1.5,78,100,
16.323,0.687489,0.363398,0.8,1.5,78,100,
16.823,0.686536,0.342878,0.8,1.5,78,100,
17.325,0.688146,0.31385,0.8,1.5,78,100,
17.826,0.589321,1.01863,0.8,1.5,73,3.15513,
18.329,0.58861,0.886329,0.8,1.5,81,1.7275,
18.829,0.590835,0.769839,0.8,-0,81,1.2764,
19.33,0.288505,0.0186197,0.8,-0,82,1.01343,
19.831,0.197252,0.0145412,0.8,-0,72,0.899278,
20.331,0.197868,0.00696386,0.8,-0,72,0.824952,
20.832,0.197813,0.0031818,0.8,-0,72,0.700789,
21.333,0.0976344,-0.00299807,0.8,-0,62,0.643006,
21.833,0.0984004,-0.00777497,0.8,-0,62,0.619324,
22.335,0.100009,-0.00718774,0.8,-0,62,0.551805,
22.835,0.102272,-0.00130228,0.8,-0,72,0.485269,
23.336,-0.000824415,-0.0105492,0.8,-0,42,0.479005,
23.837,-0.00313955,-0.00820676,0.8,-0,52,0.461628,
24.338,0.00374762,0.0156425,0.8,-0,62,0.491177,
24.837,-0.00239585,0.0138465,0.8,-0,52,0.476541,
25.339,0.0047141,0.0426099,0.8,-0,62,0.473824,
25.84,0.00351386,0.0448574,0.8,-0,62,0.487839,
26.341,-0.00159442,0.0420738,0.8,-0,52,0.481545,
26.842,0.00467429,0.0675255,0.8,-0,62,0.489225,
27.343,-0.00129464,0.0705883,0.8,-0,52,0.498562,
27.845,-0.000488975,0.0671587,0.8,-0,52,0.505876,
28.347,-0.000966255,-0.0044367,0.8,-0,52,0.480292,
28.848,-0.00252793,-0.0049433,0.8,-0,52,0.498699,
29.348,-0.00262007,-0.0054919,0.8,-0,52,0.509243,
29.848,-0.00262904,-0.00605498,0.8,-0,52,0.481148,
30.349,-0.00264698,-0.00639878,0.8,-0,52,0.507557,
30.849,-0.00263556,-0.000946275,0.8,-0,42,0.503391,
31.35,7.61603e-05,-0.418648,0.8,-0,62,0.474422,
31.852,0.00461688,0.0445199,0.8,-0,62,0.474637,
32.353,0.00110948,0.00982769,0.8,-0,62,0.457451,
32.854,-0.000970429,0.00255353,0.8,-1.5,42,0.471312,
