dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.5,0.1,3,2,1,1,3,3,1,1.875

joyvel,joyang,CandVel,CandAng,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost
0,0,-0.00222463,1.74249e-05,0,1,0,1,0.00278078,1.16166e-05,0.0027924
0,0,0,0,0,1,0,1,0,0,0
0,0,0.0977754,-0.749983,0,1,0.560111,0.439889,0.122219,0.499988,0.90227
0,0,0.0977754,-0.599983,0,1,0.223567,0.776433,0.122219,0.399988,0.65635
0,0,0.0977754,-0.449983,0,1,0.144935,0.855065,0.122219,0.299988,0.523664
0,0,0.0977754,-0.299983,0,1,0.170529,0.829471,0.122219,0.199988,0.458633
0,0,0.0977754,-0.149983,0,1,0.247316,0.752684,0.122219,0.0999884,0.444795
0,0,0.0977754,1.74249e-05,0,1,0,1,0.122219,1.16166e-05,0.122231
0,0,0.0977754,0.150017,0,1,0.221692,0.778308,0.122219,0.100012,0.421751
0,0,0.0977754,0.300017,0,1,0.157725,0.842275,0.122219,0.200012,0.448409
0,0,0.0977754,0.450017,0,1,0.136401,0.863599,0.122219,0.300012,0.51771
0,0,0.0977754,0.600017,0,1,0.230062,0.769938,0.122219,0.400012,0.660265
0,0,0.197775,-0.749983,0,1,0.560111,0.439889,0.247219,0.499988,1.02727
0,0,0.197775,-0.599983,0,1,0.223567,0.776433,0.247219,0.399988,0.78135
0,0,0.197775,-0.449983,0,1,0.144935,0.855065,0.247219,0.299988,0.648664
0,0,0.197775,-0.299983,0,1,0.170529,0.829471,0.247219,0.199988,0.583633
0,0,0.197775,-0.149983,0,1,0.247316,0.752684,0.247219,0.0999884,0.569795
0,0,0.197775,1.74249e-05,0,1,0,1,0.247219,1.16166e-05,0.247231
0,0,0.197775,0.150017,0,1,0.221692,0.778308,0.247219,0.100012,0.546751
0,0,0.197775,0.300017,0,1,0.157725,0.842275,0.247219,0.200012,0.573409
0,0,0.197775,0.450017,0,1,0.136401,0.863599,0.247219,0.300012,0.64271
0,0,0.197775,0.600017,0,1,0.230062,0.769938,0.247219,0.400012,0.785265
0,0,0.297775,-0.749983,0,1,0.560111,0.439889,0.372219,0.499988,1.15227
0,0,0.297775,-0.599983,0,1,0.223567,0.776433,0.372219,0.399988,0.90635
0,0,0.297775,-0.449983,0,1,0.144935,0.855065,0.372219,0.299988,0.773664
0,0,0.297775,-0.299983,0,1,0.170529,0.829471,0.372219,0.199988,0.708633
0,0,0.297775,-0.149983,0,1,0.247316,0.752684,0.372219,0.0999884,0.694795
0,0,0.297775,1.74249e-05,0,1,0,1,0.372219,1.16166e-05,0.372231
0,0,0.297775,0.150017,0,1,0.221692,0.778308,0.372219,0.100012,0.671751
0,0,0.297775,0.300017,0,1,0.157725,0.842275,0.372219,0.200012,0.698409
0,0,0.297775,0.450017,0,1,0.136401,0.863599,0.372219,0.300012,0.76771
0,0,0.297775,0.600017,0,1,0.230062,0.769938,0.372219,0.400012,0.910265
0,0,0.397775,-0.749983,0.183255,0.816745,0.560111,0.439889,0.497219,0.499988,1.36941
0,0,0.397775,-0.599983,0.245425,0.754575,0.223567,0.776433,0.497219,0.399988,1.15475
0,0,0.397775,-0.449983,0.422242,0.577758,0.144935,0.855065,0.497219,0.299988,1.11096
0,0,0.397775,-0.299983,0.45919,0.54081,0.170529,0.829471,0.497219,0.199988,1.0645
0,0,0.397775,-0.149983,0.481784,0.518216,0.247316,0.752684,0.497219,0.0999884,1.06203
0,0,0.397775,1.74249e-05,0.488136,0.511864,0,1,0.497219,1.16166e-05,0.742656
0,0,0.397775,0.150017,0.479447,0.520553,0.221692,0.778308,0.497219,0.100012,1.03781
0,0,0.397775,0.300017,0.456849,0.543151,0.157725,0.842275,0.497219,0.200012,1.0531
0,0,0.397775,0.450017,0.419898,0.580102,0.136401,0.863599,0.497219,0.300012,1.10383
0,0,0.397775,0.600017,0.229695,0.770305,0.230062,0.769938,0.497219,0.400012,1.15075
0,0,0.497775,-0.749983,0.505456,0.494544,0.560111,0.439889,0.622219,0.499988,1.59322
0,0,0.497775,-0.599983,0.551546,0.448454,0.229965,0.770035,0.622219,0.399988,1.36855
0,0,0.497775,-0.449983,0.719019,0.280981,0.144935,0.855065,0.622219,0.299988,1.2953
0,0,0.497775,-0.299983,0.755967,0.244033,0.170529,0.829471,0.622219,0.199988,1.24422
0,0,0.497775,-0.149983,0.778561,0.221439,0.247316,0.752684,0.622219,0.0999884,1.23892
0,0,0.497775,1.74249e-05,0.785163,0.214837,0,1,0.622219,1.16166e-05,0.91885
0,0,0.497775,0.150017,0.776692,0.223308,0.221692,0.778308,0.622219,0.100012,1.21517
0,0,0.497775,0.300017,0.754095,0.245905,0.157725,0.842275,0.622219,0.200012,1.23329
0,0,0.497775,0.450017,0.700515,0.299485,0.144931,0.855069,0.622219,0.300012,1.28832
0,0,0.497775,0.600017,0.555053,0.444947,0.230062,0.769938,0.622219,0.400012,1.36995

0,0,-0.000935813,1.38989e-05,0,1,0,1,0.00116977,9.2659e-06,0.00117903
0,0,0,0,0,1,0,1,0,0,0
0,0,0.0990642,-0.749986,0,1,0.560118,0.439882,0.12383,0.499991,0.903885
0,0,0.0990642,-0.599986,0,1,0.223577,0.776423,0.12383,0.399991,0.657969
0,0,0.0990642,-0.449986,0,1,0.144934,0.855066,0.12383,0.299991,0.525276
0,0,0.0990642,-0.299986,0,1,0.170528,0.829472,0.12383,0.199991,0.460245
0,0,0.0990642,-0.149986,0,1,0.247313,0.752687,0.12383,0.0999907,0.446405
0,0,0.0990642,1.38989e-05,0,1,0,1,0.12383,9.2659e-06,0.123839
0,0,0.0990642,0.150014,0,1,0.221695,0.778305,0.12383,0.100009,0.423363
0,0,0.0990642,0.300014,0,1,0.157726,0.842274,0.12383,0.200009,0.450018
0,0,0.0990642,0.450014,0,1,0.136401,0.863599,0.12383,0.300009,0.519319
0,0,0.0990642,0.600014,0,1,0.230052,0.769948,0.12383,0.400009,0.661869
0,0,0.199064,-0.749986,0,1,0.560118,0.439882,0.24883,0.499991,1.02888
0,0,0.199064,-0.599986,0,1,0.223577,0.776423,0.24883,0.399991,0.782969
0,0,0.199064,-0.449986,0,1,0.144934,0.855066,0.24883,0.299991,0.650276
0,0,0.199064,-0.299986,0,1,0.170528,0.829472,0.24883,0.199991,0.585245
0,0,0.199064,-0.149986,0,1,0.247313,0.752687,0.24883,0.0999907,0.571405
0,0,0.199064,1.38989e-05,0,1,0,1,0.24883,9.2659e-06,0.248839
0,0,0.199064,0.150014,0,1,0.221695,0.778305,0.24883,0.100009,0.548363
0,0,0.199064,0.300014,0,1,0.157726,0.842274,0.24883,0.200009,0.575018
0,0,0.199064,0.450014,0,1,0.136401,0.863599,0.24883,0.300009,0.644319
0,0,0.199064,0.600014,0,1,0.230052,0.769948,0.24883,0.400009,0.786869
0,0,0.299064,-0.749986,0,1,0.560118,0.439882,0.37383,0.499991,1.15388
0,0,0.299064,-0.599986,0,1,0.223577,0.776423,0.37383,0.399991,0.907969
