dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,1

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w
8.343,-0.00146831,-4.59074e-07,0,1,0,1,0,0,0,0,0
8.536,-0.00146967,-4.60937e-07,0,1,0,1,0,0,0,0,0
8.74,-0.00146931,-4.62421e-07,0,1,0,1,0,0,0,0,0
8.939,-0.00146876,-4.62831e-07,0,1,0,1,0,0,0,0,0
9.146,-0.00146816,-4.63041e-07,0,1,0,1,0,0,0,0,0
9.34,-0.00146835,-4.65573e-07,0,1,0,1,0,0,0,0,0
9.55,-0.00146611,-4.60507e-07,0,1,0,1,0,0,0,0,0
9.749,-0.00146556,-4.60581e-07,0,1,0,1,0,0,0,0,0
9.947,-0.00146528,-4.64361e-07,0,1,0,1,0,0,0,0,0
10.145,-0.0014649,-4.66732e-07,0,1,0,1,0,0,0,0,0
10.348,-0.00146475,-4.64398e-07,0,1,0,1,0,0,0,0,0
10.553,-0.00146361,-4.66935e-07,0,1,0,1,0,0,0,0,0
10.75,-0.00146306,-4.67364e-07,0,1,0,1,0,0,0,0,0
10.952,-0.00146227,-4.64034e-07,0,1,0,1,0,0,0,0,0
11.147,-0.00146176,-4.66878e-07,0,1,0,1,0,0,0,0,0
11.35,-0.00146148,-4.70568e-07,0,1,0,1,0,0,0,0,0
11.554,-0.00146062,-4.67224e-07,0,1,0,1,0,0,0,0,0
11.747,-0.00146063,-4.69546e-07,0,1,0,1,0,0,0,0,0
11.949,-0.00146025,-4.70264e-07,0,1,0,1,0,0,0,0,0
12.15,-0.00145995,-4.73396e-07,0,1,0,1,0,0,0,0,0
12.348,-0.00145774,-4.70032e-07,0,1,0,1,0,0,0,0,0
12.548,-0.00145759,-4.72176e-07,0,1,0,1,0,0,0,0,0
12.758,-0.00145645,-4.70797e-07,0,1,0,1,0,0,0,0,0
12.954,-0.00145607,-4.7083e-07,0,1,0,1,0,0,0,0,0
13.154,-0.00145552,-4.71096e-07,0,1,0,1,0,0,0,0,0
13.357,-0.00145517,-4.72895e-07,0,1,0,1,0,0,0,0,0
13.557,-0.00145438,-4.70362e-07,0,1,0,1,0,0,0,0,0
13.754,-0.00145367,-4.71256e-07,0,1,0,1,0,0,0,0,0
13.951,-0.00145331,-4.72823e-07,0,1,0,1,0,0,0,0,0
14.153,-0.00145391,-4.71022e-07,0,1,0,1,0,0,0,0,0
14.352,-0.00145272,-4.74429e-07,0,1,0,1,0,0,0,0,0
14.553,-0.00145235,-4.75978e-07,0,1,0,1,0,0,0,0,0
14.759,-0.00145011,-4.70559e-07,0,1,0,1,0,0,0,0,0
14.958,-0.00145001,-4.76216e-07,0,1,0,1,0,0,0,0,0
15.161,-0.00144985,-4.74295e-07,0,1,0,1,0,0,0,0,0
15.361,-0.0014493,-4.7436e-07,0,1,0,1,0,0,0,0,0
15.563,-0.00144872,-4.75837e-07,0,1,0,1,0,0,0,0,0
15.762,-0.00144761,-4.77321e-07,0,1,0,1,0,0,0,0,0
15.966,-0.00144739,-4.78023e-07,0,1,0,1,0,0,0,0,0
16.159,-0.00144614,-4.76097e-07,0,1,0,1,0,0,0,0,0
16.358,-0.00144576,-4.772e-07,0,1,0,1,0,0,0,0,0
16.559,-0.00144574,-4.79166e-07,0,1,0,1,0,0,0,0,0
16.762,-0.00144518,-4.79486e-07,0,1,0,1,0,0,0,0,0
16.961,-0.0014448,-4.80198e-07,0,1,0,1,0,0,0,0,0
17.162,-0.0014445,-4.83326e-07,0,1,0,1,0.801141,7.22028e-06,0.801148,0.159087,1.08304e-05
17.386,0.00468123,3.79265e-07,0,1,0,1,0.620472,1.28738e-05,0.620485,0.303622,1.93107e-05
17.592,0.0568087,9.45356e-06,0,1,0,1,0.683827,0.000373036,0.6842,0.252938,-0.000559554
17.805,0.10255,3.35056e-05,0,1,0,1,0.689764,0.00542843,0.695193,0.248188,-0.00814265
17.994,0.152773,7.15775e-05,0,1,0,1,0.737745,0.00884409,0.746589,0.209804,0.0132661
18.201,0.199279,9.74794e-05,0,1,0,1,0.687756,0.0135106,0.701266,0.249796,0.0202659
18.397,0.243726,0.000206542,0,1,0,1,0.635783,0.012905,0.648688,0.291374,0.0193575
18.604,0.307422,0.000563581,0,1,0,1,0.638203,0.0280993,0.666302,0.289437,-0.0421489
18.798,0.355586,0.000964506,0,1,0,1,0.688548,0.0052439,0.693791,0.249162,-0.00786585
19.002,0.410014,0.00116991,0,1,0,1,0.735851,0.00439408,0.740245,0.211319,-0.00659112
19.201,0.457831,0.00129688,0,1,0,1,0.685212,0.0360006,0.721213,0.25183,0.0540008
19.404,0.494368,0.00135185,0,1,0,1,0.634971,0.0357986,0.67077,0.292023,0.0536979
19.597,0.555294,0.00173103,0,1,0,1,0.689702,0.0107616,0.700464,0.248238,0.0161424
19.802,0.610529,0.00251318,0,1,0,1,0.707635,0.00351438,0.711149,0.233892,0.00527157
19.999,0.659669,0.00319685,0,1,0,1,0.70512,0.0027438,0.707864,0.235904,0.0041157
20.203,0.706721,0.00390504,0,1,0,1,0.655555,0.0373413,0.692896,0.275556,-0.056012
20.407,0.757669,0.00466622,0,1,0,1,0.653162,0.00437084,0.657533,0.27747,0.00655626
20.604,0.812639,0.00507564,0,1,0,1,0.660035,0.020476,0.680511,0.271972,0.0307141
20.81,0.876771,0.00554598,0,1,0,1,0.658653,0.0146039,0.673257,0.273077,0.0219058
21.01,0.922139,0.00610529,0,1,0,1,0.658994,0.0137807,0.672775,0.272805,0.0206711
21.218,0.976701,0.00698456,0,1,0,1,0.657054,0.0268286,0.683882,0.274357,-0.0402429
21.413,1.02217,0.00787402,0,1,0,1,0.652287,0.0467532,0.69904,0.278171,-0.0701298
21.612,1.08623,0.00891271,0,1,0,1,0.697455,0.00955284,0.707008,0.242036,0.14702
21.812,1.13984,0.0093432,0,1,0,1,0.79702,0.0079896,0.805009,0.162384,0.316057
22.024,1.18708,0.0105071,0.0971236,0.902876,0.766389,0.233611,0.494623,0.809257,1.49915,0,0.221062
22.211,1.21929,0.0122978,0.0986665,0.901333,0.766389,0.233611,0.574422,0.849016,1.58114,0,0.226476
22.382,1.22704,0.0128397,0,1,0,1,0.846971,0.697777,1.54475,0,0.453335
22.577,1.22837,0.012997,0,1,0,1,0.899521,0.563405,1.46293,0,0.654892
22.772,1.22978,0.0132808,0,1,0,1,0.948825,0.427554,1.37638,0,0.85867
22.966,1.2311,0.0136818,0,1,0,1,0.948127,0.314119,1.26225,0,1.02882
23.163,1.23399,0.0151785,0,1,0,1,0.961261,0.343925,1.30519,0,0.515888
23.367,1.23336,0.0149119,0,1,0,1,0.955371,0.0803837,1.03575,0,0.120576
23.566,1.23385,0.0154281,0,1,0,1,0.901487,0.0242242,0.925711,0.0788104,-0.0363364
23.779,1.24015,0.0210746,0,1,0,1,0.896455,0.0197966,0.916251,0.0828362,-0.0296948
23.979,1.25247,0.0319942,0,1,0,1,0.899632,0.0591847,0.958817,0.080294,-0.0887771
24.179,1.26476,0.0427217,0,1,0,1,0.900152,0.0569067,0.957059,0.0798783,-0.0853601
24.378,1.27699,0.0530755,0,1,0,1,0.900429,0.0549227,0.955352,0.0796566,-0.0823841
24.575,1.29142,0.0648844,0,1,0,1,0.950409,0.0132021,0.963611,0.0396726,-0.0198031
24.777,1.29748,0.069729,0,1,0,1,0.948287,0.0131555,0.961443,0.0413702,-0.0197332
24.976,1.30381,0.0747694,0,1,0,1,0.946114,0.0135187,0.959633,0.0431086,-0.0202781
25.178,1.30932,0.0791259,0,1,0,1,0.949156,0.0121569,0.961313,0.040675,-0.0182354
25.38,1.31801,0.0859395,0,1,0,1,0.947299,0.0133649,0.960664,0.0421611,-0.0200474
25.583,1.32342,0.0901477,0,1,0,1,0.944321,0.0106945,0.955015,0.0445435,-0.0160418
25.778,1.33016,0.0953553,0,1,0,1,0.946604,0.00313016,0.949734,0.0427168,0.00469524
25.978,1.3368,0.10046,0,1,0,1,0.943669,0.00668641,0.950355,0.0450651,-0.0100296
26.181,1.34336,0.105527,0,1,0,1,1,0,1,0,0
26.376,1.34627,0.107793,0,1,0,1,0.951685,0.0037174,0.955402,0.0386519,-0.0055761
26.58,1.3494,0.110229,0,1,0,1,0.937784,0.0379278,0.975712,0.0497728,-0.0568916
26.778,1.35649,0.115662,0,1,0,1,0.944138,0.0415755,0.985713,0.0446898,-0.0623633
26.978,1.36375,0.121161,0,1,0,1,0.944059,0.0303017,0.97436,0.0447531,-0.0454526
27.18,1.371,0.126515,0,1,0,1,0.939081,0.0453244,0.984405,0.0487354,-0.0679866
27.38,1.37996,0.13294,0,1,0,1,0.9855,0.00131373,0.986813,0.0116003,0.00197059
27.575,1.38207,0.134425,0,1,0,1,0.977725,5.67496e-05,0.977782,0.01782,-8.51243e-05
27.78,1.384,0.135806,0,1,0,1,0.982429,0.0107084,0.993138,0,0.0160626
27.974,1.385,0.13655,0,1,0,1,0.952281,0.0464626,0.998744,0,-0.069694
28.176,1.38422,0.136001,0,1,0,1,0.95094,0.0464647,0.997404,0,-0.069697
28.375,1.38402,0.135849,0,1,0,1,0.954625,0.0232075,0.977833,0.0363,-0.0348113
28.58,1.38703,0.137877,0,1,0,1,0.954911,0.0196394,0.974551,0.0360708,-0.029459
28.782,1.39272,0.141562,0,1,0,1,0.970264,0.0109797,0.981244,0.0237885,0.0164695
28.981,1.39502,0.142967,0,1,0,1,0.94061,0.0212655,0.961875,0.0475122,-0.0318982
29.183,1.39936,0.145558,0,1,0,1,0.96764,0.00565958,0.973299,0.0258881,-0.00848937
29.382,1.40417,0.148238,0,1,0,1,0.925714,0.0439205,0.969634,0.0594291,-0.0658807
29.59,1.41171,0.152402,0,1,0,1,0.972756,0.0138085,0.986564,0.0217955,0.0207127
29.783,1.41791,0.155787,0,1,0,1,0.92085,0.0586035,0.979454,0.0633199,-0.0879053
29.988,1.42741,0.160877,0,1,0,1,0.968238,0.003098,0.971336,0.0254098,0.00464699
30.184,1.43474,0.164765,0,1,0,1,0.968676,0.00504889,0.973725,0.0250588,0.00757333
30.385,1.43925,0.167157,0,1,0,1,0.968956,0.00375629,0.972713,0.0248348,0.00563444
30.586,1.4437,0.169531,0,1,0,1,0.966702,0.00577383,0.972476,0.0266382,0.00866074
30.786,1.44825,0.171966,0,1,0,1,0.964343,0.00753766,0.971881,0.0285254,0.0113065
30.988,1.45314,0.174594,0,1,0,1,0.962069,0.00878201,0.970851,0.0303449,0.013173
31.189,1.45835,0.177414,0,1,0,1,0.959872,0.00950891,0.969381,0.032102,0.0142634
31.388,1.46484,0.180945,0,1,0,1,0.95775,0.0303324,0.988083,0.0337998,-0.0454986
31.589,1.47068,0.184119,0,1,0,1,0.960767,0.0289009,0.989668,0.0313862,-0.0433513
31.79,1.47627,0.187088,0,1,0,1,0.963876,0.0285173,0.992393,0,-0.042776
31.987,1.47743,0.18769,0,1,0,1,1,0,1,0,0
32.188,1.47739,0.187671,0,1,0,1,0.953182,0.0405607,0.993743,0,-0.060841
32.392,1.47736,0.187652,0,1,0,1,0.947152,0.0398532,0.987005,0.0422786,-0.0597798
32.596,1.48218,0.190022,0,1,0,1,0.944333,0.039294,0.983627,0.0445339,-0.0589411
32.802,1.49005,0.193809,0,1,0,1,0.992257,0.00290921,0.995166,0,0.00436381
32.993,1.49432,0.195796,0,1,0,1,0.949896,0.00362828,0.953524,0.0400832,0.00544242
33.197,1.49892,0.197908,0,1,0,1,0.947172,0.0358653,0.983038,0.0422622,-0.0537979
33.398,1.5062,0.201288,0,1,0,1,0.948929,0.0231004,0.972029,0.0408568,-0.0346506
33.598,1.51334,0.20455,0,1,0,1,0.94369,0.0398903,0.983581,0.0450477,-0.0598354
33.798,1.52128,0.208125,0,1,0,1,0.946052,0.0277594,0.973812,0.0431583,-0.0416391
33.997,1.53016,0.212045,0,1,0,1,1,0,1,0,0
34.194,1.53171,0.212726,0,1,0,1,0.990861,0.00705099,0.997912,0,0.0105765
34.396,1.53173,0.212724,0,1,0,1,1,0,1,0,0
34.591,1.53181,0.212763,0,1,0,1,0.951955,0.0359324,0.987887,0.0384359,-0.0538986
34.793,1.53623,0.214701,0,1,0,1,0.96575,0.0257619,0.991512,0,-0.0386429
34.992,1.5388,0.215809,0,1,0,1,0.948408,0.0281443,0.976552,0.0412738,-0.0422165
35.195,1.54341,0.217752,0,1,0,1,0.944511,0.0404376,0.984948,0.0443913,-0.0606564
35.397,1.55144,0.221069,0,1,0,1,0.78993,0.758838,1.54877,0,-0.361743
35.601,1.55465,0.222353,0,1,0,1,0.79901,0.578371,1.37738,0,-0.632444
35.796,1.55566,0.222669,0,1,0,1,0.803719,0.402579,1.2063,0,-0.896132
36,1.55693,0.222901,0,1,0,1,0.806166,0.263112,1.06928,0,-1.10533
36.2,1.55759,0.222851,0,1,0,1,0.805219,0.530873,1.33609,0,-0.796309
36.407,1.55781,0.222758,0,1,0,1,0.797198,0.351132,1.14833,0,-0.526698
36.599,1.55872,0.222441,0,1,0,1,0.803377,0.168018,0.971395,0.157299,-0.252027
36.831,1.56769,0.218622,0,1,0,1,0.676315,0.00797516,0.68429,0.258948,0.0119627
37.053,1.60154,0.202722,0,1,0,1,0.628842,0.101018,0.72986,0.296926,0.151527
37.246,1.64858,0.179634,0,1,0,1,0.672993,0.0726571,0.74565,0.261606,0.108986
37.456,1.69221,0.158909,0,1,0,1,0.704096,0.00310628,0.707203,0.236723,0.00465942
37.633,1.74288,0.135626,0,1,0,1,0.753786,0.0177825,0.771569,0.196971,0.0266738
37.839,1.78022,0.117496,0,1,0,1,0.75651,0.0187424,0.775253,0.194792,0.0281135
38.036,1.81534,0.100258,0,1,0,1,0.704133,0.0951196,0.799252,0.236694,0.142679
38.253,1.8505,0.0832496,0,1,0,1,0.716408,0.055331,0.771739,0.226874,0.0829965
38.449,1.89292,0.0639246,0,1,0,1,0.720203,0.0767484,0.796952,0.223837,0.115123
38.641,1.93318,0.0462501,0,1,0,1,0.775114,0.0504382,0.825552,0.179909,0.0756573
38.844,1.97477,0.0282915,0,1,0,1,0.774072,0.0543829,0.828455,0.180742,0.0815744
39.051,2.0023,0.0166176,0,1,0,1,0.771943,0.0499094,0.821852,0.182446,0.0748641
39.249,2.0302,0.0051972,0,1,0,1,0.775863,0.0196807,0.795543,0.17931,0.029521
39.435,2.06885,-0.00997134,0,1,0,1,0.83265,0.00128852,0.833938,0.13388,0.00193279
39.631,2.09826,-0.0211383,0,1,0,1,0.625636,0.191904,0.81754,0.299491,0.287856
39.832,2.1287,-0.0326961,0,1,0,1,0.802801,0.0227552,0.825557,0.157759,0.0341328
40.032,2.17106,-0.0490583,0,1,0,1,0.796852,0.039362,0.836214,0.162518,0.059043
40.246,2.20104,-0.0605036,0,1,0,1,0.647084,0.196204,0.843288,0.282333,0.294306
40.439,2.24599,-0.0771392,0,1,0,1,0.698326,0.619404,1.31773,0,0.570893
40.628,2.28354,-0.0900992,0.145281,0.854719,0.782222,0.217778,0.534499,0.886429,1.57739,0,0.170357
40.816,2.30144,-0.0966032,0,1,0,1,0.948018,0.258007,1.20602,0,-0.189219
41.005,2.31288,-0.101786,0,1,0,1,0.968865,0.0914451,1.06031,0,-0.137168
41.205,2.31226,-0.101427,0,1,0,1,0.919164,0.0340254,0.953189,0.0646689,0.051038
41.422,2.31682,-0.103948,0,1,0,1,0.909529,0.00223604,0.911765,0.0723768,-0.00335406
41.616,2.32909,-0.110638,0,1,0,1,0.90367,0.0212509,0.924921,0.077064,0.0318764
41.815,2.34432,-0.118966,0,1,0,1,0.910738,0.0211173,0.931855,0.0714097,0.031676
42.014,2.35504,-0.124783,0,1,0,1,0.807512,0.49254,1.30005,0,0.321771
42.213,2.3621,-0.1285,0,1,0,1,0.783659,0.271927,1.05559,0,0.66893
42.411,2.36055,-0.12767,0,1,0,1,0.809975,0.200757,1.01073,0,0.791972
42.617,2.35983,-0.127312,0,1,0,1,0.802448,0.00528639,0.807734,0.158042,0.710764
42.849,2.3645,-0.127704,0,1,0,1,0.682418,0.23883,0.921249,0.254065,0.358246
43.063,2.40023,-0.128493,0,1,0,1,0.67789,0.0819382,0.759828,0.257688,0.122907
43.259,2.44979,-0.125734,0,1,0,1,0.729242,0.00534425,0.734586,0.216607,-0.00801638
43.48,2.50409,-0.120203,0,1,0,1,0.678336,0.00135066,0.679687,0.257331,-0.00202599
43.659,2.54155,-0.115634,0,1,0,1,0.680398,0.00338003,0.683778,0.255681,0.00507005
43.866,2.58399,-0.110293,0,1,0,1,0.676707,0.0027847,0.679492,0.258634,-0.00417705
44.059,2.64211,-0.102596,0,1,0,1,0.721799,0.0127297,0.734528,0.222561,-0.0190945
44.265,2.69024,-0.0960248,0,1,0,1,0.723186,0.01892,0.742106,0.221451,0.02838
44.479,2.73384,-0.0899445,0,1,0,1,0.684629,0.024945,0.709574,0.252297,-0.0374175
44.662,2.77798,-0.0839416,0,1,0,1,0.684102,0.0494079,0.73351,0.252718,-0.0741118
44.863,2.82775,-0.077237,0,1,0,1,0.743264,0.0441756,0.787439,0.205389,-0.0662634
45.078,2.87926,-0.0703555,0,1,0,1,0.640188,0.0120792,0.652268,0.287849,-0.0181189
45.263,2.9246,-0.06421,0,1,0,1,0.401314,0.0443497,0.445663,0.478949,0.0665245
45.461,2.9744,-0.0573221,0,1,0,1,0.325145,0.0186287,0.343774,0.539884,0.0279431
45.662,3.04699,-0.0479025,0,1,0,1,0.352517,0.0607483,0.413265,0.517987,0.0911224
45.851,3.16959,-0.0317225,0,1,0,1,0.406117,0.00366539,0.409783,0.475106,-0.00549808
46.05,3.26805,-0.0173323,0,1,0,1,0.454617,0.00531899,0.459936,0.436307,0.00797849
46.261,3.35875,-0.00370337,0,1,0,1,0.508812,0.0125936,0.521405,0.392951,0.0188904
46.461,3.44207,0.00913897,0,1,0,1,0.501206,0.00947497,0.510681,0.399035,0.0655149
46.66,3.53334,0.0242006,0,1,0,1,0.411596,0.727334,1.13893,0,0.408999
46.884,3.60018,0.0361209,0,1,0,1,0.524383,0.789807,1.31419,0,0.315289
47.063,3.62661,0.0410548,0,1,0,1,0.637137,0.781298,1.41844,0,0.328052
47.239,3.62967,0.0416949,0,1,0,1,0.806462,0.655967,1.46243,0,0.516049
47.444,3.63026,0.0418549,0,1,0,1,0.798703,0.513874,1.31258,0,0.72919
47.645,3.63094,0.0421437,0,1,0,1,0.809628,0.208164,1.01779,0,0.312245
47.85,3.63072,0.0421047,0,1,0,1,0.808088,0.0104239,0.818512,0.15353,-0.0156359
48.076,3.6346,0.0444428,0,1,0,1,0.623527,0.000116417,0.623643,0.301178,0.000174625
48.299,3.66266,0.0615094,0,1,0,1,0.569672,0.00714722,0.57682,0.344262,0.0107208
48.493,3.72382,0.100858,0,1,0,1,0.567883,0.00654809,0.574431,0.345694,0.00982214
48.687,3.78155,0.138455,0,1,0,1,0.619088,0.00574226,0.62483,0.30473,0.00861339
48.879,3.83666,0.174407,0,1,0,1,0.520486,0.477944,0.99843,0,0.327379
49.092,3.87393,0.198709,0,1,0,1,0.49284,0.565713,1.05855,0,0.342214
49.261,3.88895,0.208626,0,1,0,1,0.798508,0.091375,0.889883,0.161194,0.597919
49.477,3.89599,0.213891,0,1,0,1,0.550166,0.182701,0.732867,0.359867,0.274051
49.707,3.92087,0.234627,0,1,0,1,0.648991,0.0209507,0.669941,0.280807,0.0314261
49.895,3.96327,0.272371,0,1,0,1,0.552608,0.126101,0.678709,0.357914,0.189152
50.081,3.99809,0.304096,0,1,0,1,0.705326,0.00340893,0.708735,0.235739,-0.00511339
50.294,4.05761,0.360781,0,1,0,1,0.654458,0.0346169,0.689075,0.276434,0.0519254
50.479,4.09411,0.396471,0,1,0,1,0.707461,0.0067406,0.714202,0.234031,-0.0101109
50.682,4.12396,0.426109,0,1,0,1,0.713408,0.0535603,0.766968,0.229274,0.0803404
50.887,4.1567,0.458735,0,1,0,1,0.563065,0.174766,0.737831,0.349548,0.375157
51.075,4.19276,0.49601,0,1,0,1,0.311429,0.235441,0.54687,0.550857,0.57717
51.279,4.24082,0.550446,0,1,0,1,0.737669,0.0751635,0.812833,0.209865,0.112745
51.482,4.30835,0.634021,0,1,0,1,0.767867,0.011628,0.779495,0.185707,0.017442
51.697,4.33398,0.668233,0,1,0,1,0.799006,0.0110881,0.810094,0.160795,-0.0166321
51.883,4.35577,0.69661,0,1,0,1,0.799127,0.00785867,0.806985,0.160699,-0.011788
52.085,4.37227,0.717937,0,1,0,1,0.748025,0.109329,0.857355,0.20158,0.163994
52.286,4.39323,0.744962,0,1,0,1,0.550348,0.304581,0.854929,0.359722,0.456872
52.487,4.43021,0.795051,0,1,0,1,0.816966,0.0360907,0.853057,0.146427,0.0541361
52.69,4.45699,0.832767,0,1,0,1,0.782161,0.104633,0.886794,0.174271,0.15695
52.891,4.47577,0.860185,0,1,0,1,0.887234,0.00760775,0.894842,0.090213,-0.0114116
53.079,4.49142,0.884279,0,1,0,1,0.882033,0.0157065,0.897739,0.0943738,0.0235598
53.281,4.5015,0.90011,0,1,0,1,0.886031,0.0146735,0.900704,0.0911754,0.0220102
53.486,4.51308,0.918411,0,1,0,1,0.839221,0.0551059,0.894327,0.128623,0.0826589
53.687,4.52544,0.938377,0,1,0,1,0.685332,0.505675,1.19101,0,0.383457
53.873,4.53373,0.952203,0,1,0,1,0.758301,0.52434,1.28264,0,0.387986
54.076,4.53368,0.952184,0,1,0,1,0.798108,0.0791839,0.877292,0.161513,0.118776
54.293,4.53932,0.96495,0,1,0,1,0.799751,0.0612207,0.860972,0.160199,0.0918311
54.492,4.5516,0.994267,0,1,0,1,0.596145,0.262544,0.858688,0.323084,0.393815
54.696,4.5627,1.02196,0,1,0,1,0.564456,0.276123,0.84058,0.348435,0.414185
54.888,4.59143,1.10186,0,1,0,1,0.412922,0.322016,0.734938,0.469662,0.483024
55.089,4.6086,1.16126,0,1,0,1,0.400834,0.32351,0.724344,0.479333,0.485264
55.304,4.62979,1.25199,0,1,0,1,0.3537,0.263341,0.61704,0.51704,0.395011
55.524,4.64415,1.34723,0,1,0,1,0.405129,0.229403,0.634533,0.475896,0.344105
55.727,4.65285,1.44712,0,1,0,1,0.409055,0.205507,0.614562,0.472756,0.30826
55.928,4.65537,1.54206,0,1,0,1,0.356301,0.157417,0.513718,0.514959,0.236125
56.124,4.65136,1.65482,0,1,0,1,0.404062,0.165406,0.569467,0.476751,0.248109
56.335,4.64334,1.75387,0,1,0,1,0.40722,0.118053,0.525273,0.474224,0.177079
56.53,4.63376,1.83228,0,1,0,1,0.462997,0.076091,0.539087,0.429603,0.114136
56.746,4.6195,1.9236,0,1,0,1,0.414148,0.0709734,0.485121,0.468682,0.10646
56.924,4.60644,1.99563,0,1,0,1,0.403018,0.0391577,0.442175,0.477586,0.0587365
57.131,4.58466,2.10283,0,1,0,1,0.412891,0.0281311,0.441023,0.469687,0.0421966
57.33,4.56427,2.19538,0,1,0,1,0.41016,0.0274561,0.437616,0.471872,0.0411842
57.548,4.54341,2.28678,0,1,0,1,0.407116,0.0328847,0.440001,0.474307,0.0493271
57.736,4.52175,2.37898,0,1,0,1,0.503146,0.0200613,0.523207,0.397483,0.030092
57.944,4.4999,2.46851,0,1,0,1,0.488797,0.00781434,0.496611,0.408963,-0.0117215
58.141,4.47605,2.55963,0,1,0,1,0.490633,0.0335737,0.524207,0.407493,-0.0503605
