dt,dt_traj,PredictTime,looprate,k_head,k_vel,thres_vel_time,thres_ang_time,d_scale,th_scale
0.2,0.1,3,5,1,1,3,3,1,1

timestep,pos.x,pos.y,linadm,linsafe,angadm,angsafe,vel_h_cost,ang_h_cost,cost,cal_vel.v,cal_val.w
8.928,-0.00175737,-2.49054e-07,0,1,0,1,0,0,0,0,0
9.128,-0.00175723,-2.45425e-07,0,1,0,1,0,0,0,0,0
9.325,-0.0017591,-2.50144e-07,0,1,0,1,0,0,0,0,0
9.529,-0.00175747,-2.49202e-07,0,1,0,1,0,0,0,0,0
9.727,-0.00176083,-2.54813e-07,0,1,0,1,0,0,0,0,0
9.93,-0.00175861,-2.49296e-07,0,1,0,1,0,0,0,0,0
10.124,-0.00176017,-2.53956e-07,0,1,0,1,0,0,0,0,0
10.331,-0.00175804,-2.53723e-07,0,1,0,1,0,0,0,0,0
10.532,-0.00175696,-2.53681e-07,0,1,0,1,0,0,0,0,0
10.735,-0.00175658,-2.5414e-07,0,1,0,1,0,0,0,0,0
10.94,-0.00175375,-2.51911e-07,0,1,0,1,0,0,0,0,0
11.133,-0.00175508,-2.53513e-07,0,1,0,1,0,0,0,0,0
11.33,-0.00175476,-2.55566e-07,0,1,0,1,0,0,0,0,0
11.531,-0.0017542,-2.5607e-07,0,1,0,1,0,0,0,0,0
11.736,-0.00175416,-2.57621e-07,0,1,0,1,0,0,0,0,0
11.933,-0.00175386,-2.61297e-07,0,1,0,1,0,0,0,0,0
12.133,-0.00175165,-2.58233e-07,0,1,0,1,0,0,0,0,0
12.333,-0.00175127,-2.57866e-07,0,1,0,1,0,0,0,0,0
12.53,-0.00175067,-2.5715e-07,0,1,0,1,0,0,0,0,0
12.735,-0.00175029,-2.5723e-07,0,1,0,1,0,0,0,0,0
12.94,-0.00174943,-2.59531e-07,0,1,0,1,0,0,0,0,0
13.135,-0.00174892,-2.60709e-07,0,1,0,1,0,0,0,0,0
13.344,-0.00174791,-2.57954e-07,0,1,0,1,0,0,0,0,0
13.543,-0.00174758,-2.60227e-07,0,1,0,1,0,0,0,0,0
13.738,-0.00174722,-2.61701e-07,0,1,0,1,0,0,0,0,0
13.937,-0.00174782,-2.59646e-07,0,1,0,1,0,0,0,0,0
14.141,-0.00174663,-2.63925e-07,0,1,0,1,0.801152,8.40576e-06,0.80116,0.159079,1.26086e-05
14.363,0.00891111,-2.76212e-08,0,1,0,1,0.63427,1.96927e-05,0.63429,0.292584,-2.9539e-05
14.578,0.0516675,2.88635e-07,0,1,0,1,0.681988,0.000282476,0.682271,0.25441,0.000423715
14.769,0.0981578,-1.14177e-05,0,1,0,1,0.638106,0.00880501,0.646911,0.289516,-0.0132075
14.97,0.150814,-0.000218647,0,1,0,1,0.690988,0.0182531,0.709241,0.24721,-0.0273796
15.176,0.198086,-0.000529178,0,1,0,1,0.672393,0.00322786,0.675621,0.262085,0.0048418
15.38,0.257315,-0.00108891,0,1,0,1,0.676248,0.00338771,0.679636,0.259001,0.00508156
15.573,0.309435,-0.00159414,0,1,0,1,0.725753,0.00323682,0.72899,0.219398,0.00485524
15.78,0.360722,-0.00206067,0,1,0,1,0.69312,0.0148516,0.707971,0.245504,0.0222774
15.976,0.406897,-0.00219094,0,1,0,1,0.690453,0.012941,0.703394,0.247637,-0.0194115
16.178,0.456266,-0.00218835,0,1,0,1,0.641506,0.0277543,0.66926,0.286795,0.0416314
16.369,0.508312,-0.00225974,0,1,0,1,0.689403,0.0135479,0.702951,0.248478,-0.0203219
16.586,0.561935,-0.00213473,0,1,0,1,0.692945,0.00693166,0.699877,0.245644,0.0103975
16.776,0.610884,-0.0019504,0,1,0,1,0.644035,0.0126636,0.656699,0.284772,-0.0189955
16.976,0.662817,-0.00156778,0,1,0,1,0.644744,0.00881289,0.653557,0.284205,-0.0132193
17.176,0.719781,-0.00123639,0,1,0,1,0.697581,0.00850036,0.706082,0.241935,-0.0127505
17.38,0.774273,-0.00105654,0,1,0,1,0.701605,0.0082849,0.70989,0.238716,0.0124274
17.581,0.822096,-0.000976593,0,1,0,1,0.711028,0.00554862,0.716576,0.231178,0.00832293
17.788,0.877039,-0.000624156,0,1,0,1,0.657974,0.00765391,0.665628,0.273621,0.0114809
17.984,0.927826,-0.000193726,0,1,0,1,0.708268,0.00681867,0.715087,0.233386,0.010228
18.187,0.978775,0.000352324,0,1,0,1,0.656441,0.00627071,0.662712,0.274847,0.00940607
18.384,1.02921,0.00101289,0,1,0,1,0.607529,0.00765471,0.615183,0.313977,-0.0114821
18.576,1.08587,0.00174027,0,1,0,1,0.698324,0.0120794,0.710403,0.241341,0.0181191
18.788,1.14287,0.00235169,0,1,0,1,0.696487,0.0121346,0.708622,0.24281,0.0182019
18.999,1.19129,0.003011,0,1,0,1,0.644633,0.0114034,0.656037,0.284293,0.0171051
19.183,1.23417,0.00373582,0,1,0,1,0.692587,0.011074,0.703661,0.245931,0.016611
19.391,1.28854,0.00482309,0,1,0,1,0.651267,0.0299472,0.681214,0.278987,-0.0449207
19.593,1.34861,0.00646744,0,1,0,1,0.646471,0.021541,0.668012,0.282823,0.0323115
19.793,1.4049,0.00777346,0,1,0,1,0.696394,0.0194205,0.715814,0.242885,-0.0291307
19.989,1.44975,0.00895508,0,1,0,1,0.699175,0.0188281,0.718003,0.24066,-0.0282421
20.19,1.49806,0.0100863,0,1,0,1,0.649182,0.0176695,0.666852,0.280654,-0.0265043
20.39,1.54695,0.0109627,0,1,0,1,0.654733,0.0108863,0.665619,0.276214,-0.0163295
20.593,1.61223,0.0117788,0,1,0,1,0.655179,0.011846,0.667025,0.275857,-0.017769
20.79,1.66744,0.0122724,0,1,0,1,0.708001,0.0114643,0.719465,0.233599,-0.0171964
20.99,1.71121,0.0125287,0,1,0,1,0.662348,0.000810816,0.663159,0.270122,0.00121622
21.188,1.75991,0.0127163,0,1,0,1,0.751621,0.0486771,0.800298,0.198703,-0.222403
21.39,1.81059,0.0128253,0,1,0,1,0.852954,0.0833006,0.936255,0.117637,-0.479781
21.566,1.85353,0.0116705,0,1,0,1,0.750762,0.109147,0.859909,0.19939,-0.16372
21.788,1.88656,0.00878119,0,1,0,1,0.65364,0.0552447,0.708885,0.277088,0.0828671
21.989,1.92287,0.00454438,0,1,0,1,0.67001,0.00227997,0.67229,0.263992,-0.00341996
22.191,1.97692,-0.0017417,0,1,0,1,0.671229,0.0434552,0.714684,0.263017,0.0651828
22.383,2.02898,-0.00763519,0,1,0,1,0.724784,0.00235155,0.727136,0.220172,-0.00352733
22.594,2.07918,-0.012931,0,1,0,1,0.679003,0.043156,0.722159,0.256798,0.0647339
22.785,2.125,-0.0176441,0,1,0,1,0.676822,0.0407276,0.71755,0.258542,0.0610914
23.002,2.17617,-0.0224969,0,1,0,1,0.632517,0.0451097,0.677627,0.293986,0.0676646
23.19,2.22793,-0.0267478,0,1,0,1,0.654815,0.00998121,0.664796,0.276148,-0.0149718
23.407,2.2853,-0.0303262,0,1,0,1,0.652082,0.00698776,0.65907,0.278334,0.0104816
23.594,2.34069,-0.0337701,0,1,0,1,0.751691,0.00777216,0.759463,0.198647,0.0116582
23.801,2.39339,-0.0369899,0,1,0,1,0.681413,0.0175548,0.698968,0.254869,0.0263323
23.997,2.4442,-0.0399515,0,1,0,1,0.688924,0.000700724,0.689625,0.248861,0.00105109
24.193,2.4855,-0.0420302,0,1,0,1,0.695908,0.0233377,0.719246,0.243274,0.0350066
24.394,2.52683,-0.0440117,0,1,0,1,0.695614,0.0182151,0.713829,0.243509,-0.0273227
24.592,2.58382,-0.0464969,0,1,0,1,0.695916,0.0624505,0.758366,0.243267,0.0936757
24.793,2.63286,-0.0486498,0,1,0,1,0.698768,0.019817,0.718585,0.240986,0.0297255
24.997,2.68111,-0.0501233,0,1,0,1,0.703361,0.0162023,0.719563,0.237312,0.0243035
25.199,2.73702,-0.0514097,0,1,0,1,0.750802,0.00604628,0.756848,0.199358,-0.00906942
25.396,2.78179,-0.0521857,0,1,0,1,0.648929,0.0347522,0.683681,0.280857,0.0521283
25.6,2.81917,-0.0527151,0,1,0,1,0.649703,0.0410802,0.690783,0.280237,0.0616202
25.798,2.88446,-0.0530217,0,1,0,1,0.704646,0.0167986,0.721444,0.236284,-0.025198
26.003,2.92869,-0.0527343,0,1,0,1,0.554864,0.104077,0.65894,0.356109,0.156115
26.195,2.9793,-0.05245,0,1,0,1,0.358936,0.0260422,0.384978,0.512851,0.0390634
26.386,3.05245,-0.0511027,0,1,0,1,0.381994,0.00531662,0.38731,0.494405,0.00797493
26.588,3.14937,-0.0478352,0,1,0,1,0.3908,0.0148802,0.405681,0.48736,0.0223202
26.78,3.24708,-0.0441307,0,1,0,1,0.438435,0.013657,0.452092,0.449252,0.0204855
26.983,3.35653,-0.039459,0,1,0,1,0.493156,9.62343e-05,0.493252,0.405475,-0.000144351
27.183,3.44192,-0.0351854,0,1,0,1,0.502699,0.0517158,0.554415,0.39784,0.0775737
27.38,3.50892,-0.0315161,0,1,0,1,0.553632,0.00879495,0.562427,0.357094,0.0131924
27.591,3.59689,-0.0257247,0,1,0,1,0.555125,0.79213,1.34725,0,0.311806
27.783,3.65413,-0.0218831,0.0682697,0.93173,0.766389,0.233611,0.512779,1.04294,1.55607,0,-0.0644143
27.983,3.68923,-0.0197805,0,1,0,1,0.634515,0.799182,1.4337,0,0.301227
28.168,3.69251,-0.0195267,0,1,0,1,0.795938,0.61351,1.40945,0,0.579736
28.364,3.69231,-0.0194741,0,1,0,1,0.804936,0.480221,1.28516,0,0.779668
28.561,3.69205,-0.019462,0,1,0,1,0.800501,0.370626,1.17113,0,0.944061
28.776,3.69679,-0.0174729,0,1,0,1,0.745585,0.143372,0.888957,0.203532,0.215058
28.988,3.70738,-0.0114344,0,1,0,1,0.636805,0.291501,0.928305,0.290556,0.437251
29.195,3.73811,0.00943377,0,1,0,1,0.46066,0.261999,0.722659,0.431472,0.392998
29.387,3.77763,0.0428002,0,1,0,1,0.730015,0.371537,1.10155,0,0.557306
29.596,3.81617,0.0851048,0,1,0,1,0.708978,0.295025,1.004,0,0.442537
29.773,3.84104,0.120676,0,1,0,1,0.749218,0.305079,1.0543,0,0.457619
29.963,3.84205,0.122654,0,1,0,1,0.798906,0.0809508,0.879857,0.160875,0.121426
30.19,3.84596,0.134012,0,1,0,1,0.554719,0.0236388,0.578357,0.356225,-0.0354582
30.378,3.85368,0.158251,0,1,0,1,0.695676,0.00764171,0.703318,0.243459,-0.0114626
30.592,3.86444,0.199734,0,1,0,1,0.481538,0.0524999,0.534038,0.41477,-0.0787499
30.788,3.87786,0.262241,0,1,0,1,0.406628,0.0546353,0.461264,0.474697,-0.0819529
31.005,3.89064,0.330626,0,1,0,1,0.420863,0.0733624,0.494226,0.463309,-0.110044
31.199,3.90483,0.407759,0,1,0,1,0.417039,0.053213,0.470252,0.466369,-0.0798195
31.405,3.92649,0.514005,0,1,0,1,0.473718,0.0205646,0.494283,0.421026,-0.0308469
31.61,3.94564,0.602674,0,1,0,1,0.480907,0.02814,0.509047,0.415274,-0.0422099
31.813,3.96309,0.684413,0,1,0,1,0.483922,0.0272619,0.511184,0.412862,-0.0408928
32.014,3.98096,0.765196,0,1,0,1,0.430336,0.0189966,0.449333,0.455731,-0.0284948
32.207,3.99999,0.84694,0,1,0,1,0.424996,0.00212319,0.427119,0.460003,0.00318479
32.409,4.02527,0.950601,0,1,0,1,0.421939,0.0375422,0.459481,0.462449,0.0563132
32.618,4.04696,1.04008,0,1,0,1,0.429548,0.00326665,0.432815,0.456361,-0.00489997
32.815,4.0647,1.11463,0,1,0,1,0.47682,0.037278,0.514098,0.418544,0.055917
33.014,4.08533,1.2015,0,1,0,1,0.424558,0.0593838,0.483942,0.460353,0.0890757
33.216,4.10143,1.26986,0,1,0,1,0.523317,0.0166583,0.539975,0.381346,0.0249874
33.419,4.12409,1.37142,0,1,0,1,0.413509,0.0492819,0.462791,0.469193,0.0739228
33.624,4.14072,1.44858,0,1,0,1,0.456955,0.0626997,0.519655,0.434436,0.0940496
33.813,4.15855,1.53747,0,1,0,1,0.404506,0.0644975,0.469003,0.476395,0.0967463
34.01,4.17493,1.62489,0,1,0,1,0.456591,0.0685383,0.52513,0.434727,0.102807
34.221,4.19048,1.71627,0,1,0,1,0.552287,0.0105026,0.56279,0.35817,0.015754
34.419,4.20305,1.7999,0,1,0,1,0.529466,0.0626554,0.592121,0.376427,0.0939831
34.624,4.21309,1.87197,0,1,0,1,0.526088,0.0169623,0.54305,0.37913,0.0254435
34.826,4.22232,1.94633,0,1,0,1,0.482029,0.01387,0.495899,0.414377,0.020805
35.03,4.23123,2.0239,0,1,0,1,0.483777,0.052177,0.535954,0.412979,0.0782655
35.222,4.24014,2.10617,0,1,0,1,0.488003,0.0525107,0.540513,0.409598,0.0787661
35.435,4.2479,2.18784,0,1,0,1,0.582531,0.3007,0.883231,0.333975,0.283931
35.625,4.25491,2.27778,0,1,0,1,0.682713,0.625555,1.30827,0,0.561668
35.833,4.25716,2.33137,0,1,0,1,0.442523,0.00922679,0.45175,0.445982,0.0138402
36.029,4.2577,2.37961,0,1,0,1,0.480207,0.0116474,0.491855,0.415834,0.0174711
36.234,4.25642,2.43327,0,1,0,1,0.510796,0.00623189,0.517028,0.391363,0.00934784
36.422,4.25247,2.51454,0,1,0,1,0.508911,0.0338469,0.542758,0.392872,-0.0507704
36.627,4.24847,2.59272,0,1,0,1,0.512887,0.0558758,0.568763,0.38969,-0.0838138
36.824,4.24517,2.6709,0,1,0,1,0.506376,0.0383117,0.544688,0.394899,-0.0574676
37.026,4.24279,2.76234,0,1,0,1,0.552537,0.00466405,0.557201,0.357971,0.00699607
37.227,4.24162,2.83748,0,1,0,1,0.55735,0.0177264,0.575076,0.35412,-0.0265896
37.442,4.24062,2.89656,0,1,0,1,0.306497,0.0804901,0.386988,0.554802,-0.120735
37.623,4.23936,2.98233,0,1,0,1,0.271574,0.0178936,0.289467,0.582741,-0.0268404
37.814,4.23667,3.08762,0,1,0,1,0.319924,0.042745,0.362669,0.544061,-0.0641175
38.013,4.2341,3.18256,0,1,0,1,0.367023,0.0336053,0.400629,0.506381,-0.0504079
38.219,4.23209,3.28913,0,1,0,1,0.36732,0.043213,0.410533,0.506144,-0.0648195
38.42,4.23098,3.38993,0,1,0,1,0.416422,0.0430313,0.459453,0.466862,-0.064547
38.617,4.23082,3.48906,0,1,0,1,0.469117,0.357953,0.82707,0.424706,-0.36078
38.802,4.23168,3.58019,0,1,0,1,0.318375,0.23389,0.552264,0.5453,-0.64455
39.002,4.2368,3.67257,0,1,0,1,0.298169,0.269844,0.568013,0.561465,-0.688294
39.191,4.25264,3.7818,0,1,0,1,0.101977,0.326542,0.428519,0.718418,-0.945086
39.381,4.28936,3.91236,0,1,0,1,0.329248,0.468149,0.797397,0.536601,-0.716388
39.581,4.33924,4.03012,0,1,0,1,0.448327,0.363523,0.81185,0.441338,-0.545284
39.789,4.38066,4.10394,0,1,0,1,0.517688,0.337714,0.855402,0.38585,-0.506571
39.989,4.43716,4.18424,0,1,0,1,0.512045,0.328515,0.840559,0.390364,-0.492772
40.192,4.48844,4.2425,0,1,0,1,0.516059,0.3083,0.824359,0.387153,-0.462451
40.391,4.54478,4.29583,0,1,0,1,0.718807,0.121509,0.840316,0.224955,-0.182264
40.593,4.59184,4.33359,0,1,0,1,0.574795,0.261719,0.836514,0.340164,-0.392579
40.797,4.63872,4.36514,0,1,0,1,0.627874,0.214009,0.841883,0.297701,-0.321014
41.005,4.6934,4.39661,0,1,0,1,0.776249,0.000611849,0.776861,0.179001,0.000917774
41.204,4.74017,4.41949,0,1,0,1,0.748002,0.060036,0.808038,0.201599,-0.090054
41.411,4.77515,4.43548,0,1,0,1,0.789544,0.00323596,0.79278,0.168365,-0.00485395
41.597,4.81057,4.45075,0,1,0,1,0.779815,0.040656,0.820471,0.176148,-0.0609839
41.811,4.84785,4.46645,0,1,0,1,0.73023,0.0794559,0.809686,0.215816,-0.119184
42.03,4.88646,4.48185,0,1,0,1,0.780433,0.00370743,0.78414,0.175654,0.00556115
42.225,4.92109,4.49465,0,1,0,1,0.617574,0.194003,0.811577,0.305941,-0.291005
42.426,4.96845,4.51041,0,1,0,1,0.798343,0.0177484,0.816092,0.161325,-0.0266227
42.636,5.01576,4.52462,0,1,0,1,0.73197,0.0354434,0.767413,0.214424,-0.0531651
42.842,5.05202,4.53383,0,1,0,1,0.757698,5.70166e-05,0.757755,0.193842,-8.5525e-05
43.02,5.09231,4.54268,0,1,0,1,0.605961,0.15978,0.765741,0.315232,-0.239671
43.226,5.13305,4.55152,0,1,0,1,0.72069,0.0933262,0.814016,0.223448,-0.139989
43.428,5.19476,4.56456,0,1,0,1,0.724041,0.0883537,0.812395,0.220767,-0.132531
43.633,5.2383,4.57264,0,1,0,1,0.723792,0.0474614,0.771254,0.220966,-0.0711921
43.833,5.27462,4.57857,0,1,0,1,0.624826,0.128454,0.75328,0.300139,-0.19268
44.021,5.32178,4.58555,0,1,0,1,0.773568,0.00405962,0.777628,0.181146,0.00608943
44.229,5.37002,4.59156,0,1,0,1,0.790378,0.0113442,0.801722,0.167698,-0.0170163
44.431,5.41906,4.59667,0,1,0,1,0.640015,0.133328,0.773343,0.287988,-0.199992
44.636,5.45156,4.59995,0,1,0,1,0.625038,0.106128,0.731166,0.29997,-0.159193
44.835,5.5094,4.60458,0,1,0,1,0.62603,0.0992003,0.72523,0.299176,-0.1488
45.03,5.5689,4.60753,0,1,0,1,0.727297,0.0219665,0.749263,0.218162,-0.0329497
45.235,5.62506,4.60885,0,1,0,1,0.66521,0.0734474,0.738657,0.267832,-0.110171
45.45,5.67159,4.60921,0,1,0,1,0.618171,0.0707252,0.688896,0.305463,-0.106088
45.626,5.72713,4.60871,0,1,0,1,0.663333,0.0652474,0.728581,0.269334,-0.0978712
45.841,5.78632,4.6071,0,1,0,1,0.652386,0.0399168,0.692303,0.278091,-0.0598752
46.036,5.85076,4.60445,0,1,0,1,0.647992,0.0441853,0.692177,0.281606,-0.066278
46.234,5.90674,4.60144,0,1,0,1,0.651198,0.0423039,0.693502,0.279042,-0.0634559
46.436,5.96264,4.59776,0,1,0,1,0.654161,0.0409147,0.695076,0.276671,-0.0613721
46.634,6.00861,4.59424,0,1,0,1,0.706884,0.00345012,0.710334,0.234493,-0.00517518
46.833,6.06866,4.58887,0,1,0,1,0.655512,0.023268,0.67878,0.27559,-0.0349021
47.04,6.10993,4.58494,0,1,0,1,0.655625,0.0164967,0.672121,0.2755,0.0247451
47.234,6.16477,4.57941,0,1,0,1,0.603742,0.0155484,0.619291,0.317006,0.0233226
47.434,6.22143,4.57376,0,1,0,1,0.651476,0.00604065,0.657516,0.278819,0.00906098
47.635,6.28178,4.56788,0,1,0,1,0.660089,0.0147351,0.674824,0.271929,-0.0221027
47.839,6.34601,4.56195,0,1,0,1,0.70875,0.0119702,0.72072,0.233,-0.0179553
48.051,6.38853,4.55785,0,1,0,1,0.711463,0.013632,0.725096,0.230829,-0.0204481
48.242,6.42688,4.55396,0,1,0,1,0.664376,0.0271814,0.691558,0.268499,0.0407722
48.438,6.4827,4.54803,0,1,0,1,0.659612,0.00599566,0.665608,0.27231,0.00899349
48.642,6.53668,4.54215,0,1,0,1,0.655905,0.00597313,0.661878,0.275276,0.00895969
48.847,6.59122,4.53638,0,1,0,1,0.704957,0.0460075,0.750964,0.236035,0.0690113
49.046,6.64306,4.53094,0,1,0,1,0.653974,0.044963,0.698937,0.276821,0.0674445
49.241,6.7013,4.52528,0,1,0,1,0.708407,0.0136835,0.722091,0.233274,-0.0205252
49.45,6.74574,4.52158,0,1,0,1,0.676739,0.00886618,0.685605,0.258609,-0.0132993
49.648,6.79371,4.51803,0,1,0,1,0.681609,6.19715e-05,0.681671,0.254713,-9.29572e-05
49.84,6.85349,4.51352,0.0655555,0.934444,0,1,0.434677,2.15894e-05,0.471759,0.452258,3.23841e-05
50.039,6.89951,4.51007,0,1,0,1,0.686912,0.00579078,0.692703,0.25047,0.00868616
50.232,6.96817,4.5057,0,1,0,1,0.69949,0.0162139,0.715704,0.240408,0.0243208
50.451,7.04606,4.50115,0,1,0,1,0.649552,0.0493663,0.698919,0.280358,0.0740494
50.654,7.09778,4.49836,0,1,0,1,0.702304,0.00799825,0.710302,0.238157,0.0119974
50.849,7.14231,4.49638,0,1,0,1,0.655526,0.00947885,0.665005,0.275579,0.0142183
51.049,7.19191,4.49435,0,1,0,1,0.700729,0.0175512,0.71828,0.239417,0.0263267
51.252,7.24557,4.49253,0,1,0,1,0.699282,0.0572601,0.756542,0.240574,0.0858902
51.456,7.29371,4.49127,0,1,0,1,0.698228,0.0114421,0.70967,0.241418,0.0171631
51.647,7.34981,4.49055,0,1,0,1,0.646284,0.0111564,0.65744,0.282973,0.0167346
51.848,7.40152,4.4902,0,1,0,1,0.647085,0.00385393,0.650939,0.282332,0.0057809
52.055,7.44873,4.49004,0,1,0,1,0.698927,0.0119359,0.710863,0.240858,-0.0179039
52.251,7.50312,4.48993,0,1,0,1,0.647292,0.00603146,0.653323,0.282166,-0.0090472
52.461,7.55397,4.48973,0,1,0,1,0.697056,0.00717135,0.704228,0.242355,-0.010757
52.656,7.61597,4.4894,0,1,0,1,0.699121,0.0068937,0.706014,0.240703,-0.0103405
52.859,7.65597,4.48913,0,1,0,1,0.711739,0.00761152,0.71935,0.230609,-0.0114173
53.067,7.70266,4.4884,0,1,0,1,0.663148,0.00859032,0.671739,0.269481,-0.0128855
53.254,7.75172,4.4875,0,1,0,1,0.71247,0.0146841,0.727154,0.230024,-0.0220262
53.468,7.80371,4.48647,0,1,0,1,0.659204,0.027251,0.686455,0.272637,0.0408766
53.654,7.86105,4.4852,0,1,0,1,0.664382,0.0337305,0.698113,0.268494,0.0505957
53.857,7.91433,4.48431,0,1,0,1,0.673425,0.00138985,0.674815,0.26126,0.00208478
54.055,7.96729,4.48409,0,1,0,1,0.673973,0.00933967,0.683313,0.260821,0.0140095
54.254,8.01961,4.48394,0,1,0,1,0.673699,0.00747528,0.681174,0.261041,0.0112129
54.455,8.06313,4.48391,0,1,0,1,0.671698,0.00755135,0.679249,0.262642,0.011327
54.652,8.12377,4.48399,0,1,0,1,0.679759,0.00543537,0.685195,0.256193,-0.00815305
54.86,8.1669,4.48403,0,1,0,1,0.727158,0.00156041,0.728719,0.218273,-0.00234061
55.06,8.21644,4.48402,0,1,0,1,0.724667,0.00394367,0.728611,0.220266,-0.00591551
55.263,8.26025,4.48395,0,1,0,1,0.727622,0.0040631,0.731686,0.217902,-0.00609465
55.463,8.30407,4.48384,0,1,0,1,0.630541,0.035598,0.666139,0.295567,0.053397
55.659,8.35073,4.48371,0,1,0,1,0.685704,0.0119489,0.697652,0.251437,0.0179234
55.859,8.41446,4.48353,0,1,0,1,0.67829,0.0454683,0.723758,0.257368,0.0682024
56.07,8.46557,4.48353,0,1,0,1,0.7273,0.00246935,0.72977,0.21816,0.00370403
56.269,8.50609,4.4839,0,1,0,1,0.68017,0.00213304,0.682303,0.255864,0.00319956
56.465,8.55193,4.48446,0,1,0,1,0.681,0.00240388,0.683404,0.2552,0.00360582
56.661,8.60206,4.48504,0,1,0,1,0.694024,0.015105,0.709129,0.244781,-0.0226575
56.865,8.6602,4.4853,0,1,0,1,0.688149,0.0129447,0.701094,0.24948,0.0194171
57.077,8.70156,4.48537,0,1,0,1,0.689838,0.0120347,0.701873,0.248129,0.0180521
57.271,8.75135,4.48556,0,1,0,1,0.642694,0.011375,0.654069,0.285845,0.0170625
57.456,8.80321,4.48595,0,1,0,1,0.644386,0.0123174,0.656704,0.284491,0.0184761
57.664,8.85928,4.48662,0,1,0,1,0.656442,0.0177383,0.67418,0.274847,-0.0266074
57.86,8.92459,4.48798,0,1,0,1,0.70373,0.0196277,0.723358,0.237016,-0.0294416
58.07,8.96852,4.48875,0,1,0,1,0.701237,0.01409,0.715327,0.239011,-0.021135
58.272,9.01597,4.48938,0,1,0,1,0.699098,0.0123394,0.711437,0.240722,-0.0185091
58.472,9.07122,4.48986,0,1,0,1,0.70546,0.00812751,0.713588,0.235632,-0.0121913
58.669,9.11116,4.48998,0,1,0,1,0.703386,0.0155472,0.718934,0.237291,0.0233208
