CandVel,CandAng,dist,velnormdist,angnormdist,vel_h_cost,ang_h_cost
0.0495429,-0.299997,1.58623,1,0.645823,0.000571375,0.477466,
0.0495429,-0.224997,1.55688,1,0.647765,0.000571375,0.477466,
0.0495429,-0.149997,1.53537,1,0.651647,0.000571375,0.477466,
0.0495429,-0.0749967,1.52212,1,0.663295,0.000571375,0.477466,
0.0495429,3.28998e-06,1.51739,1,1,0.000571375,0.477466,
0.0495429,0.0750033,1.52129,1,0.616707,0.000571375,0.477466,
0.0495429,0.150003,1.53373,1,0.628353,0.000571375,0.477466,
0.0495429,0.225003,1.55446,1,0.632235,0.000571375,0.477466,
0.0495429,0.300003,1.58305,1,0.634177,0.000571375,0.477466,
0.0995429,-0.299997,1.37426,1,0.645823,0.000571375,0.477466,
0.0995429,-0.224997,1.33321,1,0.647765,0.000571375,0.477466,
0.0995429,-0.149997,1.30285,1,0.651647,0.000571375,0.477466,
0.0995429,-0.0749967,1.28405,1,0.663295,0.000571375,0.477466,
0.0995429,3.28998e-06,1.27739,1,1,0.000571375,0.477466,
0.0995429,0.0750033,1.28307,1,0.616707,0.000571375,0.477466,
0.0995429,0.150003,1.30092,1,0.628353,0.000571375,0.477466,
0.0995429,0.225003,1.33037,1,0.632235,0.000571375,0.477466,
0.0995429,0.300003,1.3706,1,0.634177,0.000571375,0.477466,
0.149543,-0.299997,1.16521,1,0.645823,0.000571375,0.477466,
0.149543,-0.224997,1.11149,1,0.647765,0.000571375,0.477466,
0.149543,-0.149997,1.07134,1,0.651647,0.000571375,0.477466,
0.149543,-0.0749967,1.04628,1,0.663295,0.000571375,0.477466,
0.149543,3.28998e-06,1.0374,1,1,0.000571375,0.477466,
0.149543,0.0750033,1.04508,1,0.616707,0.000571375,0.477466,
0.149543,0.150003,1.06899,1,0.628353,0.000571375,0.477466,
0.149543,0.225003,1.1081,1,0.632235,0.000571375,0.477466,
0.149543,0.300003,1.16088,1,0.634177,0.000571375,0.477466,
0.199543,-0.299997,0.960952,1,0.645823,0.000571375,0.477466,
0.199543,-0.224997,0.893213,1,0.647765,0.000571375,0.477466,
0.199543,-0.149997,0.841683,1,0.651647,0.000571375,0.477466,
0.199543,-0.0749967,0.809065,1,0.663295,0.000571375,0.477466,
0.199543,3.28998e-06,0.797403,1,1,0.000571375,0.477466,
0.199543,0.0750033,0.80751,1,0.616707,0.000571375,0.477466,
0.199543,0.150003,0.838693,1,0.628353,0.000571375,0.477466,
0.199543,0.225003,0.888983,1,0.632235,0.000571375,0.477466,
0.199543,0.300003,0.955708,1,0.634177,0.000571375,0.477466,
-0.000485961,1.45869e-05,1.75286,1,1,0.000607452,0.477469,
0,0,1.75519,1,1,0.000607452,0.477469,
0.049514,-0.299985,1.58634,1,0.645824,0.000607452,0.477469,
0.049514,-0.224985,1.55701,1,0.647765,0.000607452,0.477469,
0.049514,-0.149985,1.5355,1,0.651648,0.000607452,0.477469,
0.049514,-0.0749854,1.52225,1,0.663298,0.000607452,0.477469,
0.049514,1.45869e-05,1.51753,1,1,0.000607452,0.477469,
0.049514,0.0750146,1.52143,1,0.616711,0.000607452,0.477469,
0.049514,0.150015,1.53387,1,0.628354,0.000607452,0.477469,
0.049514,0.225015,1.55459,1,0.632236,0.000607452,0.477469,
0.049514,0.300015,1.58318,1,0.634177,0.000607452,0.477469,
0.099514,-0.299985,1.37438,1,0.645824,0.000607452,0.477469,
0.099514,-0.224985,1.33333,1,0.647765,0.000607452,0.477469,
0.099514,-0.149985,1.30298,1,0.651648,0.000607452,0.477469,
0.099514,-0.0749854,1.28419,1,0.663298,0.000607452,0.477469,
0.099514,1.45869e-05,1.27753,1,1,0.000607452,0.477469,
0.099514,0.0750146,1.28321,1,0.616711,0.000607452,0.477469,
0.099514,0.150015,1.30105,1,0.628354,0.000607452,0.477469,
0.099514,0.225015,1.33051,1,0.632236,0.000607452,0.477469,
0.099514,0.300015,1.37073,1,0.634177,0.000607452,0.477469,
0.149514,-0.299985,1.16532,1,0.645824,0.000607452,0.477469,
0.149514,-0.224985,1.11161,1,0.647765,0.000607452,0.477469,
0.149514,-0.149985,1.07147,1,0.651648,0.000607452,0.477469,
0.149514,-0.0749854,1.04642,1,0.663298,0.000607452,0.477469,
0.149514,1.45869e-05,1.03753,1,1,0.000607452,0.477469,
0.149514,0.0750146,1.04522,1,0.616711,0.000607452,0.477469,
0.149514,0.150015,1.06913,1,0.628354,0.000607452,0.477469,
0.149514,0.225015,1.10823,1,0.632236,0.000607452,0.477469,
0.149514,0.300015,1.16101,1,0.634177,0.000607452,0.477469,
0.199514,-0.299985,0.961057,1,0.645824,0.000607452,0.477469,
0.199514,-0.224985,0.893328,1,0.647765,0.000607452,0.477469,
0.199514,-0.149985,0.841809,1,0.651648,0.000607452,0.477469,
0.199514,-0.0749854,0.809198,1,0.663298,0.000607452,0.477469,
0.199514,1.45869e-05,0.797541,1,1,0.000607452,0.477469,
0.199514,0.0750146,0.80765,1,0.616711,0.000607452,0.477469,
0.199514,0.150015,0.838831,1,0.628354,0.000607452,0.477469,
0.199514,0.225015,0.889117,1,0.632236,0.000607452,0.477469,
0.199514,0.300015,0.955836,1,0.634177,0.000607452,0.477469,
-0.000592491,2.12959e-05,1.75235,1,1,0.000740613,0.477472,
0,0,1.75519,1,1,0.000740613,0.477472,
0.0494075,-0.299979,1.5868,1,0.645824,0.000740613,0.477472,
0.0494075,-0.224979,1.55748,1,0.647765,0.000740613,0.477472,
0.0494075,-0.149979,1.536,1,0.651649,0.000740613,0.477472,
0.0494075,-0.0749787,1.52276,1,0.6633,0.000740613,0.477472,
0.0494075,2.12959e-05,1.51804,1,1,0.000740613,0.477472,
0.0494075,0.0750213,1.52194,1,0.616713,0.000740613,0.477472,
0.0494075,0.150021,1.53437,1,0.628355,0.000740613,0.477472,
0.0494075,0.225021,1.55507,1,0.632236,0.000740613,0.477472,
0.0494075,0.300021,1.58364,1,0.634177,0.000740613,0.477472,
0.0994075,-0.299979,1.37482,1,0.645824,0.000740613,0.477472,
0.0994075,-0.224979,1.3338,1,0.647765,0.000740613,0.477472,
0.0994075,-0.149979,1.30347,1,0.651649,0.000740613,0.477472,
0.0994075,-0.0749787,1.28469,1,0.6633,0.000740613,0.477472,
0.0994075,2.12959e-05,1.27804,1,1,0.000740613,0.477472,
0.0994075,0.0750213,1.28372,1,0.616713,0.000740613,0.477472,
0.0994075,0.150021,1.30155,1,0.628355,0.000740613,0.477472,
0.0994075,0.225021,1.33099,1,0.632236,0.000740613,0.477472,
0.0994075,0.300021,1.37118,1,0.634177,0.000740613,0.477472,
0.149408,-0.299979,1.16575,1,0.645824,0.000740613,0.477472,
0.149408,-0.224979,1.11208,1,0.647765,0.000740613,0.477472,
0.149408,-0.149979,1.07196,1,0.651649,0.000740613,0.477472,
0.149408,-0.0749787,1.04692,1,0.6633,0.000740613,0.477472,
0.149408,2.12959e-05,1.03805,1,1,0.000740613,0.477472,
0.149408,0.0750213,1.04573,1,0.616713,0.000740613,0.477472,
0.149408,0.150021,1.06962,1,0.628355,0.000740613,0.477472,
0.149408,0.225021,1.10871,1,0.632236,0.000740613,0.477472,
0.149408,0.300021,1.16146,1,0.634177,0.000740613,0.477472,
0.199408,-0.299979,0.961478,1,0.645824,0.000740613,0.477472,
0.199408,-0.224979,0.893782,1,0.647765,0.000740613,0.477472,
0.199408,-0.149979,0.842291,1,0.651649,0.000740613,0.477472,
0.199408,-0.0749787,0.8097,1,0.6633,0.000740613,0.477472,
0.199408,2.12959e-05,0.798053,1,1,0.000740613,0.477472,
0.199408,0.0750213,0.808158,1,0.616713,0.000740613,0.477472,
0.199408,0.150021,0.839323,1,0.628355,0.000740613,0.477472,
0.199408,0.225021,0.889584,1,0.632236,0.000740613,0.477472,
0.199408,0.300021,0.956273,1,0.634177,0.000740613,0.477472,
-0.00132846,3.32027e-05,1.74882,1,1,1.00166,1.33609,
0,0,1.75519,1,1,1.00166,1.33609,
0.0486715,-0.299967,1.58993,1,0.645824,1.00166,1.33609,
0.0486715,-0.224967,1.56078,1,0.647766,1.00166,1.33609,
0.0486715,-0.149967,1.53942,1,0.651649,1.00166,1.33609,
0.0486715,-0.0749668,1.52626,1,0.663304,1.00166,1.33609,
0.0486715,3.32027e-05,1.52157,1,1,1.00166,1.33609,
0.0486715,0.0750332,1.52545,1,0.616716,1.00166,1.33609,
0.0486715,0.150033,1.5378,1,0.628356,1.00166,1.33609,
0.0486715,0.225033,1.55839,1,0.632236,1.00166,1.33609,
0.0486715,0.300033,1.58679,1,0.634177,1.00166,1.33609,
0.0986715,-0.299967,1.37792,1,0.645824,1.00166,1.33609,
0.0986715,-0.224967,1.33707,1,0.647766,1.00166,1.33609,
0.0986715,-0.149967,1.30688,1,0.651649,1.00166,1.33609,
0.0986715,-0.0749668,1.28819,1,0.663304,1.00166,1.33609,
0.0986715,3.32027e-05,1.28158,1,1,1.00166,1.33609,
0.0986715,0.0750332,1.28723,1,0.616716,1.00166,1.33609,
0.0986715,0.150033,1.30498,1,0.628356,1.00166,1.33609,
0.0986715,0.225033,1.33428,1,0.632236,1.00166,1.33609,
0.0986715,0.300033,1.3743,1,0.634177,1.00166,1.33609,
0.148672,-0.299967,1.16879,1,0.645824,1.00166,1.33609,
0.148672,-0.224967,1.11531,1,0.647766,1.00166,1.33609,
0.148672,-0.149967,1.07535,1,0.651649,1.00166,1.33609,
0.148672,-0.0749668,1.05042,1,0.663304,1.00166,1.33609,
0.148672,3.32027e-05,1.04158,1,1,1.00166,1.33609,
0.148672,0.0750332,1.04923,1,0.616716,1.00166,1.33609,
0.148672,0.150033,1.07303,1,0.628356,1.00166,1.33609,
0.148672,0.225033,1.11197,1,0.632236,1.00166,1.33609,
0.148672,0.300033,1.16453,1,0.634177,1.00166,1.33609,
0.198672,-0.299967,0.964423,1,0.645824,1.00166,1.33609,
0.198672,-0.224967,0.896949,1,0.647766,1.00166,1.33609,
0.198672,-0.149967,0.845644,1,0.651649,1.00166,1.33609,
0.198672,-0.0749668,0.813182,1,0.663304,1.00166,1.33609,
0.198672,3.32027e-05,0.801585,1,1,1.00166,1.33609,
0.198672,0.0750332,0.811653,1,0.616716,1.00166,1.33609,
0.198672,0.150033,0.842701,1,0.628356,1.00166,1.33609,
0.198672,0.225033,0.892785,1,0.632236,1.00166,1.33609,
0.198672,0.300033,0.959258,1,0.634177,1.00166,1.33609,
-0.00432824,3.9726e-05,1.73442,1,1,1.00541,1.34112,
0,0,1.75519,1,1,1.00541,1.34112,
0.0456718,-0.29996,1.60271,1,0.645824,1.00541,1.34112,
0.0456718,-0.22496,1.57425,1,0.647766,1.00541,1.34112,
0.0456718,-0.14996,1.55339,1,0.65165,1.00541,1.34112,
0.0456718,-0.0749603,1.54055,1,0.663306,1.00541,1.34112,
0.0456718,3.9726e-05,1.53597,1,1,1.00541,1.34112,
0.0456718,0.0750397,1.53974,1,0.616718,1.00541,1.34112,
0.0456718,0.15004,1.55179,1,0.628356,1.00541,1.34112,
0.0456718,0.22504,1.57187,1,0.632237,1.00541,1.34112,
0.0456718,0.30004,1.5996,1,0.634177,1.00541,1.34112,
0.0956718,-0.29996,1.39057,1,0.645824,1.00541,1.34112,
0.0956718,-0.22496,1.35045,1,0.647766,1.00541,1.34112,
0.0956718,-0.14996,1.32081,1,0.65165,1.00541,1.34112,
0.0956718,-0.0749603,1.30247,1,0.663306,1.00541,1.34112,
0.0956718,3.9726e-05,1.29597,1,1,1.00541,1.34112,
0.0956718,0.0750397,1.30152,1,0.616718,1.00541,1.34112,
0.0956718,0.15004,1.31893,1,0.628356,1.00541,1.34112,
0.0956718,0.22504,1.34769,1,0.632237,1.00541,1.34112,
0.0956718,0.30004,1.38699,1,0.634177,1.00541,1.34112,
0.145672,-0.29996,1.18122,1,0.645824,1.00541,1.34112,
0.145672,-0.22496,1.12854,1,0.647766,1.00541,1.34112,
0.145672,-0.14996,1.0892,1,0.65165,1.00541,1.34112,
0.145672,-0.0749603,1.06467,1,0.663306,1.00541,1.34112,
0.145672,3.9726e-05,1.05598,1,1,1.00541,1.34112,
0.145672,0.0750397,1.0635,1,0.616718,1.00541,1.34112,
0.145672,0.15004,1.08692,1,0.628356,1.00541,1.34112,
0.145672,0.22504,1.12524,1,0.632237,1.00541,1.34112,
0.145672,0.30004,1.17702,1,0.634177,1.00541,1.34112,
-0.00461356,2.98985e-05,1.73305,1,1,1.00577,1.25429,
0,0,1.75519,1,1,1.00577,1.25429,
0.0453864,-0.29997,1.60393,1,0.645824,1.00577,1.25429,
0.0453864,-0.22497,1.57553,1,0.647766,1.00577,1.25429,
0.0453864,-0.14997,1.55473,1,0.651649,1.00577,1.25429,
0.0453864,-0.0749701,1.54191,1,0.663303,1.00577,1.25429,
0.0453864,2.98985e-05,1.53734,1,1,1.00577,1.25429,
0.0453864,0.0750299,1.5411,1,0.616715,1.00577,1.25429,
0.0453864,0.15003,1.55312,1,0.628355,1.00577,1.25429,
0.0453864,0.22503,1.57315,1,0.632236,1.00577,1.25429,
0.0453864,0.30003,1.60082,1,0.634177,1.00577,1.25429,
0.0953864,-0.29997,1.39177,1,0.645824,1.00577,1.25429,
0.0953864,-0.22497,1.35173,1,0.647766,1.00577,1.25429,
0.0953864,-0.14997,1.32214,1,0.651649,1.00577,1.25429,
0.0953864,-0.0749701,1.30383,1,0.663303,1.00577,1.25429,
0.0953864,2.98985e-05,1.29734,1,1,1.00577,1.25429,
0.0953864,0.0750299,1.30287,1,0.616715,1.00577,1.25429,
0.0953864,0.15003,1.32025,1,0.628355,1.00577,1.25429,
0.0953864,0.22503,1.34896,1,0.632236,1.00577,1.25429,
0.0953864,0.30003,1.38819,1,0.634177,1.00577,1.25429,
0.145386,-0.29997,1.18242,1,0.645824,1.00577,1.25429,
0.145386,-0.22497,1.1298,1,0.647766,1.00577,1.25429,
0.145386,-0.14997,1.09052,1,0.651649,1.00577,1.25429,
0.145386,-0.0749701,1.06603,1,0.663303,1.00577,1.25429,
0.145386,2.98985e-05,1.05735,1,1,1.00577,1.25429,
0.145386,0.0750299,1.06486,1,0.616715,1.00577,1.25429,
0.145386,0.15003,1.08823,1,0.628355,1.00577,1.25429,
0.145386,0.22503,1.1265,1,0.632236,1.00577,1.25429,
0.145386,0.30003,1.1782,1,0.634177,1.00577,1.25429,
0.195386,-0.29997,0.977649,1,0.645824,1.00577,1.25429,
0.195386,-0.22497,0.911146,1,0.647766,1.00577,1.25429,
0.195386,-0.14997,0.860653,1,0.651649,1.00577,1.25429,
0.195386,-0.0749701,0.828744,1,0.663303,1.00577,1.25429,
0.195386,2.98985e-05,0.817353,1,1,1.00577,1.25429,
0.195386,0.0750299,0.827242,1,0.616715,1.00577,1.25429,
0.195386,0.15003,0.857757,1,0.628355,1.00577,1.25429,
0.195386,0.22503,0.907042,1,0.632236,1.00577,1.25429,
0.195386,0.30003,0.972547,1,0.634177,1.00577,1.25429,
-0.00492878,1.99789e-05,1.73154,1,1,1.00616,0.99871,
0,0,1.75519,1,1,1.00616,0.99871,
0.0450712,-0.29998,1.60528,1,0.645824,1.00616,0.99871,
0.0450712,-0.22498,1.57695,1,0.647765,1.00616,0.99871,
0.0450712,-0.14998,1.5562,1,0.651648,1.00616,0.99871,
0.0450712,-0.07498,1.54341,1,0.6633,1.00616,0.99871,
0.0450712,1.99789e-05,1.53885,1,1,1.00616,0.99871,
0.0450712,0.07502,1.5426,1,0.616712,1.00616,0.99871,
0.0450712,0.15002,1.55459,1,0.628355,1.00616,0.99871,
0.0450712,0.22502,1.57457,1,0.632236,1.00616,0.99871,
0.0450712,0.30002,1.60216,1,0.634177,1.00616,0.99871,
0.0950712,-0.29998,1.39311,1,0.645824,1.00616,0.99871,
0.0950712,-0.22498,1.35314,1,0.647765,1.00616,0.99871,
0.0950712,-0.14998,1.3236,1,0.651648,1.00616,0.99871,
0.0950712,-0.07498,1.30533,1,0.6633,1.00616,0.99871,
0.0950712,1.99789e-05,1.29886,1,1,1.00616,0.99871,
0.0950712,0.07502,1.30437,1,0.616712,1.00616,0.99871,
0.0950712,0.15002,1.32171,1,0.628355,1.00616,0.99871,
0.0950712,0.22502,1.35036,1,0.632236,1.00616,0.99871,
0.0950712,0.30002,1.38952,1,0.634177,1.00616,0.99871,
0.145071,-0.29998,1.18373,1,0.645824,1.00616,0.99871,
0.145071,-0.22498,1.1312,1,0.647765,1.00616,0.99871,
0.145071,-0.14998,1.09198,1,0.651648,1.00616,0.99871,
0.145071,-0.07498,1.06753,1,0.6633,1.00616,0.99871,
0.145071,1.99789e-05,1.05886,1,1,1.00616,0.99871,
0.145071,0.07502,1.06636,1,0.616712,1.00616,0.99871,
0.145071,0.15002,1.08969,1,0.628355,1.00616,0.99871,
0.145071,0.22502,1.12789,1,0.632236,1.00616,0.99871,
0.145071,0.30002,1.1795,1,0.634177,1.00616,0.99871,
-0.00527812,9.82945e-06,1.72986,1,1,1.0066,0.999407,
0,0,1.75519,1,1,1.0066,0.999407,
0.0447219,-0.29999,1.60677,1,0.645824,1.0066,0.999407,
0.0447219,-0.22499,1.57852,1,0.647765,1.0066,0.999407,
0.0447219,-0.14999,1.55783,1,0.651648,1.0066,0.999407,
0.0447219,-0.0749902,1.54508,1,0.663297,1.0066,0.999407,
0.0447219,9.82945e-06,1.54053,1,1,1.0066,0.999407,
0.0447219,0.0750098,1.54427,1,0.616709,1.0066,0.999407,
0.0447219,0.15001,1.55622,1,0.628354,1.0066,0.999407,
0.0447219,0.22501,1.57613,1,0.632236,1.0066,0.999407,
0.0447219,0.30001,1.60365,1,0.634177,1.0066,0.999407,
0.0947219,-0.29999,1.39459,1,0.645824,1.0066,0.999407,
0.0947219,-0.22499,1.3547,1,0.647765,1.0066,0.999407,
0.0947219,-0.14999,1.32523,1,0.651648,1.0066,0.999407,
0.0947219,-0.0749902,1.307,1,0.663297,1.0066,0.999407,
0.0947219,9.82945e-06,1.30053,1,1,1.0066,0.999407,
0.0947219,0.0750098,1.30604,1,0.616709,1.0066,0.999407,
0.0947219,0.15001,1.32334,1,0.628354,1.0066,0.999407,
0.0947219,0.22501,1.35192,1,0.632236,1.0066,0.999407,
0.0947219,0.30001,1.39099,1,0.634177,1.0066,0.999407,
0.144722,-0.29999,1.18519,1,0.645824,1.0066,0.999407,
0.144722,-0.22499,1.13275,1,0.647765,1.0066,0.999407,
0.144722,-0.14999,1.0936,1,0.651648,1.0066,0.999407,
0.144722,-0.0749902,1.06919,1,0.663297,1.0066,0.999407,
0.144722,9.82945e-06,1.06054,1,1,1.0066,0.999407,
0.144722,0.0750098,1.06802,1,0.616709,1.0066,0.999407,
0.144722,0.15001,1.0913,1,0.628354,1.0066,0.999407,
0.144722,0.22501,1.12942,1,0.632236,1.0066,0.999407,
0.144722,0.30001,1.18095,1,0.634177,1.0066,0.999407,
-0.00566653,-7.17245e-07,1.728,1,1,1.00708,1.00004,
0,0,1.75519,1,1,1.00708,1.00004,
0.0443335,-0.300001,1.60843,1,0.645823,1.00708,1.00004,
0.0443335,-0.225001,1.58027,1,0.647765,1.00708,1.00004,
0.0443335,-0.150001,1.55964,1,0.651647,1.00708,1.00004,
0.0443335,-0.0750007,1.54693,1,0.663294,1.00708,1.00004,
0.0443335,-7.17245e-07,1.5424,1,1,1.00708,1.00004,
0.0443335,0.0749993,1.54612,1,0.616706,1.00708,1.00004,
0.0443335,0.149999,1.55802,1,0.628353,1.00708,1.00004,
0.0443335,0.224999,1.57788,1,0.632235,1.00708,1.00004,
0.0443335,0.299999,1.6053,1,0.634176,1.00708,1.00004,
0.0943335,-0.300001,1.39624,1,0.645823,1.00708,1.00004,
0.0943335,-0.225001,1.35644,1,0.647765,1.00708,1.00004,
0.0943335,-0.150001,1.32704,1,0.651647,1.00708,1.00004,
0.0943335,-0.0750007,1.30885,1,0.663294,1.00708,1.00004,
0.0943335,-7.17245e-07,1.3024,1,1,1.00708,1.00004,
0.0943335,0.0749993,1.30788,1,0.616706,1.00708,1.00004,
0.0943335,0.149999,1.32514,1,0.628353,1.00708,1.00004,
0.0943335,0.224999,1.35365,1,0.632235,1.00708,1.00004,
0.0943335,0.299999,1.39263,1,0.634176,1.00708,1.00004,
0.144333,-0.300001,1.18681,1,0.645823,1.00708,1.00004,
0.144333,-0.225001,1.13447,1,0.647765,1.00708,1.00004,
0.144333,-0.150001,1.09539,1,0.651647,1.00708,1.00004,
0.144333,-0.0750007,1.07104,1,0.663294,1.00708,1.00004,
0.144333,-7.17245e-07,1.06241,1,1,1.00708,1.00004,
0.144333,0.0749993,1.06986,1,0.616706,1.00708,1.00004,
0.144333,0.149999,1.09309,1,0.628353,1.00708,1.00004,
0.144333,0.224999,1.13114,1,0.632235,1.00708,1.00004,
0.144333,0.299999,1.18256,1,0.634176,1.00708,1.00004,
-0.00609443,-1.1723e-05,1.72594,1,1,0.00761804,1.1723e-05,
0,0,1.75519,1,1,0.00761804,1.1723e-05,
0.0439056,-0.300012,1.61026,1,0.645823,0.00761804,1.1723e-05,
0.0439056,-0.225012,1.58219,1,0.647764,0.00761804,1.1723e-05,
0.0439056,-0.150012,1.56163,1,0.651646,0.00761804,1.1723e-05,
0.0439056,-0.0750117,1.54897,1,0.66329,0.00761804,1.1723e-05,
0.0439056,-1.1723e-05,1.54445,1,1,0.00761804,1.1723e-05,
0.0439056,0.0749883,1.54816,1,0.616702,0.00761804,1.1723e-05,
0.0439056,0.149988,1.56002,1,0.628352,0.00761804,1.1723e-05,
0.0439056,0.224988,1.5798,1,0.632235,0.00761804,1.1723e-05,
0.0439056,0.299988,1.60713,1,0.634176,0.00761804,1.1723e-05,
0.0939056,-0.300012,1.39805,1,0.645823,0.00761804,1.1723e-05,
0.0939056,-0.225012,1.35835,1,0.647764,0.00761804,1.1723e-05,
0.0939056,-0.150012,1.32903,1,0.651646,0.00761804,1.1723e-05,
0.0939056,-0.0750117,1.31088,1,0.66329,0.00761804,1.1723e-05,
0.0939056,-1.1723e-05,1.30445,1,1,0.00761804,1.1723e-05,
0.0939056,0.0749883,1.30992,1,0.616702,0.00761804,1.1723e-05,
0.0939056,0.149988,1.32713,1,0.628352,0.00761804,1.1723e-05,
0.0939056,0.224988,1.35556,1,0.632235,0.00761804,1.1723e-05,
0.0939056,0.299988,1.39443,1,0.634176,0.00761804,1.1723e-05,
0.143906,-0.300012,1.18859,1,0.645823,0.00761804,1.1723e-05,
0.143906,-0.225012,1.13637,1,0.647764,0.00761804,1.1723e-05,
0.143906,-0.150012,1.09738,1,0.651646,0.00761804,1.1723e-05,
0.143906,-0.0750117,1.07307,1,0.66329,0.00761804,1.1723e-05,
0.143906,-1.1723e-05,1.06446,1,1,0.00761804,1.1723e-05,
0.143906,0.0749883,1.0719,1,0.616702,0.00761804,1.1723e-05,
0.143906,0.149988,1.09507,1,0.628352,0.00761804,1.1723e-05,
0.143906,0.224988,1.13303,1,0.632235,0.00761804,1.1723e-05,
0.143906,0.299988,1.18434,1,0.634176,0.00761804,1.1723e-05,
0.193906,-0.300012,0.98366,1,0.645823,0.00761804,1.1723e-05,
0.193906,-0.225012,0.917586,1,0.647764,0.00761804,1.1723e-05,
0.193906,-0.150012,0.867445,1,0.651646,0.00761804,1.1723e-05,
0.193906,-0.0750117,0.835772,1,0.66329,0.00761804,1.1723e-05,
0.193906,-1.1723e-05,0.824462,1,1,0.00761804,1.1723e-05,
0.193906,0.0749883,0.834259,1,0.616702,0.00761804,1.1723e-05,
0.193906,0.149988,0.864528,1,0.628352,0.00761804,1.1723e-05,
0.193906,0.224988,0.913446,1,0.632235,0.00761804,1.1723e-05,
0.193906,0.299988,0.978509,1,0.634176,0.00761804,1.1723e-05,
-0.00656488,-2.33123e-05,1.72368,1,1,1.00821,1.00113,
0,0,1.75519,1,1,1.00821,1.00113,
0.0434351,-0.300023,1.61227,1,0.645823,1.00821,1.00113,
0.0434351,-0.225023,1.58431,1,0.647764,1.00821,1.00113,
0.0434351,-0.150023,1.56383,1,0.651645,1.00821,1.00113,
0.0434351,-0.0750233,1.55121,1,0.663287,1.00821,1.00113,
0.0434351,-2.33123e-05,1.54671,1,1,1.00821,1.00113,
0.0434351,0.0749767,1.5504,1,0.616699,1.00821,1.00113,
0.0434351,0.149977,1.56221,1,0.628351,1.00821,1.00113,
0.0434351,0.224977,1.58191,1,0.632235,1.00821,1.00113,
0.0434351,0.299977,1.60913,1,0.634176,1.00821,1.00113,
0.0934351,-0.300023,1.40004,1,0.645823,1.00821,1.00113,
0.0934351,-0.225023,1.36045,1,0.647764,1.00821,1.00113,
0.0934351,-0.150023,1.33122,1,0.651645,1.00821,1.00113,
0.0934351,-0.0750233,1.31313,1,0.663287,1.00821,1.00113,
0.0934351,-2.33123e-05,1.30671,1,1,1.00821,1.00113,
0.0934351,0.0749767,1.31216,1,0.616699,1.00821,1.00113,
0.0934351,0.149977,1.32931,1,0.628351,1.00821,1.00113,
0.0934351,0.224977,1.35766,1,0.632235,1.00821,1.00113,
0.0934351,0.299977,1.39642,1,0.634176,1.00821,1.00113,
0.143435,-0.300023,1.19056,1,0.645823,1.00821,1.00113,
0.143435,-0.225023,1.13845,1,0.647764,1.00821,1.00113,
0.143435,-0.150023,1.09955,1,0.651645,1.00821,1.00113,
0.143435,-0.0750233,1.07531,1,0.663287,1.00821,1.00113,
0.143435,-2.33123e-05,1.06671,1,1,1.00821,1.00113,
0.143435,0.0749767,1.07413,1,0.616699,1.00821,1.00113,
0.143435,0.149977,1.09724,1,0.628351,1.00821,1.00113,
0.143435,0.224977,1.1351,1,0.632235,1.00821,1.00113,
0.143435,0.299977,1.18629,1,0.634176,1.00821,1.00113,
-0.00708123,-3.56178e-05,1.7212,1,1,1.00885,1.0016,
0,0,1.75519,1,1,1.00885,1.0016,
0.0429188,-0.300036,1.61448,1,0.645823,1.00885,1.0016,
0.0429188,-0.225036,1.58663,1,0.647763,1.00885,1.0016,
0.0429188,-0.150036,1.56624,1,0.651644,1.00885,1.0016,
0.0429188,-0.0750356,1.55367,1,0.663283,1.00885,1.0016,
0.0429188,-3.56178e-05,1.54919,1,1,1.00885,1.0016,
0.0429188,0.0749644,1.55286,1,0.616695,1.00885,1.0016,
0.0429188,0.149964,1.56461,1,0.62835,1.00885,1.0016,
0.0429188,0.224964,1.58423,1,0.632234,1.00885,1.0016,
0.0429188,0.299964,1.61133,1,0.634176,1.00885,1.0016,
0.0929188,-0.300036,1.40223,1,0.645823,1.00885,1.0016,
0.0929188,-0.225036,1.36276,1,0.647763,1.00885,1.0016,
0.0929188,-0.150036,1.33362,1,0.651644,1.00885,1.0016,
0.0929188,-0.0750356,1.31559,1,0.663283,1.00885,1.0016,
0.0929188,-3.56178e-05,1.30919,1,1,1.00885,1.0016,
0.0929188,0.0749644,1.31462,1,0.616695,1.00885,1.0016,
0.0929188,0.149964,1.33171,1,0.62835,1.00885,1.0016,
0.0929188,0.224964,1.35996,1,0.632234,1.00885,1.0016,
0.0929188,0.299964,1.39859,1,0.634176,1.00885,1.0016,
0.142919,-0.300036,1.19271,1,0.645823,1.00885,1.0016,
0.142919,-0.225036,1.14074,1,0.647763,1.00885,1.0016,
0.142919,-0.150036,1.10194,1,0.651644,1.00885,1.0016,
0.142919,-0.0750356,1.07777,1,0.663283,1.00885,1.0016,
0.142919,-3.56178e-05,1.06919,1,1,1.00885,1.0016,
0.142919,0.0749644,1.07659,1,0.616695,1.00885,1.0016,
0.142919,0.149964,1.09963,1,0.62835,1.00885,1.0016,
0.142919,0.224964,1.13738,1,0.632234,1.00885,1.0016,
0.142919,0.299964,1.18843,1,0.634176,1.00885,1.0016,
0.192919,-0.300036,0.987666,1,0.645823,1.00885,1.0016,
0.192919,-0.225036,0.921877,1,0.647763,1.00885,1.0016,
0.192919,-0.150036,0.871971,1,0.651644,1.00885,1.0016,
